timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
39240323,1.1124165,24.993435,101311.625,1.2037497
39244302,1.1124165,24.993435,101311.625,1.2037497
39265137,0.95123506,24.993435,101313.58,1.2037729
39265895,0.95123506,24.993435,101313.58,1.2037729
39268316,0.95123506,24.993435,101313.58,1.2037729
39272302,0.9406658,24.993435,101313.7,1.2037743
39275323,0.9406658,24.993435,101313.7,1.2037743
39282316,1.1282704,24.993435,101311.445,1.2037475
39285347,1.1282704,24.993435,101311.445,1.2037475
39288381,1.1282704,24.993435,101311.445,1.2037475
39292302,1.0357893,24.993435,101312.56,1.2037609
39296302,1.0357893,24.993435,101312.56,1.2037609
39300347,1.0727818,24.993435,101312.1,1.2037554
39304303,1.0727818,24.993435,101312.1,1.2037554
39307033,1.0727818,24.993435,101312.1,1.2037554
39312305,0.92216957,24.993435,101313.94,1.2037772
39315321,0.92216957,24.993435,101313.94,1.2037772
39319305,0.96444666,24.993435,101313.414,1.203771
39324304,0.96444666,24.993435,101313.414,1.203771
39334311,0.94330806,24.993435,101313.66,1.2037739
39335510,0.94330806,24.993435,101313.66,1.2037739
39341302,0.90631557,24.993435,101314.12,1.2037793
39345323,0.90631557,24.993435,101314.12,1.2037793
39349305,1.0410739,24.993435,101312.49,1.20376
39353306,1.0410739,24.993435,101312.49,1.20376
39357309,1.0410739,24.993435,101312.49,1.20376
39361302,0.9116003,24.993435,101314.055,1.2037786
39366301,0.9116003,24.993435,101314.055,1.2037786
39369296,1.0648547,24.993435,101312.195,1.2037565
39373302,1.0648547,24.993435,101312.195,1.2037565
39377303,1.0648547,24.993435,101312.195,1.2037565
39382302,1.1256281,24.993435,101311.47,1.2037479
39387384,1.1256281,24.993435,101311.47,1.2037479
39390382,0.94330806,24.993435,101313.68,1.2037741
39394296,0.94330806,24.993435,101313.68,1.2037741
39398381,0.94330806,24.993435,101313.68,1.2037741
39403304,0.96444666,24.993435,101313.42,1.203771
39406302,0.96444666,24.993435,101313.42,1.203771
39410323,0.95123506,24.993435,101313.58,1.2037729
39413311,0.95123506,24.993435,101313.58,1.2037729
39418320,0.95123506,24.993435,101313.58,1.2037729
39422302,1.0648547,24.993435,101312.195,1.2037565
39425344,1.0648547,24.993435,101312.195,1.2037565
39429300,1.1044896,24.993435,101311.74,1.2037511
39434302,1.1044896,24.993435,101311.74,1.2037511
39438296,0.89574635,24.993435,101314.25,1.2037809
39443312,0.89574635,24.993435,101314.25,1.2037809
39448306,0.89574635,24.993435,101314.25,1.2037809
39451296,0.92216957,24.993435,101313.93,1.2037771
39455336,0.92216957,24.993435,101313.93,1.2037771
39459302,1.0622125,24.993435,101312.25,1.2037572
39465322,1.0622125,24.993435,101312.25,1.2037572
39468296,1.0622125,24.993435,101312.25,1.2037572
39473304,1.0859933,24.993435,101311.945,1.2037535
39476296,1.0859933,24.993435,101311.945,1.2037535
39480325,0.9274542,24.993435,101313.86,1.2037762
39483300,0.9274542,24.993435,101313.86,1.2037762
39487302,0.9274542,24.993435,101313.86,1.2037762
39492306,0.92216957,24.993435,101313.914,1.203777
39496300,0.92216957,24.993435,101313.914,1.203777
39500344,0.9538774,24.993435,101313.53,1.2037723
39504304,0.9538774,24.993435,101313.53,1.2037723
39509381,0.9538774,24.993435,101313.53,1.2037723
39512322,0.8983887,24.993435,101314.22,1.2037805
39516302,0.8983887,24.993435,101314.22,1.2037805
39526305,0.97501594,24.993435,101313.3,1.2037696
39529296,0.97501594,24.993435,101313.3,1.2037696
39532296,1.1203434,24.993435,101311.555,1.2037488
39540342,0.98558515,24.993435,101313.17,1.2037681
