timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
28798444,21625303,40.154030000000006,116.2593677,0.055963095,0.06528204,-0.06018112,-0.0005198517,-0.0020863148,0.0,0.036441132,-0.0045538926,-0.034081776,-0.03229552,0.026659619,-0.06609593,0.044923756,-0.07073203,0.01766594,0.11166807,0.00034267385,1.0765572,0.1736054,0.034081776,0.2188515,0.18172605,0.18748273,0.07980232,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28911305,21625303,40.154030000000006,116.2593677,0.061181698,0.06230311,-0.058778282,-0.0005198517,-0.0020863148,0.0,0.042598028,-0.010126761,-0.030269247,-0.023865549,0.026659619,-0.06609593,0.044923756,0.026676796,-0.042299207,0.17845058,0.00019729501,1.0765572,0.17220256,0.030269247,0.20677742,0.18028864,0.17839144,0.07785866,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29015308,21625303,40.154030000000006,116.2593677,0.06601727,0.058801647,-0.05528039,-0.0005198517,-0.0020863148,0.0,0.044821236,-0.012210415,-0.02541749,-0.013881427,0.026659619,-0.06609593,0.044923756,0.004721953,0.034758095,-0.021161892,-3.160962e-06,1.0765572,0.16870467,0.02541749,0.21081062,0.18213598,0.18678421,0.07672746,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29114302,21625303,40.154030000000006,116.2593677,0.06992629,0.055128653,-0.052010328,-0.0005198517,-0.0020863148,0.0,0.04797256,-0.0179316,-0.024438776,-0.009115868,0.026659619,-0.06609593,0.044923756,0.06689456,0.06208492,-0.14517532,-0.00016071036,1.0765572,0.1654346,0.024438776,0.21105722,0.18171285,0.1916355,0.07516873,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29213302,21625303,40.154030000000006,116.2593677,0.07123481,0.05219624,-0.050352085,-0.0005198517,-0.0020863148,0.0,0.047392484,-0.018777577,-0.021284401,-0.0044201445,0.026659619,-0.06609593,0.044923756,-0.05573968,0.053197782,0.07077393,-0.0003758384,1.0765572,0.16377637,0.021284401,0.21044506,0.18173061,0.19737214,0.07384809,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29319305,21625303,40.154030000000006,116.2593677,0.07086611,0.049675878,-0.049989752,-0.0005198517,-0.0020863148,0.0,0.046064064,-0.021519527,-0.019647343,-0.0027167033,0.026659619,-0.06609593,0.044923756,-0.028966974,-0.040487695,-0.20179792,-0.0005065165,1.0765572,0.16341403,0.019647343,0.21026957,0.1818839,0.20488513,0.072755344,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29421427,21625303,40.154030000000006,116.2593677,0.070050284,0.046673536,-0.049547587,-0.0005198517,-0.0020863148,0.0,0.04279605,-0.0210046,-0.020848349,-0.0035859344,0.026659619,-0.06609593,0.044923756,0.11509457,0.03071528,-0.06212706,-0.0003806598,1.0765572,0.16297187,0.020848349,0.21083733,0.18150124,0.21367826,0.07178666,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29519305,21625303,40.154030000000006,116.2593677,0.068450436,0.044350922,-0.04901323,-0.0005198517,-0.0020863148,0.0,0.039396405,-0.020449886,-0.024085969,-0.0062863603,0.026659619,-0.06609593,0.044923756,-0.015458355,0.048607063,-0.032809675,-0.00032250167,1.0765572,0.16243751,0.024085969,0.2110825,0.1810161,0.22084753,0.0709763,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29623617,21625303,40.154030000000006,116.2593677,0.064799145,0.042508285,-0.048748985,-0.0005198517,-0.0020863148,0.0,0.03180825,-0.021420177,-0.021794893,-0.0037394837,0.026659619,-0.06609593,0.044923756,-0.07865378,-0.052965786,0.07434558,-0.00032328945,1.0765572,0.16217327,0.021794893,0.21171297,0.18133928,0.22888115,0.07045224,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29727322,21625303,40.154030000000006,116.2593677,0.059364673,0.040219553,-0.048979383,-0.0005198517,-0.0020863148,0.0,0.025112208,-0.023977121,-0.021877551,-0.004069463,0.026659619,-0.06609593,0.044923756,-0.063078985,-0.09468567,-0.17746568,-0.0003378571,1.0765572,0.16240366,0.021877551,0.21182635,0.18075699,0.23381354,0.069906525,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29829296,21625303,40.154030000000006,116.2593677,0.051497586,0.03795152,-0.049537845,-0.0005198517,-0.0020863148,0.0,0.01632904,-0.023070756,-0.027485473,-0.010073657,0.026659619,-0.06609593,0.044923756,-0.08400682,0.06477567,0.10292579,-0.00051256706,1.0765572,0.16296212,0.027485473,0.21358909,0.18063729,0.23958497,0.06964768,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29930296,21625303,40.154030000000006,116.2593677,0.04471601,0.037605222,-0.05049231,-0.0005198517,-0.0020863148,0.0,0.008220719,-0.022259537,-0.02748661,-0.010419993,0.026659619,-0.06609593,0.044923756,-0.07146272,0.041139223,-0.09326926,-0.00058850856,1.0765572,0.16391659,0.02748661,0.214943,0.18107523,0.24375327,0.06955572,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
30030303,21625303,40.154030000000006,116.2593677,0.03895585,0.037862927,-0.051156834,-0.0005198517,-0.0020863148,0.0,0.0030393822,-0.02024826,-0.025853883,-0.008750108,0.026659619,-0.06609593,0.044923756,-0.050349157,-0.052455693,-0.022826085,-0.0008016318,1.0765572,0.16458112,0.025853883,0.21577631,0.18062569,0.24615413,0.06941724,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
