timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
28667708,0.0,0.0,0.0
73467969,0.0,0.0,0.0
73668063,0.0,0.0,0.0
73863536,0.0,0.0,0.0
74076390,0.0,0.0,0.0
74274496,0.0,0.0,0.0
