timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
28112334,inf,0,1,1,1,0
29112341,inf,0,1,1,1,0
30132367,inf,0,1,1,1,0
31152489,inf,0,1,1,1,0
32172342,inf,0,1,1,1,0
33172343,inf,0,1,1,1,0
34192348,inf,0,1,1,1,0
35212324,inf,0,1,1,1,0
36212347,inf,0,1,1,1,0
37232488,inf,0,1,1,1,0
37632353,inf,0,1,1,1,1
38152405,inf,0,1,0,1,1
38172313,inf,0,1,0,0,1
38652313,inf,0,0,0,0,0
39652357,inf,0,0,0,0,0
40672330,inf,0,0,0,0,0
41692337,inf,0,0,0,0,0
42712344,inf,0,0,0,0,0
43732340,inf,0,0,0,0,0
44752338,inf,0,0,0,0,0
45772323,inf,0,0,0,0,0
46772327,inf,0,0,0,0,0
47772384,inf,0,0,0,0,0
48792327,inf,0,0,0,0,0
49792366,inf,0,0,0,0,0
50812315,inf,0,0,0,0,0
51812364,inf,0,0,0,0,0
53832349,inf,0,0,0,0,0
54852314,inf,0,0,0,0,0
55872333,inf,0,0,0,0,0
56892322,inf,0,0,0,0,0
57892379,inf,0,0,0,0,0
58912319,inf,0,0,0,0,0
59912338,inf,0,0,0,0,0
60912341,inf,0,0,0,0,0
61932446,inf,0,0,0,0,0
62952335,inf,0,0,0,0,0
63972332,inf,0,0,0,0,0
64972336,inf,0,0,0,0,0
65992336,inf,0,0,0,0,0
66992337,inf,0,0,0,0,0
68012325,inf,0,0,0,0,0
69012336,inf,0,0,0,0,0
70012359,inf,0,0,0,0,0
71032322,inf,0,0,0,0,0
72032333,inf,0,0,0,0,0
73052327,inf,0,0,0,0,0
73732326,inf,0,0,1,0,0
73772825,inf,0,0,1,1,0
73832308,inf,0,1,1,1,0
