timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
28798444,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
29313342,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
29816318,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
30316296,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
30814296,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
31314303,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
31815296,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
32318303,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
32816489,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
33317225,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
33818316,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
34320319,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
34819302,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
35321380,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
35822330,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
36322339,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
36823303,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
37323311,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
37823305,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
38324308,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
38824584,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
39323378,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
39824574,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
40323577,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
40824303,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
41324559,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
41824321,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
42323307,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
42827331,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
43329315,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
43829302,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
44326378,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
44829547,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45300540,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45829302,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
46330455,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
46831296,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
47333296,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
47831302,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
48333306,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
48831305,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
49331240,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
49836302,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
50324195,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
50831690,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
51322828,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
51825376,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
52328942,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
53330547,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
53829020,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
54333300,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
54835491,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
55340173,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
55830621,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
56332925,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
56836947,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
57339668,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
57843393,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
58328370,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
58847341,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
59347704,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
59833914,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
60352380,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
60839307,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
61340307,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
61842426,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
62354999,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
62842633,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
63349656,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
63855917,11.5,11.5,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
