timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
28795309,0.27872688,-0.03039782,0.47011966
28798444,0.27711332,-0.035602823,0.47386292
28818821,0.28087562,-0.03511245,0.4715548
28819429,0.27588332,-0.029994925,0.4718622
28824296,0.27713037,-0.030107656,0.47303087
28828309,0.27370986,-0.03440144,0.47200286
28830402,0.27324226,-0.03201526,0.47464946
28835303,0.2735257,-0.029817684,0.47051138
28840296,0.27432138,-0.03282607,0.47091872
28844342,0.27892634,-0.035178963,0.46861386
28850296,0.2774142,-0.03137777,0.47189367
28853318,0.27589306,-0.037164826,0.47127917
28859298,0.27842534,-0.03622331,0.47121128
28864302,0.27805084,-0.029784644,0.4691392
28867358,0.28018466,-0.037519313,0.47289243
28870296,0.2787986,-0.034117095,0.47335213
28874312,0.27830192,-0.037574142,0.46996698
28880387,0.2760897,-0.03562042,0.4735063
28883314,0.27676237,-0.03326748,0.46797526
28886372,0.28046983,-0.03756354,0.47075588
28890296,0.27980098,-0.033395212,0.46813303
28894305,0.2774876,-0.030628327,0.47009978
28898303,0.27763146,-0.033299323,0.47355175
28902416,0.27961373,-0.03675797,0.47460502
28905115,0.2755476,-0.030152246,0.47275347
28911305,0.27571326,-0.030420912,0.47344577
28915303,0.2804019,-0.035285693,0.46937808
28919316,0.27730578,-0.033100612,0.47348866
28922554,0.27796578,-0.03302963,0.47030172
28927339,0.2743381,-0.032037884,0.47525162
28931302,0.27942234,-0.031362727,0.4717742
28935458,0.27479243,-0.032346927,0.4713646
28940302,0.27609703,-0.029803922,0.47492367
28944296,0.27642936,-0.032797474,0.47238404
28948304,0.2758641,-0.03417726,0.4728412
28954305,0.27503237,-0.034628313,0.47366738
28959303,0.27673447,-0.03709568,0.47405165
28962341,0.27565414,-0.03414472,0.46850187
28965296,0.28041294,-0.03373361,0.46831143
28970352,0.27647892,-0.033967666,0.47460356
28974303,0.27642092,-0.03754781,0.47239402
28978317,0.27793628,-0.03304068,0.472893
28980629,0.2743735,-0.033737153,0.47499254
28986301,0.2787289,-0.032994892,0.4685132
28989314,0.27595913,-0.032148726,0.4714004
28993302,0.27654353,-0.034628622,0.46887463
28999296,0.27756065,-0.03047153,0.4675614
29002342,0.2736151,-0.029998444,0.47482944
29005384,0.2734339,-0.035892375,0.47385392
29009302,0.27485391,-0.03415308,0.47327477
29015308,0.27736115,-0.03386066,0.47538146
29018296,0.27630302,-0.035475787,0.47500044
29021308,0.27630302,-0.035475787,0.47500044
29025379,0.27847746,-0.0338598,0.47360104
29029304,0.27427936,-0.032705173,0.4709572
29038296,0.27364105,-0.034765754,0.4744503
29039860,0.27640107,-0.035025466,0.4725822
29045296,0.2805563,-0.037600715,0.47536963
29049303,0.27728775,-0.034235626,0.46771088
29053303,0.2786196,-0.03721071,0.4751323
29059298,0.28039104,-0.03714781,0.4737222
29062353,0.27579945,-0.030215722,0.47517323
