timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,health_flags,timeout_flags
28851366,0.9999999,-0.00046099807,0.00010724298,0.00017458363,0.018172424,-0.00969819,-0.013438488,0.010552869,-0.00071422965,-0.023833182,1.0380085e-06,1.4400435e-06,-6.0752575e-07,-6.73964e-05,6.5215368e-06,3.7849575e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.2101368e-09,5.775439e-05,0.016039427,3.127754e-09,4.5369303e-05,4.536969e-05,0.0001885373,0.023471035,0.023470994,0.005395199,0.02440083,0.024400821,0.031714424,3.792159e-10,3.79214e-10,2.3003033e-09,9.4619656e-07,9.4618633e-07,5.000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.22091097,0.17808545,0.007350936,0.032748226,0.016947677,0.0018857713,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
29073448,0.9999998,-0.0004094769,0.0003765733,0.00030192043,0.011080488,-0.0075860433,-0.017812096,0.0029306938,-0.0025556183,-0.027880913,9.1196057e-07,1.1070197e-06,-6.8482325e-07,-7.126515e-05,6.44516e-06,3.5862133e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.2397248e-09,5.8668073e-05,0.015044215,3.1152936e-09,4.5581834e-05,4.558222e-05,0.00018653042,0.019321945,0.019321939,0.005085545,0.02236948,0.022369474,0.03136003,3.7144557e-10,3.714439e-10,2.1688749e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21151586,0.17708763,0.0018553754,0.023056546,0.01155499,0.006647262,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
29270302,0.9999998,-0.00018914755,0.0004979344,0.00019398787,0.011290458,0.00028991423,-0.011602826,0.0026066466,0.0027638364,-0.026698913,6.100594e-07,9.3633344e-07,-5.261174e-07,-7.126515e-05,6.44516e-06,3.5862133e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.1661864e-09,5.7254634e-05,0.015367984,3.1207315e-09,4.558453e-05,4.558489e-05,0.00018541868,0.017906046,0.01790608,0.0047874106,0.02190869,0.021908684,0.031118685,3.637772e-10,3.6377576e-10,2.0664592e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.209326,0.1764049,0.010191465,0.020835036,0.022196326,0.0019115539,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
29480338,0.9999995,-0.00047564105,0.00076347793,0.0003256698,0.004234639,-0.00680879,-0.016018607,-0.0038019246,-0.0066902293,-0.031160988,9.070197e-07,5.5351103e-07,-5.347038e-07,-6.716602e-05,7.553706e-06,3.606339e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.1905386e-09,5.655192e-05,0.014223342,3.1137197e-09,4.5119978e-05,4.5120345e-05,0.00018367419,0.018328095,0.018328136,0.004565042,0.022193216,0.022193216,0.031022595,3.5382125e-10,3.5381997e-10,1.9578985e-09,9.397663e-07,9.397562e-07,5.000007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21068087,0.17613232,0.0002529903,0.031090267,0.022566305,0.0022204157,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
29676322,0.99999964,-0.00031268367,0.0007514635,0.00033021928,0.0037920477,-0.0076307724,-0.016299807,0.00053853315,-0.009087315,-0.036055364,7.0577306e-07,6.359036e-07,-3.3951855e-07,-6.77218e-05,-6.233897e-08,3.6691392e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.1033039e-09,5.667511e-05,0.013920062,3.1127783e-09,4.3727843e-05,4.3728174e-05,0.00018233863,0.019529754,0.019529715,0.004413559,0.021916628,0.021916628,0.030892072,3.414172e-10,3.4141603e-10,1.8648163e-09,9.3290197e-07,9.3289196e-07,5.000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.20936394,0.1757614,0.007989415,0.029374467,0.013670183,0.01075788,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
29885303,0.9999996,-0.00020808326,0.00086381665,0.0002829854,-0.0023934462,-0.0033966734,-0.0153491795,-0.0025049106,-0.007248848,-0.03395289,5.0928463e-07,4.3583393e-07,-3.9992716e-07,-6.11209e-05,-6.502724e-06,3.5641264e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.2058139e-09,5.8587484e-05,0.01441386,3.1154703e-09,4.186128e-05,4.1861575e-05,0.00018139574,0.021715684,0.021715624,0.0043613054,0.022055253,0.022055253,0.030969253,3.2731967e-10,3.2731862e-10,1.7762217e-09,9.1637133e-07,9.1636184e-07,5.0000054e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21002501,0.17598084,0.0016304585,0.007656168,0.014548443,0.006608127,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
30088316,0.99999946,-0.00026194632,0.0010362942,0.000103810926,-0.006342504,-0.0062380405,-0.011571797,-0.0068855523,-0.0128841875,-0.033784166,4.6640267e-07,1.4538357e-07,-2.1807305e-07,-4.8252587e-05,-1.2468092e-05,3.4384688e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.161305e-09,5.666015e-05,0.0135262115,3.123174e-09,3.9723658e-05,3.9723895e-05,0.00017894297,0.0238887,0.023888616,0.0043549906,0.022218535,0.022218535,0.030792499,3.1262454e-10,3.126235e-10,1.6830597e-09,8.907406e-07,8.907317e-07,5.000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21080102,0.17547792,0.0027357854,0.022369567,0.011469321,0.0025056512,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
30290301,0.99999964,-0.00015967988,0.0009183956,0.00013610406,-0.006309418,-0.000451367,-0.01218438,-0.0051586526,-0.010313078,-0.038792003,2.50047e-07,1.4843691e-07,-1.946504e-07,-4.603002e-05,-2.2718845e-05,3.6706773e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.1681432e-09,5.5763958e-05,0.013416867,3.1145297e-09,3.7552647e-05,3.755282e-05,0.00017741421,0.025061697,0.02506161,0.0043846737,0.022056129,0.022056125,0.030672936,2.9842678e-10,2.9842587e-10,1.6036261e-09,8.5847336e-07,8.584652e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21002917,0.17513691,0.0004706728,0.032568,0.0224421,0.0051480015,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
30491341,0.9999995,-0.00020430752,0.0010336209,-2.3382234e-05,-0.013683233,-0.0023381405,-0.011033186,-0.013890498,-0.012060993,-0.035792664,2.510337e-07,-6.2454895e-08,4.365303e-08,-3.773871e-05,-2.3800441e-05,3.47497e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.0864046e-09,5.3046973e-05,0.013079477,3.1186025e-09,3.578237e-05,3.57825e-05,0.00017626701,0.02612082,0.026120743,0.004490396,0.022450775,0.022450775,0.030793916,2.8558464e-10,2.8558378e-10,1.5281925e-09,8.23719e-07,8.237117e-07,5.00001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21189986,0.17548196,0.0027174954,0.01057819,0.017523715,0.0071179653,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
30692302,0.9999997,-4.8006576e-05,0.00076447875,-4.5203193e-05,-0.006524018,0.00070876384,-0.009287137,-0.0059424024,-0.006981347,-0.03532957,2.2478811e-07,2.7601754e-07,-2.1753783e-08,-5.359164e-05,-2.1495714e-05,3.2004726e-05,0.27749422,-0.033594523,0.47114605,0.0,0.0,0.0,0.0,0.0,1.1994119e-09,5.5443576e-05,0.012333575,3.113929e-09,3.441028e-05,3.4410386e-05,0.0001750428,0.026050199,0.026050141,0.0045956695,0.022310488,0.022310486,0.03066938,2.742949e-10,2.7429412e-10,1.4566357e-09,7.894062e-07,7.893997e-07,5.0000033e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,0.21123677,0.17512676,8.7642744e-05,0.03297796,0.017855419,0.0013878435,0.0,0.0,0.0,0.0,0,0,0,831,24,0,0,0,0,0,0
