timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
28721731,0.0,0.0,0.0
73543415,0.0,0.0,0.0
73738133,0.0,0.0,0.0
73952382,0.0,0.0,0.0
74149324,0.0,0.0,0.0
74348352,0.0,0.0,0.0
