timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
28831414,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29837335,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30838330,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31839335,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32622830,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32644350,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33648332,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34650345,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35652339,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36653331,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37655386,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
