timestamp,load,ram_usage
28490413,0.42240882,0.70646906
29490481,0.5692016,0.77205986
30490412,0.5419625,0.77469176
31490476,0.5394956,0.77469176
32490412,0.54082555,0.77469176
33490445,0.50323594,0.77469176
34490421,0.5488003,0.77469176
35490412,0.537236,0.77469176
36490545,0.537852,0.77469176
37490446,0.5382314,0.77469176
38490410,0.48972243,0.77469176
39490421,0.33843064,0.77469176
40490445,0.33346403,0.77469176
41490414,0.3345207,0.77469176
42490435,0.3349623,0.77469176
43490412,0.33544534,0.77469176
44490424,0.33685595,0.77469176
45490416,0.3352297,0.77469176
46490420,0.33442497,0.77469176
47490412,0.33560866,0.77469176
48490412,0.33720797,0.77469176
49490412,0.33369702,0.77469176
50490413,0.33475602,0.77469176
51490413,0.33532435,0.77469176
52490410,0.333709,0.77469176
53490412,0.3363533,0.77469176
54490410,0.3345967,0.77469176
55490422,0.33444232,0.77469176
56490421,0.33753198,0.77469176
57490410,0.33480334,0.77469176
58490410,0.335495,0.77469176
59490423,0.334271,0.77469176
60490414,0.32870394,0.77469176
61490410,0.335342,0.77469176
62490417,0.336204,0.77469176
63490429,0.33794034,0.77469176
64490425,0.33661336,0.77469176
65490413,0.3333,0.77469176
66490436,0.34023464,0.77469176
67490410,0.33433235,0.77469176
68490416,0.33660197,0.77469176
69490426,0.33658433,0.77469176
70490412,0.33290535,0.77469176
71490412,0.33679402,0.77469176
72490410,0.33522666,0.77469176
73490425,0.33615267,0.77469176
74490412,0.31920093,0.77469176
