timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
28855335,0,32767,32767,32767,-70,-70,32767
28874806,0,32767,32767,32767,-13,-13,32767
28875537,0,32767,32767,32767,-14,-14,32767
28880302,0,32767,32767,32767,-55,-55,32767
28883296,0,32767,32767,32767,-77,-77,32767
28888161,0,32767,32767,32767,-78,-78,32767
28896385,0,32767,32767,32767,-82,-82,32767
28901324,0,32767,32767,32767,-80,-80,32767
28906360,0,32767,32767,32767,-100,-100,32767
28909313,0,32767,32767,32767,-80,-80,32767
28913296,0,32767,32767,32767,-69,-69,32767
28917303,0,32767,-27,32767,-80,-80,32767
28921336,0,32767,32767,32767,-81,-81,32767
28925303,0,32767,32767,32767,-80,-80,32767
28930449,0,32767,32767,32767,-91,-91,32767
28932626,0,32767,32767,32767,-73,-73,32767
28938302,0,32767,32767,32767,-79,-79,32767
28942302,0,32767,32767,32767,-97,-97,32767
28946323,0,32767,32767,32767,-80,-80,32767
28955299,0,32767,32767,32767,-89,-89,32767
28958296,0,32767,32767,32767,-58,-58,32767
28963449,0,32767,32767,32767,-82,-82,32767
28968302,0,32767,32767,32767,-101,-101,32767
28970303,0,32767,32767,32767,-69,-69,32767
28974453,0,32767,32767,32767,-61,-61,32767
28979303,0,32767,32767,32767,-90,-90,32767
28987312,0,32767,32767,32767,-80,-80,32767
28994311,0,32767,32767,32767,-70,-70,32767
28998299,0,32767,32767,32767,-69,-69,32767
29003296,0,32767,32767,32767,-89,-89,32767
29007449,0,32767,32767,32767,-92,-92,32767
29011328,0,32767,32767,32767,-81,-81,32767
29015306,0,32767,32767,32767,-79,-79,32767
29019302,0,32767,-29,32767,-80,-80,32767
29024299,0,32767,32767,32767,-89,-89,32767
29029451,0,32767,32767,32767,-101,-101,32767
29032310,0,32767,32767,32767,-81,-81,32767
29036322,0,32767,32767,32767,-69,-69,32767
29040453,0,32767,32767,32767,-81,-81,32767
29044304,0,32767,32767,32767,-80,-80,32767
29048310,0,32767,32767,32767,-79,-79,32767
29052302,0,32767,32767,32767,-80,-80,32767
29056349,0,32767,32767,32767,-80,-80,32767
29060303,0,32767,32767,32767,-80,-80,32767
29064296,0,32767,32767,32767,-79,-79,32767
29068303,0,32767,32767,32767,-80,-80,32767
29073448,0,32767,32767,32767,-92,-92,32767
29076352,0,32767,32767,32767,-80,-80,32767
29080301,0,32767,32767,32767,-69,-69,32767
29084461,0,32767,32767,32767,-81,-81,32767
29087529,0,32767,32767,32767,-72,-72,32767
29092305,0,32767,32767,32767,-79,-79,32767
29096350,0,32767,32767,32767,-88,-88,32767
29100302,0,32767,32767,32767,-80,-80,32767
29109296,0,32767,32767,32767,-89,-89,32767
29112302,0,32767,32767,32767,-58,-58,32767
29114680,0,32767,-1,32767,-54,-54,32767
29122307,0,32767,32767,32767,-100,-100,32767
29127312,0,32767,32767,32767,-50,-50,32767
29132308,0,32767,32767,32767,-71,-71,32767
29137309,0,32767,32767,32767,-100,-100,32767
29140296,0,32767,32767,32767,-79,-79,32767
29144296,0,32767,32767,32767,-69,-69,32767
29147296,0,32767,32767,32767,-70,-70,32767
29152303,0,32767,32767,32767,-81,-81,32767
29156322,0,32767,32767,32767,-91,-91,32767
29159301,0,32767,32767,32767,-70,-70,32767
29162574,0,32767,32767,32767,-62,-62,32767
29167318,0,32767,32767,32767,-80,-80,32767
29172451,0,32767,32767,32767,-99,-99,32767
29176349,0,32767,32767,32767,-90,-90,32767
29179511,0,32767,32767,32767,-71,-71,32767
29184304,0,32767,32767,32767,-80,-80,32767
29188302,0,32767,32767,32767,-88,-88,32767
29192302,0,32767,32767,32767,-80,-80,32767
29196324,0,32767,32767,32767,-80,-80,32767
29202299,0,32767,32767,32767,-99,-99,32767
29205563,0,32767,32767,32767,-92,-92,32767
29209302,0,32767,32767,32767,-71,-71,32767
29214322,0,32767,32767,32767,-88,-88,32767
29215275,0,32767,-2,32767,-59,-59,32767
29221322,0,32767,32767,32767,-70,-70,32767
29223027,0,32767,32767,32767,-78,-78,32767
29228296,0,32767,32767,32767,-69,-69,32767
29233303,0,32767,32767,32767,-103,-103,32767
29237296,0,32767,32767,32767,-90,-90,32767
29242306,0,32767,32767,32767,-90,-90,32767
29245302,0,32767,32767,32767,-81,-81,32767
29250315,0,32767,32767,32767,-80,-80,32767
29254301,0,32767,32767,32767,-90,-90,32767
29259302,0,32767,32767,32767,-90,-90,32767
29262302,0,32767,32767,32767,-80,-80,32767
29266335,0,32767,32767,32767,-70,-70,32767
29270302,0,32767,32767,32767,-80,-80,32767
29275302,0,32767,32767,32767,-90,-90,32767
29278361,0,32767,32767,32767,-80,-80,32767
29282341,0,32767,32767,32767,-70,-70,32767
29289305,0,32767,32767,32767,-110,-110,32767
29294411,0,32767,32767,32767,-51,-51,32767
29299302,0,32767,32767,32767,-70,-70,32767
29303296,0,32767,32767,32767,-88,-88,32767
29306443,0,32767,32767,32767,-71,-71,32767
29312309,0,32767,32767,32767,-91,-91,32767
29315338,0,32767,32767,32767,-89,-89,32767
29318309,0,32767,-25,32767,-60,-60,32767
29322296,0,32767,32767,32767,-69,-69,32767
29327406,0,32767,32767,32767,-91,-91,32767
29331079,0,32767,32767,32767,-88,-88,32767
29334305,0,32767,32767,32767,-69,-69,32767
29339296,0,32767,32767,32767,-82,-82,32767
29343296,0,32767,32767,32767,-89,-89,32767
29349414,0,32767,32767,32767,-102,-102,32767
29352315,0,32767,32767,32767,-91,-91,32767
29355297,0,32767,32767,32767,-58,-58,32767
29359340,0,32767,32767,32767,-70,-70,32767
29363307,0,32767,32767,32767,-81,-81,32767
29367296,0,32767,32767,32767,-79,-79,32767
29372314,0,32767,32767,32767,-90,-90,32767
29375310,0,32767,32767,32767,-81,-81,32767
29379302,0,32767,32767,32767,-70,-70,32767
29383303,0,32767,32767,32767,-80,-80,32767
29387304,0,32767,32767,32767,-80,-80,32767
29391034,0,32767,32767,32767,-77,-77,32767
29395303,0,32767,32767,32767,-80,-80,32767
29398296,0,32767,32767,32767,-72,-72,32767
29402303,0,32767,32767,32767,-70,-70,32767
29406339,0,32767,32767,32767,-81,-81,32767
29412303,0,32767,32767,32767,-100,-100,32767
29415408,0,32767,32767,32767,-91,-91,32767
29420920,0,32767,32767,32767,-55,-55,32767
29427319,0,32767,32767,32767,-90,-90,32767
29431344,0,32767,32767,32767,-104,-104,32767
29435302,0,32767,32767,32767,-80,-80,32767
29440305,0,32767,32767,32767,-90,-90,32767
29443318,0,32767,32767,32767,-80,-80,32767
29447339,0,32767,32767,32767,-70,-70,32767
29450302,0,32767,32767,32767,-70,-70,32767
29456348,0,32767,32767,32767,-90,-90,32767
29459469,0,32767,32767,32767,-91,-91,32767
29463296,0,32767,32767,32767,-69,-69,32767
29467303,0,32767,32767,32767,-79,-79,32767
29471345,0,32767,32767,32767,-81,-81,32767
29475303,0,32767,32767,32767,-80,-80,32767
29480338,0,32767,32767,32767,-90,-90,32767
29484302,0,32767,32767,32767,-90,-90,32767
29488305,0,32767,32767,32767,-80,-80,32767
29492410,0,32767,32767,32767,-81,-81,32767
29497296,0,32767,32767,32767,-89,-89,32767
29500311,0,32767,32767,32767,-79,-79,32767
29504296,0,32767,32767,32767,-70,-70,32767
