timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
28851366,0.27630302,-0.035475787,0.47500044
28874138,0.27743882,-0.036114223,0.46756566
28874806,0.27640107,-0.035025466,0.4725822
28875537,0.28038085,-0.032015625,0.47541294
28880302,0.2805563,-0.037600715,0.47536963
28883296,0.2786196,-0.03721071,0.4751323
28893303,0.28039104,-0.03714781,0.4737222
28896385,0.2809229,-0.03463684,0.47101915
28901324,0.2786387,-0.03635224,0.46940684
28906360,0.28072044,-0.033047453,0.47246882
28909313,0.2761049,-0.035523985,0.4737098
28913296,0.27829817,-0.034602918,0.47481063
28917303,0.27578363,-0.030386347,0.47406203
28921336,0.27899766,-0.030347701,0.47495872
28925303,0.28094095,-0.03682755,0.47332656
28930449,0.27916914,-0.03494598,0.47084236
28932626,0.27524215,-0.03210229,0.47394705
28938302,0.27748716,-0.030041508,0.46791676
28942302,0.27840102,-0.034630187,0.47122523
28952472,0.2734144,-0.03414096,0.47139353
28955299,0.27550438,-0.030119484,0.47336042
28958296,0.2754981,-0.030051315,0.47115824
28963449,0.28006393,-0.03145265,0.4710039
28968302,0.27390546,-0.03164018,0.46897686
28970303,0.2752038,-0.034550454,0.47280458
28974453,0.2774905,-0.032469455,0.46884453
28984317,0.27535897,-0.030357046,0.4712335
28991347,0.2784787,-0.031232364,0.46953928
28994311,0.27818292,-0.03509057,0.47436166
28998299,0.2761323,-0.03023158,0.47100154
29003296,0.27473173,-0.037175428,0.4693946
29007449,0.27880758,-0.03661112,0.4715961
29011328,0.27859324,-0.0340923,0.46995252
29015306,0.2761201,-0.036289565,0.4704639
29019302,0.27562016,-0.03226739,0.46864066
29024299,0.27541667,-0.03703908,0.46979868
29029451,0.27959105,-0.0347443,0.4749903
29032310,0.27859795,-0.03446238,0.46866265
29036322,0.27531138,-0.032232985,0.47169018
29040453,0.2751849,-0.034566678,0.4748938
29044304,0.27994955,-0.03314617,0.47059685
29048310,0.27938116,-0.030670501,0.46768034
29052302,0.276488,-0.03319656,0.47533062
29056349,0.27752632,-0.03758258,0.46804935
29060303,0.28011665,-0.03344469,0.46770662
29064296,0.27339065,-0.035194367,0.4702854
29068303,0.27633023,-0.030710567,0.47266462
29073448,0.27397105,-0.03151415,0.46873537
29076352,0.27814972,-0.029925741,0.47320086
29080301,0.2781169,-0.03293224,0.47337967
29084461,0.2784121,-0.035171725,0.4705247
29087529,0.27526072,-0.033812936,0.4714373
29092305,0.27448824,-0.037023056,0.47311246
29096350,0.2752621,-0.03752695,0.46748662
29106514,0.27869272,-0.036212325,0.46825707
29109296,0.27624676,-0.03553294,0.47106856
29112302,0.27907467,-0.035197712,0.47183484
29114680,0.2793605,-0.030991992,0.47426838
29125296,0.27422246,-0.036438838,0.46827215
29127312,0.28035527,-0.034524884,0.4685572
29132308,0.27450076,-0.03473416,0.4751767
29137309,0.27463132,-0.035781305,0.47540647
29140296,0.27996927,-0.031377308,0.47082528
29144296,0.27511284,-0.037423044,0.474761
29147296,0.27996156,-0.037454497,0.47445735
29152303,0.28114727,-0.032743346,0.47107154
29156322,0.27361062,-0.036430202,0.46995634
29159301,0.27735338,-0.033441655,0.4706024
29162574,0.28119624,-0.030027134,0.47524258
29167318,0.28058177,-0.033050142,0.4683522
29172451,0.27367505,-0.036080446,0.4680591
29176349,0.28038526,-0.03504362,0.4715724
29179511,0.2746063,-0.03312256,0.4715251
29184304,0.27393606,-0.034806635,0.47168198
29188302,0.27500063,-0.03410568,0.47361824
29192302,0.27888453,-0.037156433,0.4722667
29196324,0.27826366,-0.032115642,0.4718611
29202299,0.28104383,-0.030614298,0.4675578
29205563,0.27502468,-0.031575836,0.47094306
29209302,0.27536127,-0.030117312,0.47027627
29214322,0.27624413,-0.03669254,0.47140372
29215275,0.2792646,-0.03398759,0.4729352
29221322,0.27960378,-0.036428507,0.47245067
29223027,0.2762902,-0.036940772,0.47262776
29228296,0.2763278,-0.037416775,0.46976802
29233303,0.28076336,-0.030714521,0.47350907
29237296,0.2770562,-0.03397399,0.46957803
29242306,0.2790963,-0.03511107,0.46990052
29245302,0.27504298,-0.030784106,0.46837017
29250315,0.27897558,-0.035474107,0.4676794
29254301,0.2808264,-0.030532192,0.4679175
29259302,0.28065422,-0.033563923,0.4678784
29262302,0.2755787,-0.036658484,0.47245225
29266335,0.27483386,-0.030157961,0.46757323
29270302,0.2762678,-0.031849988,0.47333276
29275302,0.27873537,-0.036032893,0.47388288
29278361,0.28071454,-0.035854798,0.4720308
29282341,0.28080449,-0.034618553,0.47193083
29292316,0.2759326,-0.031327266,0.46799225
29294411,0.27854988,-0.035452288,0.4687541
29299302,0.27525228,-0.037585482,0.47258347
29303296,0.27651978,-0.034213487,0.47277698
29306443,0.27837586,-0.031885196,0.47485036
29312309,0.27874014,-0.037458226,0.4682472
29315338,0.2808702,-0.031442393,0.47325328
29318309,0.27658787,-0.03711272,0.47130844
29322296,0.2760382,-0.03251251,0.47533777
29327406,0.27758977,-0.036754455,0.46812928
29331079,0.27346572,-0.03118249,0.47403184
29334305,0.2738931,-0.035116643,0.47159028
29339296,0.28040847,-0.036450658,0.4681261
29343296,0.280477,-0.031191131,0.47506723
29349414,0.28025225,-0.036333863,0.47312087
29352315,0.27921796,-0.030220514,0.47270006
29355297,0.28096783,-0.030012552,0.46848184
29359340,0.2738151,-0.0359677,0.4726786
29363307,0.27376723,-0.036144383,0.47177014
29367296,0.27840635,-0.03250844,0.47139403
29372314,0.27897814,-0.032393686,0.4738679
29375310,0.28088245,-0.03171033,0.4678878
29379302,0.2764751,-0.036651537,0.47470492
29383303,0.27663952,-0.033379514,0.47175035
29387304,0.27989182,-0.03251936,0.4702346
29391034,0.27383596,-0.031699643,0.4750845
29395303,0.2804237,-0.030924752,0.46796727
29398296,0.28068426,-0.031317554,0.47238892
29402303,0.27599737,-0.03315436,0.47519577
29406339,0.27617788,-0.034402724,0.46881366
29412303,0.27325562,-0.037594315,0.47362944
29418307,0.2795556,-0.033977415,0.47288266
29420920,0.27414867,-0.03340011,0.46925372
29427319,0.28103304,-0.036359046,0.47306892
29431344,0.27356258,-0.03746787,0.4717378
29435302,0.27770862,-0.033518113,0.46772856
29440305,0.27813378,-0.037326474,0.4685989
29443318,0.2737807,-0.033071704,0.47236133
29447339,0.27970946,-0.035114784,0.47521785
29450302,0.27978438,-0.034752462,0.47329623
29456348,0.2794814,-0.03566001,0.4682313
29459469,0.2758145,-0.032809786,0.46989855
29463296,0.27632537,-0.036101718,0.47524223
29467303,0.28000042,-0.03258504,0.47025716
29471345,0.27858812,-0.03174365,0.47039616
29475303,0.27407998,-0.03516345,0.47418806
29480338,0.2779015,-0.031133065,0.47292486
29484302,0.2745102,-0.034824096,0.4740876
29488305,0.27640414,-0.031613998,0.47263858
29492410,0.2758197,-0.031477816,0.47109458
29497296,0.2802903,-0.0331843,0.47057918
29500311,0.27844626,-0.03154214,0.47439787
29504296,0.27771136,-0.031757407,0.47150213
29508305,0.2767277,-0.03401529,0.47521028
29511343,0.27398998,-0.030000871,0.46936834
29514655,0.27698326,-0.031632833,0.46823415
29520296,0.27365875,-0.03468899,0.47447652
29524354,0.27828798,-0.032861765,0.47296268
29528416,0.27335936,-0.03472831,0.4699587
29533306,0.2765938,-0.03385867,0.46792325
29535341,0.27963713,-0.03769655,0.46852294
29540303,0.2769524,-0.036933478,0.47523674
29546384,0.28006738,-0.03699454,0.47158468
29549302,0.27611563,-0.030221377,0.47005427
29552299,0.27477875,-0.033695545,0.4685075
29556323,0.2737421,-0.037042215,0.46858075
29560320,0.27922228,-0.031534586,0.47122484
29564302,0.2803096,-0.032816764,0.47026005
29568339,0.27511674,-0.035886575,0.47253838
29572320,0.27863923,-0.032651924,0.47479066
29576353,0.280935,-0.035886765,0.47308844
29580303,0.27405068,-0.035876386,0.4716469
29584315,0.27836266,-0.033269133,0.47208652
29588302,0.28055444,-0.033309832,0.47248784
29592414,0.2756024,-0.0364946,0.47170326
29600307,0.27887696,-0.03275795,0.47234175
29603358,0.2756593,-0.030231077,0.47389758
29608302,0.27719632,-0.036727957,0.47109392
29611164,0.2782467,-0.02977637,0.47008845
29626464,0.27510646,-0.033485908,0.4681299
29627653,0.27394512,-0.036644194,0.46945357
29632303,0.27524957,-0.037438545,0.4728883
29637306,0.27896756,-0.036620136,0.46763667
29640304,0.27912596,-0.03366002,0.46777263
29644302,0.27752748,-0.03603688,0.46853796
29648302,0.27601442,-0.030813457,0.471767
29654299,0.27636182,-0.037469823,0.47222897
29657307,0.27642566,-0.03433076,0.4747318
29661464,0.28091514,-0.034065783,0.4746315
29665304,0.276382,-0.030607201,0.47001794
29669319,0.2797731,-0.030247943,0.47406724
29672420,0.27486044,-0.032881334,0.473288
29676322,0.27494255,-0.0355792,0.4736039
29680810,0.27867258,-0.03461778,0.4709463
29685310,0.27370903,-0.033707753,0.46783188
29689338,0.27491814,-0.037200578,0.46863723
29693298,0.27646425,-0.037110593,0.4681072
29697305,0.27450392,-0.033131458,0.46778375
29703305,0.27502513,-0.031450838,0.4680726
29706332,0.27572894,-0.03005485,0.4739453
29711394,0.2800548,-0.034869377,0.47308078
29714471,0.27809948,-0.036373235,0.46985123
29719302,0.28120318,-0.035975598,0.4719084
29723302,0.27743003,-0.032879543,0.47091255
29728296,0.275539,-0.03672803,0.4698111
29731352,0.2798777,-0.030961908,0.46993297
29735296,0.27982008,-0.031794704,0.46990573
29739303,0.27744335,-0.032966178,0.470058
29741894,0.2781017,-0.037546683,0.4753024
29746334,0.27913302,-0.030127978,0.47387093
29750303,0.27989274,-0.031865854,0.46839294
29755340,0.27687678,-0.032439694,0.4743205
29758480,0.27554137,-0.036939897,0.4748767
29763302,0.2774217,-0.03722892,0.46856192
29766414,0.274269,-0.033444088,0.47451785
29771446,0.27907172,-0.02977907,0.47183627
29776380,0.27887547,-0.033316046,0.47542548
29779296,0.275709,-0.02979099,0.47026622
29784303,0.27437097,-0.030409979,0.4693459
