timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
28226143,inf,0,1,1,1,0
29226146,inf,0,1,1,1,0
30226164,inf,0,1,1,1,0
31246147,inf,0,1,1,1,0
32246178,inf,0,1,1,1,0
33266140,inf,0,1,1,1,0
34266148,inf,0,1,1,1,0
35266150,inf,0,1,1,1,0
36286151,inf,0,1,1,1,0
37306147,inf,0,1,1,1,0
37706148,inf,0,1,1,1,1
38206500,inf,0,1,0,1,1
38226148,inf,0,1,0,0,1
38706154,inf,0,0,0,0,0
39726146,inf,0,0,0,0,0
40726146,inf,0,0,0,0,0
41726148,inf,0,0,0,0,0
42726150,inf,0,0,0,0,0
43726166,inf,0,0,0,0,0
44726683,inf,0,0,0,0,0
45746155,inf,0,0,0,0,0
46766146,inf,0,0,0,0,0
47766146,inf,0,0,0,0,0
48766146,inf,0,0,0,0,0
49766150,inf,0,0,0,0,0
50786148,inf,0,0,0,0,0
51786151,inf,0,0,0,0,0
52806148,inf,0,0,0,0,0
53826146,inf,0,0,0,0,0
54826146,inf,0,0,0,0,0
55826146,inf,0,0,0,0,0
56826146,inf,0,0,0,0,0
57826148,inf,0,0,0,0,0
58826460,inf,0,0,0,0,0
60866150,inf,0,0,0,0,0
61886146,inf,0,0,0,0,0
62886146,inf,0,0,0,0,0
63886146,inf,0,0,0,0,0
64886148,inf,0,0,0,0,0
65906146,inf,0,0,0,0,0
66906146,inf,0,0,0,0,0
67906164,inf,0,0,0,0,0
68906215,inf,0,0,0,0,0
69926146,inf,0,0,0,0,0
70926146,inf,0,0,0,0,0
71926148,inf,0,0,0,0,0
72946248,inf,0,0,0,0,0
73806143,inf,0,0,1,0,0
73846147,inf,0,0,1,1,0
73906156,inf,0,1,1,1,0
73966143,inf,1,1,1,1,0
