timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
28855335,0.9999998,-0.000608494,0.00014094009,0.00030906775,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
28921336,0.9999999,-0.00054597436,0.00016849207,0.000328951,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
28974453,0.9999999,-0.0004900511,0.00016279462,0.00031915228,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29029451,0.9999999,-0.0004753149,0.00020854606,0.00029316582,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29080301,0.9999999,-0.00047612222,0.00022749847,0.0002676145,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29132308,0.9999999,-0.00046885014,0.0003054346,0.00023719961,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29184304,0.9999999,-0.0004487817,0.00029382698,0.00030997873,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29237296,0.99999976,-0.00043222634,0.00038652305,0.00033062702,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29289305,0.99999976,-0.0004523782,0.0004256243,0.00033425464,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29343296,0.99999976,-0.00045449164,0.0005555912,0.00036995346,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29395303,0.99999976,-0.00041287407,0.00055967714,0.00042923202,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29447339,0.99999976,-0.0003804496,0.0005816711,0.0003955224,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29500311,0.99999976,-0.0003559947,0.00059875456,0.0004165909,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29552299,0.99999976,-0.00033581015,0.0006487948,0.00038426518,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29603358,0.99999964,-0.00037818175,0.00070907886,0.0004025344,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29657307,0.9999996,-0.00037032156,0.0007699053,0.00033253245,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29711394,0.9999996,-0.00038996618,0.00075431995,0.00030600917,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29763302,0.9999996,-0.00042770724,0.0007981873,0.00029768,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29814657,0.9999997,-0.0003779947,0.0007392555,0.00028645495,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29863597,0.9999996,-0.00035996994,0.00082194177,0.00026621227,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29917316,0.9999995,-0.00039267188,0.00086494355,0.00019969048,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
29974313,0.99999964,-0.0003252808,0.0008161913,0.00017506238,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30026337,0.99999964,-0.0003452275,0.0008266944,0.00021720763,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30074302,0.99999964,-0.00034088627,0.0007434842,0.00023376281,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30127302,0.99999964,-0.00035614587,0.00078881613,0.00020386695,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30180310,0.99999964,-0.00039233413,0.0008306563,0.00014762829,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30236353,0.9999995,-0.0003902268,0.0008654765,8.473115e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30286328,0.99999964,-0.00029624478,0.0008698607,6.0460883e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30340309,0.99999964,-0.0003149268,0.00087533065,0.00011867529,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30392296,0.99999964,-0.00023450372,0.00084950216,0.00017220207,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30445309,0.99999964,-0.00019213931,0.00079691154,9.677899e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30498303,0.99999964,-0.00013867521,0.0008718636,4.1591746e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30548339,0.99999964,-0.00013447885,0.00090351084,4.580585e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30603339,0.99999964,-0.000188964,0.00091914297,5.7723526e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30656341,0.99999964,-0.00020847975,0.00089611806,6.2396066e-07,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30708302,0.99999964,-0.00022812362,0.00088161416,-9.7567754e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30759312,0.99999964,-0.00027080785,0.0008944374,-6.189223e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30811369,0.99999964,-0.00023183189,0.00080160453,1.15350285e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30865304,0.99999976,-0.00022027864,0.00078145036,1.3772538e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30918305,0.99999976,-0.00021708074,0.0007039901,-5.738944e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
30971348,0.99999976,-0.00022907411,0.00068728597,1.2434637e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31020302,0.99999976,-0.0002616556,0.0006486904,-5.955907e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31076384,0.99999976,-0.00026559937,0.00068541756,-1.2359087e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31125303,0.99999976,-0.0002452937,0.0006457549,3.5203393e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31177303,0.9999999,-0.00018937938,0.0006170179,8.768405e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31231326,0.9999999,-0.0002339235,0.0005522156,2.2496286e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31283305,0.9999999,-0.000271767,0.00047700957,1.3542103e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31334302,0.9999999,-0.00021806713,0.0005590358,-5.300287e-06,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31384339,0.9999999,-0.0001346833,0.0006576002,-6.883063e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31440302,0.9999999,-7.431489e-05,0.0005802183,-0.000101441416,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31492306,0.9999999,-1.2056484e-05,0.00049421896,-0.00012734008,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31545302,0.9999999,4.419599e-05,0.0004961908,-0.00012943614,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31598303,0.9999999,0.00011073174,0.00052947446,-0.00012883247,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31650319,0.9999999,0.00014300675,0.0005236509,-0.00022546029,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31702308,0.9999999,0.00012510168,0.000458054,-0.00030260376,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31755302,0.9999999,0.00016991571,0.0004752923,-0.00023448584,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31806450,0.9999999,0.00018669748,0.00043747766,-0.00016380714,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31855302,0.9999999,0.00024988526,0.00032835745,-0.00015210798,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31911322,1.0,0.00018375859,0.00034965764,-0.00010980741,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
31964302,1.0,0.00018371569,0.00035877377,-4.3808293e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32015562,1.0,0.00015955979,0.0003145572,-2.0980178e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32069296,1.0,0.00018688117,0.00033196202,1.3554605e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32123303,1.0,0.00020098536,0.00030160352,1.50078085e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32175140,1.0,0.00018129115,0.00023602064,0.0001462911,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32228296,1.0,0.00012541565,0.0001780258,8.1924314e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32280303,1.0,7.932655e-05,0.00012939546,9.3763614e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32331394,1.0,2.8256365e-05,0.00011511468,0.00013219706,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32383302,1.0,5.3292082e-05,0.000110565765,9.054287e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32436346,1.0,2.3875828e-05,9.0851114e-05,8.777467e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32489321,1.0,1.722266e-07,9.519666e-05,0.00012232423,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32541349,1.0,-9.226315e-06,9.125915e-05,7.555519e-05,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32593116,1.0,-1.5182258e-05,2.9416287e-05,0.00011997392,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32637634,1.0,-2.4631203e-05,5.06121e-05,0.0001671686,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32696326,1.0,-0.00012277234,-1.2603617e-05,0.00023259522,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32750296,1.0,-0.00017679458,-6.022005e-05,0.00020918823,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32797296,1.0,-0.00016775874,-3.9480226e-05,0.00019703113,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32858302,1.0,-7.57368e-05,-4.16415e-05,0.00023570628,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32907303,1.0,-8.114574e-05,-6.20848e-05,0.00027096778,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
32962303,1.0,-8.530315e-05,-0.00010007432,0.00028400437,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
33013340,1.0,-0.0001382038,-0.00013452483,0.00027299227,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
33064411,1.0,-5.7993242e-05,-0.00015306346,0.00028769477,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
33120003,0.9999999,-0.000103074606,-0.0002494225,0.0002589328,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
33170302,1.0,-6.655565e-05,-0.00021301724,0.00022285707,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
33225303,1.0,-7.57505e-05,-0.00018274022,0.00028318746,1.0,-1.2566415e-11,-1.9931032e-12,-0.0001818505,3
