timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
28851366,-0.03326501,-0.043115593,0.06257729,0.04451136,-0.012792097,0.0189327,0.0,0.0,0.0,0.0057578366,0.0,0.0,0.0,0.0,0.0,0.27538478,0.27538475,0.1460555,0.2759188,0.27591878,4.031875,0.0,0.0,0.0,0.090758376,0.0,0.0,0.0,0.0,0.0,0.00021190735,0.0029495242,0.007572798,0.0,0.0,0.0,0.0,0.0,0.0
29073448,0.035471812,-0.060096618,0.03376072,0.02990854,0.030306304,-0.066735566,0.0,0.0,0.0,-0.001453179,0.0,0.0,0.0,0.0,0.0,0.27175122,0.27175122,0.14588642,0.27516097,0.27516097,4.0317087,0.0,0.0,0.0,0.09074611,0.0,0.0,0.0,0.0,0.0,0.0005006318,0.009761786,0.010990342,0.0,0.0,0.0,0.0,0.0,0.0
29270302,-0.0021877373,-0.034377903,0.03974814,-0.058206208,-0.03657748,-0.019190907,0.0,0.0,0.0,-0.00798221,0.0,0.0,0.0,0.0,0.0,0.27032757,0.2703276,0.14558114,0.2750657,0.2750657,4.0316043,0.0,0.0,0.0,0.090745784,0.0,0.0,0.0,0.0,0.0,0.00074694544,0.011472858,0.011372398,0.0,0.0,0.0,0.0,0.0,0.0
29480338,0.08081393,0.018296652,0.034217093,0.0011270602,0.059151787,-0.022290766,0.0,0.0,0.0,0.00019814284,0.0,0.0,0.0,0.0,0.0,0.27026108,0.27026114,0.14533852,0.27483678,0.27483678,4.0312653,0.0,0.0,0.0,0.09074075,0.0,0.0,0.0,0.0,0.0,0.00056210114,0.010348594,0.011150336,0.0,0.0,0.0,0.0,0.0,0.0
29676322,0.0020597354,-0.06141799,0.055962898,-0.03582751,0.014007445,-0.10799664,0.0,0.0,0.0,0.0062571485,0.0,0.0,0.0,0.0,0.0,0.27182844,0.2718284,0.14518453,0.27475435,0.27475435,4.0311327,0.0,0.0,0.0,0.09073532,0.0,0.0,0.0,0.0,0.0,0.00028343673,0.004286511,0.0025968256,0.0,0.0,0.0,0.0,0.0,0.0
29885303,0.01647051,-0.011890276,0.014582415,-0.03812029,0.0378493,-0.066337645,0.0,0.0,0.0,0.0012769019,0.0,0.0,0.0,0.0,0.0,0.27398252,0.27398247,0.14510953,0.2746245,0.2746245,4.0310974,0.0,0.0,0.0,0.09072958,0.0,0.0,0.0,0.0,0.0,0.0004317228,0.005854179,0.0056719123,0.0,0.0,0.0,0.0,0.0,0.0
30088316,0.05878777,-0.037748393,0.020285875,-0.0034804342,0.03004931,0.025153518,0.0,0.0,0.0,-0.002142449,0.0,0.0,0.0,0.0,0.0,0.27626047,0.27626035,0.14509395,0.2745703,0.2745703,4.0310316,0.0,0.0,0.0,0.09072151,0.0,0.0,0.0,0.0,0.0,0.0004968048,0.0072106323,0.0056728353,0.0,0.0,0.0,0.0,0.0,0.0
30290301,0.0026836195,-0.015426498,0.06203399,-0.01751019,-0.058807544,0.05167854,0.0,0.0,0.0,-0.00036858078,0.0,0.0,0.0,0.0,0.0,0.27811706,0.27811694,0.14512332,0.27466235,0.27466235,4.03091,0.0,0.0,0.0,0.0907153,0.0,0.0,0.0,0.0,0.0,0.00044794366,0.0071391137,0.0060796365,0.0,0.0,0.0,0.0,0.0,0.0
30491341,-0.00098933,-0.015151573,0.020154804,0.045936268,-0.014185639,0.071453094,0.0,0.0,0.0,0.002127957,0.0,0.0,0.0,0.0,0.0,0.27913368,0.2791336,0.1452093,0.2748647,0.2748647,4.0307918,0.0,0.0,0.0,0.09070712,0.0,0.0,0.0,0.0,0.0,0.00043520101,0.0063858475,0.0070101162,0.0,0.0,0.0,0.0,0.0,0.0
30692302,-0.054734357,0.008538051,-0.06285946,-0.04681529,-0.04425547,-0.013931632,0.0,0.0,0.0,-6.862752e-05,0.0,0.0,0.0,0.0,0.0,0.27939618,0.27939612,0.14532945,0.27497637,0.27497637,4.0307236,0.0,0.0,0.0,0.09070225,0.0,0.0,0.0,0.0,0.0,0.00029737747,0.008785579,0.011343852,0.0,0.0,0.0,0.0,0.0,0.0
