timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
45204450,0,1200.0,0.15552334,0.0,0.56981707,0.0,0,0,0,0,0,0,0,1,0,1,36
45335055,45334531,800000.0,1.0,11.663272,30.02524,0.0,255,190,6,4,4,5,0,0,1,1,46
46057426,0,20000.0,0.91766685,0.0,7.493903,0.0,0,0,0,0,0,0,0,0,0,0,35
46208547,0,1200.0,0.15552334,0.0,0.42344257,0.0,0,0,0,0,0,0,0,1,0,1,36
46334392,46332302,800000.0,1.0,11.380814,29.901237,0.0,255,190,6,4,4,5,0,0,1,1,46
47057939,0,20000.0,0.91766685,0.0,7.3289766,0.0,0,0,0,0,0,0,0,0,0,0,35
47209418,0,1200.0,0.15552334,0.0,0.6129987,0.0,0,0,0,0,0,0,0,1,0,1,36
47332883,47331662,800000.0,1.0,11.624371,29.870445,0.0,255,190,6,4,4,5,0,0,1,1,46
48058464,0,20000.0,0.91766685,0.0,7.2887373,0.0,0,0,0,0,0,0,0,0,0,0,35
48219367,0,1200.0,0.15552334,0.0,0.5963106,0.0,0,0,0,0,0,0,0,1,0,1,36
48335819,48334309,800000.0,1.0,11.751614,29.977343,0.0,255,190,6,4,4,5,0,0,1,1,46
49061653,0,20000.0,0.91766685,0.0,7.484161,0.0,0,0,0,0,0,0,0,0,0,0,35
49228464,0,1200.0,0.15552334,0.0,0.41929176,0.0,0,0,0,0,0,0,0,1,0,1,36
49333727,49333315,800000.0,1.0,11.626573,29.876104,0.0,255,190,6,4,4,5,0,0,1,1,46
50065380,0,20000.0,0.91766685,0.0,7.2215157,0.0,0,0,0,0,0,0,0,0,0,0,35
50230481,0,1200.0,0.15552334,0.0,0.511977,0.0,0,0,0,0,0,0,0,1,0,1,36
50332392,50331328,800000.0,1.0,11.623172,30.011057,0.0,255,190,6,4,4,5,0,0,1,1,46
51067519,0,20000.0,0.91766685,0.0,7.380876,0.0,0,0,0,0,0,0,0,0,0,0,35
51239780,0,1200.0,0.15552334,0.0,0.5957555,0.0,0,0,0,0,0,0,0,1,0,1,36
51334391,51333305,800000.0,1.0,11.63972,29.90419,0.0,255,190,6,4,4,5,0,0,1,1,46
52068361,0,20000.0,0.91766685,0.0,7.3018804,0.0,0,0,0,0,0,0,0,0,0,0,35
52243955,0,1200.0,0.15552334,0.0,0.56623334,0.0,0,0,0,0,0,0,0,1,0,1,36
52335042,52334676,800000.0,1.0,11.628207,29.932293,0.0,255,190,6,4,4,5,0,0,1,1,46
53070451,0,20000.0,0.91766685,0.0,7.23354,0.0,0,0,0,0,0,0,0,0,0,0,35
53253368,0,1200.0,0.15552334,0.0,0.53941846,0.0,0,0,0,0,0,0,0,1,0,1,36
53333393,53332302,800000.0,1.0,11.761833,30.178808,0.0,255,190,6,4,4,5,0,0,1,1,46
54073614,0,20000.0,0.91766685,0.0,7.449651,0.0,0,0,0,0,0,0,0,0,0,0,35
54254555,0,1200.0,0.15552334,0.0,0.41823378,0.0,0,0,0,0,0,0,0,1,0,1,36
54335502,54334300,800000.0,1.0,11.445236,29.827856,0.0,255,190,6,4,4,5,0,0,1,1,46
55077376,0,20000.0,0.91766685,0.0,7.2674575,0.0,0,0,0,0,0,0,0,0,0,0,35
55259370,0,1200.0,0.15552334,0.0,0.49567232,0.0,0,0,0,0,0,0,0,1,0,1,36
55337581,54334300,800000.0,1.0,11.633366,29.98901,0.0,255,190,6,4,4,5,0,0,1,1,46
55340389,55338302,800000.0,1.0,11.633366,29.98901,0.0,255,190,6,4,4,5,0,0,1,1,46
56078220,0,20000.0,0.91766685,0.0,7.432504,0.0,0,0,0,0,0,0,0,0,0,0,35
56268369,0,1200.0,0.15552334,0.0,0.54109335,0.0,0,0,0,0,0,0,0,1,0,1,36
56333554,56331648,800000.0,1.0,11.715756,29.954697,0.0,255,190,6,4,4,5,0,0,1,1,46
57078451,0,20000.0,0.91766685,0.0,7.3849144,0.0,0,0,0,0,0,0,0,0,0,0,35
57269367,0,1200.0,0.15552334,0.0,0.44762307,0.0,0,0,0,0,0,0,0,1,0,1,36
57335004,57334939,800000.0,1.0,11.5638275,30.288496,0.0,255,190,6,4,4,5,0,0,1,1,46
58081495,0,20000.0,0.91766685,0.0,7.257889,0.0,0,0,0,0,0,0,0,0,0,0,35
58275368,0,1200.0,0.15552334,0.0,0.48077923,0.0,0,0,0,0,0,0,0,1,0,1,36
58334392,58333302,800000.0,1.0,11.804971,30.079197,0.0,255,190,6,4,4,5,0,0,1,1,46
59083404,0,20000.0,0.91766685,0.0,7.4654393,0.0,0,0,0,0,0,0,0,0,0,0,35
59279368,0,1200.0,0.15552334,0.0,0.4938641,0.0,0,0,0,0,0,0,0,1,0,1,36
59335397,59333305,800000.0,1.0,11.501094,29.784195,0.0,255,190,6,4,4,5,0,0,1,1,46
60286081,0,1200.0,0.15552334,0.0,0.63401896,0.0,0,0,0,0,0,0,0,1,0,1,36
60332652,60331611,800000.0,1.0,11.700924,30.010029,0.0,255,190,6,4,4,5,0,0,1,1,46
61086543,0,20000.0,0.91766685,0.0,7.391584,0.0,0,0,0,0,0,0,0,0,0,0,35
61296689,0,1200.0,0.15552334,0.0,0.6215046,0.0,0,0,0,0,0,0,0,1,0,1,36
61333395,61331328,800000.0,1.0,11.690922,29.90297,0.0,255,190,6,4,4,5,0,0,1,1,46
62087616,0,20000.0,0.91766685,0.0,7.39753,0.0,0,0,0,0,0,0,0,0,0,0,35
62300560,0,1200.0,0.15552334,0.0,0.41935527,0.0,0,0,0,0,0,0,0,1,0,1,36
62333799,61331328,800000.0,1.0,11.669998,30.056343,0.0,255,190,6,4,4,5,0,0,1,1,46
62336437,62334329,800000.0,1.0,11.669998,30.056343,0.0,255,190,6,4,4,5,0,0,1,1,46
63088488,0,20000.0,0.91766685,0.0,7.290074,0.0,0,0,0,0,0,0,0,0,0,0,35
63307386,0,1200.0,0.15552334,0.0,0.44739664,0.0,0,0,0,0,0,0,0,1,0,1,36
63336475,63336330,800000.0,1.0,11.612734,29.870146,0.0,255,190,6,4,4,5,0,0,1,1,46
64088942,0,20000.0,0.91766685,0.0,7.2990437,0.0,0,0,0,0,0,0,0,0,0,0,35
64316494,0,1200.0,0.15552334,0.0,0.5894369,0.0,0,0,0,0,0,0,0,1,0,1,36
64339136,64337892,800000.0,1.0,11.584137,29.947332,0.0,255,190,6,4,4,5,0,0,1,1,46
65091656,0,20000.0,0.91766685,0.0,7.270073,0.0,0,0,0,0,0,0,0,0,0,0,35
65320367,0,1200.0,0.15552334,0.0,0.5161069,0.0,0,0,0,0,0,0,0,1,0,1,36
65334454,65334309,800000.0,1.0,11.649417,29.922503,0.0,255,190,6,4,4,5,0,0,1,1,46
66092160,0,20000.0,0.91766685,0.0,7.3619823,0.0,0,0,0,0,0,0,0,0,0,0,35
66321485,0,1200.0,0.15552334,0.0,0.6144617,0.0,0,0,0,0,0,0,0,1,0,1,36
66336654,66335065,800000.0,1.0,11.5138235,29.88735,0.0,255,190,6,4,4,5,0,0,1,1,46
67094363,0,20000.0,0.91766685,0.0,7.281451,0.0,0,0,0,0,0,0,0,0,0,0,35
67323368,0,1200.0,0.15552334,0.0,0.41739643,0.0,0,0,0,0,0,0,0,1,0,1,36
67333604,67332303,800000.0,1.0,11.522678,29.941776,0.0,255,190,6,4,4,5,0,0,1,1,46
68096541,0,20000.0,0.91766685,0.0,7.4259915,0.0,0,0,0,0,0,0,0,0,0,0,35
68332691,0,1200.0,0.15552334,0.0,0.48240793,0.0,0,0,0,0,0,0,0,1,0,1,36
68333643,68332416,800000.0,1.0,11.515976,30.036938,0.0,255,190,6,4,4,5,0,0,1,1,46
69097495,0,20000.0,0.91766685,0.0,7.316683,0.0,0,0,0,0,0,0,0,0,0,0,35
69333464,69333309,800000.0,1.0,11.703615,29.910238,0.0,255,190,6,4,4,5,0,0,1,1,46
69342372,0,1200.0,0.15552334,0.0,0.51169604,0.0,0,0,0,0,0,0,0,1,0,1,36
70099746,0,20000.0,0.91766685,0.0,7.387935,0.0,0,0,0,0,0,0,0,0,0,0,35
70333454,70333309,800000.0,1.0,11.564404,29.944866,0.0,255,190,6,4,4,5,0,0,1,1,46
70344524,0,1200.0,0.15552334,0.0,0.51924807,0.0,0,0,0,0,0,0,0,1,0,1,36
71102046,0,20000.0,0.91766685,0.0,7.3213496,0.0,0,0,0,0,0,0,0,0,0,0,35
71333501,70333309,800000.0,1.0,11.769766,29.907959,0.0,255,190,6,4,4,5,0,0,1,1,46
71336426,71334308,800000.0,1.0,11.769766,29.907959,0.0,255,190,6,4,4,5,0,0,1,1,46
71353367,0,1200.0,0.15552334,0.0,0.44402242,0.0,0,0,0,0,0,0,0,1,0,1,36
72104952,0,20000.0,0.91766685,0.0,7.392915,0.0,0,0,0,0,0,0,0,0,0,0,35
72332569,72332309,800000.0,1.0,11.578139,29.959435,0.0,255,190,6,4,4,5,0,0,1,1,46
72361410,0,1200.0,0.15552334,0.0,0.592038,0.0,0,0,0,0,0,0,0,1,0,1,36
73106401,0,20000.0,0.91766685,0.0,7.26253,0.0,0,0,0,0,0,0,0,0,0,0,35
73334652,73333470,800000.0,1.0,11.800286,29.958717,0.0,255,190,6,4,4,5,0,0,1,1,46
73363677,0,1200.0,0.15552334,0.0,0.48605672,0.0,0,0,0,0,0,0,0,1,0,1,36
74107363,0,20000.0,0.91766685,0.0,4.16104,0.0,0,0,0,0,0,0,0,0,0,0,35
74331654,74331380,800000.0,1.0,11.211151,26.216185,0.0,255,190,6,4,4,5,0,0,1,1,46
74366398,0,1200.0,0.15552334,0.0,0.6414074,0.0,0,0,0,0,0,0,0,1,0,1,36
