timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
29083322,inf,0,1,1,1,0
30083393,inf,0,1,1,1,0
31103367,inf,0,1,1,1,0
32123326,inf,0,1,1,1,0
33143333,inf,0,1,1,1,0
34163331,inf,0,1,1,1,0
35163352,inf,0,1,1,1,0
36163370,inf,0,1,1,1,0
37183346,inf,0,1,1,1,0
38183375,inf,0,1,1,1,0
38483348,inf,0,1,1,1,1
39003325,inf,0,1,0,1,1
39023316,inf,0,1,0,0,1
39503321,inf,0,0,0,0,0
40503325,inf,0,0,0,0,0
41503356,inf,0,0,0,0,0
42523342,inf,0,0,0,0,0
43523350,inf,0,0,0,0,0
44523367,inf,0,0,0,0,0
46543319,inf,0,0,0,0,0
47543466,inf,0,0,0,0,0
48563343,inf,0,0,0,0,0
49563357,inf,0,0,0,0,0
50583344,inf,0,0,0,0,0
51603341,inf,0,0,0,0,0
52623324,inf,0,0,0,0,0
53623347,inf,0,0,0,0,0
54623376,inf,0,0,0,0,0
55643327,inf,0,0,0,0,0
56643383,inf,0,0,0,0,0
57663353,inf,0,0,0,0,0
58683321,inf,0,0,0,0,0
59683340,inf,0,0,0,0,0
60703320,inf,0,0,0,0,0
61723344,inf,0,0,0,0,0
62743358,inf,0,0,0,0,0
63743437,inf,0,0,0,0,0
64763320,inf,0,0,0,0,0
65763321,inf,0,0,0,0,0
66763328,inf,0,0,0,0,0
67763375,inf,0,0,0,0,0
68783331,inf,0,0,0,0,0
69783350,inf,0,0,0,0,0
70803316,inf,0,0,0,0,0
71803331,inf,0,0,0,0,0
72803337,inf,0,0,0,0,0
73823322,inf,0,0,0,0,0
74543324,inf,0,0,1,0,0
74583323,inf,0,0,1,1,0
74643317,inf,0,1,1,1,0
