timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
29635296,0,32767,32767,32767,-64,-64,32767
29653385,0,32767,32767,32767,-211,-211,32767
29657350,0,32767,32767,32767,-13,-13,32767
29662306,0,32767,32767,32767,-56,-56,32767
29667308,0,32767,32767,32767,-100,-100,32767
29672302,0,32767,32767,32767,-100,-100,32767
29677302,0,32767,32767,32767,-100,-100,32767
29679304,0,32767,32767,32767,-70,-70,32767
29683391,0,32767,32767,32767,-60,-60,32767
29687303,0,32767,32767,32767,-80,-80,32767
29690519,0,32767,32767,32767,-72,-72,32767
29695302,0,32767,32767,32767,-80,-80,32767
29699302,0,32767,32767,32767,-88,-88,32767
29702200,0,32767,32767,32767,-69,-69,32767
29708400,0,32767,32767,32767,-91,-91,32767
29711296,0,32767,32767,32767,-90,-90,32767
29715302,0,32767,32767,32767,-69,-69,32767
29718381,0,32767,32767,32767,-71,-71,32767
29726543,0,32767,-1,32767,-82,-82,32767
29731345,0,32767,32767,32767,-70,-70,32767
29736307,0,32767,32767,32767,-98,-98,32767
29740339,0,32767,32767,32767,-90,-90,32767
29744302,0,32767,32767,32767,-80,-80,32767
29748355,0,32767,32767,32767,-80,-80,32767
29755296,0,32767,32767,32767,-69,-69,32767
29759360,0,32767,32767,32767,-60,-60,32767
29763421,0,32767,32767,32767,-82,-82,32767
29768322,0,32767,32767,32767,-90,-90,32767
29771318,0,32767,32767,32767,-79,-79,32767
29775296,0,32767,32767,32767,-69,-69,32767
29779302,0,32767,32767,32767,-80,-80,32767
29784339,0,32767,32767,32767,-91,-91,32767
29787381,0,32767,32767,32767,-80,-80,32767
29791303,0,32767,32767,32767,-70,-70,32767
29797305,0,32767,32767,32767,-100,-100,32767
29803378,0,32767,32767,32767,-60,-60,32767
29807340,0,32767,32767,32767,-59,-59,32767
29812309,0,32767,32767,32767,-90,-90,32767
29815374,0,32767,32767,32767,-80,-80,32767
29819302,0,32767,32767,32767,-70,-70,32767
29823353,0,32767,32767,32767,-80,-80,32767
29825723,0,32767,-2,32767,-64,-64,32767
29831310,0,32767,32767,32767,-80,-80,32767
29835296,0,32767,32767,32767,-95,-95,32767
29839339,0,32767,32767,32767,-80,-80,32767
29844302,0,32767,32767,32767,-91,-91,32767
29847305,0,32767,32767,32767,-80,-80,32767
29852299,0,32767,32767,32767,-79,-79,32767
29855302,0,32767,32767,32767,-80,-80,32767
29860303,0,32767,32767,32767,-81,-81,32767
29863377,0,32767,32767,32767,-80,-80,32767
29868356,0,32767,32767,32767,-80,-80,32767
29873378,0,32767,32767,32767,-100,-100,32767
29876309,0,32767,32767,32767,-80,-80,32767
29880304,0,32767,32767,32767,-70,-70,32767
29884338,0,32767,32767,32767,-80,-80,32767
29889305,0,32767,32767,32767,-90,-90,32767
29894345,0,32767,32767,32767,-100,-100,32767
29896302,0,32767,32767,32767,-70,-70,32767
29901302,0,32767,32767,32767,-70,-70,32767
29905342,0,32767,32767,32767,-90,-90,32767
29908366,0,32767,32767,32767,-70,-70,32767
29913385,0,32767,32767,32767,-80,-80,32767
29917171,0,32767,32767,32767,-88,-88,32767
29921302,0,32767,32767,32767,-80,-80,32767
29924311,0,32767,32767,32767,-72,-72,32767
29928375,0,32767,-33,32767,-70,-70,32767
29932204,0,32767,32767,32767,-79,-79,32767
29936320,0,32767,32767,32767,-80,-80,32767
29940310,0,32767,32767,32767,-81,-81,32767
29944302,0,32767,32767,32767,-80,-80,32767
29947015,0,32767,32767,32767,-67,-67,32767
29954306,0,32767,32767,32767,-100,-100,32767
29958333,0,32767,32767,32767,-113,-113,32767
29962345,0,32767,32767,32767,-80,-80,32767
29967305,0,32767,32767,32767,-90,-90,32767
29971342,0,32767,32767,32767,-90,-90,32767
29975302,0,32767,32767,32767,-80,-80,32767
29979302,0,32767,32767,32767,-80,-80,32767
29984302,0,32767,32767,32767,-90,-90,32767
29988361,0,32767,32767,32767,-90,-90,32767
29993377,0,32767,32767,32767,-90,-90,32767
30000298,0,32767,32767,32767,-69,-69,32767
30004385,0,32767,32767,32767,-70,-70,32767
30008330,0,32767,32767,32767,-81,-81,32767
30013352,0,32767,32767,32767,-90,-90,32767
30016338,0,32767,32767,32767,-80,-80,32767
30021305,0,32767,32767,32767,-80,-80,32767
30023619,0,32767,32767,32767,-73,-73,32767
30028355,0,32767,-29,32767,-70,-70,32767
30032355,0,32767,32767,32767,-87,-87,32767
30036302,0,32767,32767,32767,-80,-80,32767
30040484,0,32767,32767,32767,-81,-81,32767
30045309,0,32767,32767,32767,-90,-90,32767
30048372,0,32767,32767,32767,-79,-79,32767
30052302,0,32767,32767,32767,-70,-70,32767
30058359,0,32767,32767,32767,-100,-100,32767
30061309,0,32767,32767,32767,-90,-90,32767
30064296,0,32767,32767,32767,-59,-59,32767
30068349,0,32767,32767,32767,-70,-70,32767
30073348,0,32767,32767,32767,-91,-91,32767
30077296,0,32767,32767,32767,-89,-89,32767
30080296,0,32767,32767,32767,-69,-69,32767
30084296,0,32767,32767,32767,-70,-70,32767
30088379,0,32767,32767,32767,-81,-81,32767
30092303,0,32767,32767,32767,-81,-81,32767
30096302,0,32767,32767,32767,-80,-80,32767
30099075,0,32767,32767,32767,-67,-67,32767
30104385,0,32767,32767,32767,-80,-80,32767
30108349,0,32767,32767,32767,-93,-93,32767
30113322,0,32767,32767,32767,-90,-90,32767
30118334,0,32767,32767,32767,-100,-100,32767
30121311,0,32767,32767,32767,-80,-80,32767
30125302,0,32767,32767,32767,-70,-70,32767
30128322,0,32767,-25,32767,-70,-70,32767
30134316,0,32767,32767,32767,-90,-90,32767
30140311,0,32767,32767,32767,-60,-60,32767
30144345,0,32767,32767,32767,-69,-69,32767
30150296,0,32767,32767,32767,-99,-99,32767
30153335,0,32767,32767,32767,-90,-90,32767
30157303,0,32767,32767,32767,-71,-71,32767
30160317,0,32767,32767,32767,-70,-70,32767
30164302,0,32767,32767,32767,-70,-70,32767
30168324,0,32767,32767,32767,-80,-80,32767
30172367,0,32767,32767,32767,-80,-80,32767
30176312,0,32767,32767,32767,-80,-80,32767
30180303,0,32767,32767,32767,-80,-80,32767
30184304,0,32767,32767,32767,-80,-80,32767
30188364,0,32767,32767,32767,-80,-80,32767
30194315,0,32767,32767,32767,-100,-100,32767
30197313,0,32767,32767,32767,-90,-90,32767
30200386,0,32767,32767,32767,-60,-60,32767
30204302,0,32767,32767,32767,-70,-70,32767
30209320,0,32767,32767,32767,-90,-90,32767
30212297,0,32767,32767,32767,-79,-79,32767
30216296,0,32767,32767,32767,-69,-69,32767
30220303,0,32767,32767,32767,-81,-81,32767
30224303,0,32767,32767,32767,-81,-81,32767
30228415,0,32767,-31,32767,-81,-81,32767
30232302,0,32767,32767,32767,-80,-80,32767
30236398,0,32767,32767,32767,-79,-79,32767
30240306,0,32767,32767,32767,-80,-80,32767
30245305,0,32767,32767,32767,-90,-90,32767
30249344,0,32767,32767,32767,-90,-90,32767
30253370,0,32767,32767,32767,-80,-80,32767
30258414,0,32767,32767,32767,-91,-91,32767
30262296,0,32767,32767,32767,-89,-89,32767
