timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
29635353,0.0,0.0,0.0,0.0
29852358,0.0,0.0,0.0,0.0
30052360,0.0,0.0,0.0,0.0
30258472,0.0,0.0,0.0,0.0
30462361,0.0,0.0,0.0,0.0
30661211,0.0,0.0,0.0,0.0
30868424,0.0,0.0,0.0,0.0
31068485,0.0,0.0,0.0,0.0
31273384,0.0,0.0,0.0,0.0
31477363,0.0,0.0,0.0,0.0
31679421,0.0,0.0,0.0,0.0
31881355,0.0,0.0,0.0,0.0
32084439,0.0,0.0,0.0,0.0
32289412,0.0,0.0,0.0,0.0
32490398,0.0,0.0,0.0,0.0
32693381,0.0,0.0,0.0,0.0
32898482,0.0,0.0,0.0,0.0
33099363,0.0,0.0,0.0,0.0
33303427,0.0,0.0,0.0,0.0
33503411,0.0,0.0,0.0,0.0
33708383,0.0,0.0,0.0,0.0
33913404,0.0,0.0,0.0,0.0
34114360,0.0,0.0,0.0,0.0
34315361,0.0,0.0,0.0,0.0
34522358,0.0,0.0,0.0,0.0
34723440,0.0,0.0,0.0,0.0
34925489,0.0,0.0,0.0,0.0
35127268,0.0,0.0,0.0,0.0
35333389,0.0,0.0,0.0,0.0
35534415,0.0,0.0,0.0,0.0
35739445,0.0,0.0,0.0,0.0
35943415,0.0,0.0,0.0,0.0
36146398,0.0,0.0,0.0,0.0
36347395,0.0,0.0,0.0,0.0
36551362,0.0,0.0,0.0,0.0
36754398,0.0,0.0,0.0,0.0
36958458,0.0,0.0,0.0,0.0
37158515,0.0,0.0,0.0,0.0
37364355,0.0,0.0,0.0,0.0
37567353,0.0,0.0,0.0,0.0
37767447,0.0,0.0,0.0,0.0
37969353,0.0,0.0,0.0,0.0
38175361,0.0,0.0,0.0,0.0
38378397,0.0,0.0,0.0,0.0
38582358,0.0,0.0,0.0,0.0
38783430,0.0,0.0,0.0,0.0
38988397,0.0,0.0,0.0,0.0
39187684,-0.0036984177,0.0013153834,-1.3528488e-05,0.0
39394402,-0.009216439,0.003447228,-6.694131e-05,0.0
39596361,-0.011780787,0.0057705543,-0.00010003004,0.0
39799366,-0.01156017,0.006642698,-0.0001486738,0.0
40001401,-0.009458696,0.005821946,-0.00016632595,0.0
40205358,-0.0065225977,0.0042579607,-0.00018494746,0.0
40404358,-0.0046415464,0.0031195236,-0.00019409643,0.0
40608399,-0.0034088267,0.002213778,-0.000111579735,0.0
40813401,-0.002675719,0.0019360632,-6.185655e-05,0.0
41016361,-0.002371562,0.0012256444,-6.091899e-05,0.0
41219396,-0.002081685,0.0006550865,-2.78719e-05,0.0
41423425,-0.0012411049,0.0013009179,-6.425831e-05,0.0
41624134,-0.00058781146,0.0016400242,-0.0002005731,0.0
41829363,-0.00082934677,0.0017352421,-0.00022178072,0.0
42033384,-0.00092913804,0.00086055207,-0.00015919186,0.0
42235447,-0.00067004067,0.0010787665,-3.537888e-05,0.0
42437361,-0.0008132957,0.0006716104,-8.532485e-06,0.0
42639408,-0.00084283546,0.00040956555,3.9738956e-05,0.0
42843412,-0.0011611686,0.00021270821,5.5611075e-05,0.0
43046412,-0.0010964395,0.00038397068,1.8046254e-05,0.0
43249364,-0.0011535082,0.00019771598,-5.061356e-05,0.0
43453382,-0.0005433575,3.3346969e-06,-8.200287e-05,0.0
43653387,-0.00057762046,-0.00020708413,-9.654993e-05,0.0
43858392,-0.00085091824,-0.00012281766,-4.8755865e-05,0.0
44061440,-0.00069435744,2.42593e-05,-1.2596143e-05,0.0
44262909,-0.00078243815,-0.00015883212,-1.2253369e-06,0.0
44467359,-0.0010823882,-0.00022735738,-1.004738e-06,0.0
44672364,-0.0007162083,-0.00021159218,3.0098956e-05,0.0
44874582,-0.0008235308,-4.521406e-05,3.2152137e-05,0.0
45077370,-0.0008063232,4.349666e-05,1.574751e-05,0.0
45281367,-0.00059398,0.00019679847,-1.3069191e-05,0.0
46497359,0.0002446602,-0.00034039668,-4.952313e-05,0.0
46699414,0.00011067892,-0.0007931931,-2.2429598e-05,0.0
46904392,0.00035229253,-0.00067875005,-3.1534022e-05,0.0
47107361,6.0160535e-05,-0.00043062257,-2.1405018e-05,0.0
47308478,0.00048020764,-0.0003770908,-4.478379e-05,0.0
47514359,0.0005498032,-0.00027984258,-4.2753887e-05,0.0
47715366,0.00048847706,-0.00013858233,-4.24719e-05,0.0
47917499,0.00029682994,0.0001928365,-1.8125167e-05,0.0
48123416,0.00029049718,9.1324255e-05,-3.575948e-05,0.0
48326373,-4.591153e-05,-5.8990267e-05,-3.5730525e-05,0.0
48526429,0.00025242777,-3.66587e-06,-4.5142415e-06,0.0
48730660,-6.424636e-05,0.00026717756,-2.1029908e-05,0.0
48933382,-2.3594721e-05,1.6888926e-05,-2.7382388e-05,0.0
49135428,-4.9094997e-06,-1.7532757e-05,-2.5962341e-05,0.0
49340365,0.000755461,-0.00017532849,-4.72421e-05,0.0
49542390,0.00055080256,0.00038977872,-3.9464394e-05,0.0
49745442,0.0006004184,0.00015242543,-8.381297e-06,0.0
