timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
27085255,inf,0,1,1,1,0
28086501,inf,0,1,1,1,0
29105262,inf,0,1,1,1,0
30125260,inf,0,1,1,1,0
31125309,inf,0,1,1,1,0
32145260,inf,0,1,1,1,0
33165259,inf,0,1,1,1,0
34165262,inf,0,1,1,1,0
35185468,inf,0,1,1,1,0
36205832,inf,0,1,1,1,0
36365260,inf,0,1,1,1,1
36865333,inf,0,1,0,1,1
36885259,inf,0,1,0,0,1
37365260,inf,0,0,0,0,0
38385260,inf,0,0,0,0,0
39405367,inf,0,0,0,0,0
40405754,inf,0,0,0,0,0
41425262,inf,0,0,0,0,0
42425342,inf,0,0,0,0,0
43445649,inf,0,0,0,0,0
44465258,inf,0,0,0,0,0
45465258,inf,0,0,0,0,0
46465258,inf,0,0,0,0,0
47465260,inf,0,0,0,0,0
48485261,inf,0,0,0,0,0
49506759,inf,0,0,0,0,0
50525260,inf,0,0,0,0,0
51525329,inf,0,0,0,0,0
52545262,inf,0,0,0,0,0
53545325,inf,0,0,0,0,0
54545338,inf,0,0,0,0,0
55565260,inf,0,0,0,0,0
56585316,inf,0,0,0,0,0
57585331,inf,0,0,0,0,0
58605260,inf,0,0,0,0,0
59605349,inf,0,0,0,0,0
60625260,inf,0,0,0,0,0
61645261,inf,0,0,0,0,0
62665260,inf,0,0,0,0,0
63685258,inf,0,0,0,0,0
64685258,inf,0,0,0,0,0
65685468,inf,0,0,0,0,0
66705260,inf,0,0,0,0,0
67725258,inf,0,0,0,0,0
68725258,inf,0,0,0,0,0
69725262,inf,0,0,0,0,0
70745259,inf,0,0,0,0,0
71765369,inf,0,0,0,0,0
72505255,inf,0,0,1,0,0
72565323,inf,0,0,1,1,0
72605255,inf,0,1,1,1,0
72965258,inf,1,1,1,1,0
