timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
27508578,20623734,40.154030000000006,116.2593686,0.037454046,0.005838494,-0.041132584,-0.0008861453,-0.0013207048,0.0,0.01676689,0.014121155,-0.040019684,-0.031484265,-0.054529753,0.035205655,0.07656449,0.055579748,-0.069292,0.04012764,0.0014552815,0.94744766,0.19760026,0.040019684,0.21866466,0.19552235,0.20378014,0.08010417,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
27630421,20623734,40.154030000000006,116.2593686,0.044230822,0.005426384,-0.040826272,-0.0008861453,-0.0013207048,0.0,0.024716381,0.013390357,-0.03390265,-0.021755176,-0.054529753,0.035205655,0.07656449,0.07699537,0.049006075,0.08146706,0.0010631596,0.94744766,0.19729395,0.03390265,0.21850562,0.19614914,0.20381053,0.079818875,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
27734972,20623734,40.154030000000006,116.2593686,0.04874409,0.0030798982,-0.03965497,-0.0008861453,-0.0013207048,0.0,0.02866086,0.009239194,-0.031729113,-0.016953008,-0.054529753,0.035205655,0.07656449,-0.055455193,0.053421345,0.11219316,0.001106044,0.94744766,0.19612265,0.031729113,0.21892165,0.19788946,0.20426847,0.07978263,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
27841135,20623734,40.154030000000006,116.2593686,0.051166695,-0.00024600388,-0.038797252,-0.0008861453,-0.0013207048,0.0,0.03035703,0.0028474678,-0.029099537,-0.013013704,-0.054529753,0.035205655,0.07656449,0.035036087,-0.07742962,-0.1862645,0.0014100157,0.94744766,0.19526494,0.029099537,0.21694037,0.19768913,0.20726709,0.07873668,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
27933302,20623734,40.154030000000006,116.2593686,0.05232037,-0.0029481435,-0.03642467,-0.0008861453,-0.0013207048,0.0,0.024750395,0.006002348,-0.02222861,-0.0036922083,-0.054529753,0.035205655,0.07656449,-0.042731065,-0.030975793,0.07232541,0.0017775996,0.94744766,0.19289234,0.02222861,0.21525432,0.1984147,0.21067372,0.077770025,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28038433,20623734,40.154030000000006,116.2593686,0.05210811,-0.00585535,-0.032961156,-0.0008861453,-0.0013207048,0.0,0.020838544,0.0026169105,-0.018025324,0.0026857855,-0.054529753,0.035205655,0.07656449,-0.047638256,0.03099889,-0.1921403,0.001615627,0.94744766,0.18942884,0.018025324,0.21595377,0.19894177,0.21412614,0.07692064,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28145790,20623734,40.154030000000006,116.2593686,0.049994048,-0.0078172255,-0.03003888,-0.0008861453,-0.0013207048,0.0,0.019708445,0.0019463374,-0.01978579,0.002167562,-0.054529753,0.035205655,0.07656449,0.06384245,0.06314174,-0.07248427,0.0014492577,0.94744766,0.18650655,0.01978579,0.21621962,0.20025228,0.2169569,0.07622391,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28238495,20623734,40.154030000000006,116.2593686,0.04777818,-0.00935696,-0.028488478,-0.0008861453,-0.0013207048,0.0,0.015594079,-8.7601715e-05,-0.023332356,-0.0011145939,-0.054529753,0.035205655,0.07656449,-0.04208706,-0.098618135,-0.0726996,0.0013051071,0.94744766,0.18495615,0.023332356,0.21465582,0.19991659,0.217177,0.07531585,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28346297,20623734,40.154030000000006,116.2593686,0.04406311,-0.012225075,-0.028126195,-0.0008861453,-0.0013207048,0.0,0.012891096,-0.0009827596,-0.03356887,-0.0117801875,-0.054529753,0.035205655,0.07656449,-0.0777774,-0.013337608,-0.18911389,0.0014575158,0.94744766,0.18459387,0.03356887,0.21544679,0.20135672,0.21945788,0.07486578,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28451098,20623734,40.154030000000006,116.2593686,0.040443573,-0.015180254,-0.029049106,-0.0008861453,-0.0013207048,0.0,0.0064844447,-0.0023535297,-0.03199133,-0.011382468,-0.054529753,0.035205655,0.07656449,0.062382367,0.017329883,-0.044058505,0.0016175035,0.94744766,0.18551677,0.03199133,0.21604624,0.20165512,0.22137405,0.07430354,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28546314,20623734,40.154030000000006,116.2593686,0.037525762,-0.017410068,-0.030478287,-0.0008861453,-0.0013207048,0.0,0.0017101823,-0.007553686,-0.034460858,-0.0148645695,-0.054529753,0.035205655,0.07656449,0.025716411,-0.10335013,0.17924984,0.0020862918,0.94744766,0.18694596,0.034460858,0.21423301,0.20216884,0.22056969,0.07372476,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28648530,20623734,40.154030000000006,116.2593686,0.03408493,-0.019288417,-0.032125007,-0.0008861453,-0.0013207048,0.0,0.00021542626,-0.010118738,-0.030489825,-0.012501571,-0.054529753,0.035205655,0.07656449,-0.029777506,-0.10512232,-0.10510228,0.0020460973,0.94744766,0.18859269,0.030489825,0.21490824,0.20346706,0.22145931,0.07346212,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28754837,20623734,40.154030000000006,116.2593686,0.03139631,-0.019528544,-0.034089223,-0.0008861453,-0.0013207048,0.0,0.0006191468,-0.010118468,-0.030607361,-0.014087723,-0.054529753,0.035205655,0.07656449,-0.11004252,0.027311772,-0.07084958,0.0015809655,0.94744766,0.1905569,0.030607361,0.2152138,0.20356172,0.22132164,0.073044054,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28847305,20623734,40.154030000000006,116.2593686,0.028932828,-0.019428514,-0.03505559,-0.0008861453,-0.0013207048,0.0,-0.004651257,-0.007969552,-0.03652649,-0.020181494,-0.054529753,0.035205655,0.07656449,-0.099250436,0.046911433,-0.1950583,0.001398104,0.94744766,0.19152327,0.03652649,0.21375425,0.20414682,0.21896762,0.07269367,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28952140,20623734,40.154030000000006,116.2593686,0.025869023,-0.01929073,-0.036488317,-0.0008861453,-0.0013207048,0.0,-0.008637159,-0.006858416,-0.03393614,-0.017746873,-0.054529753,0.035205655,0.07656449,0.027128436,0.07623531,-0.07090599,0.0010451253,0.94744766,0.192956,0.03393614,0.21389212,0.20520079,0.21817005,0.072505176,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29059342,20623734,40.154030000000006,116.2593686,0.023732126,-0.017923959,-0.03835695,-0.0008861453,-0.0013207048,0.0,-0.011559764,-0.003852711,-0.029262448,-0.013890506,-0.054529753,0.035205655,0.07656449,-0.013957934,-0.004025454,0.12247047,0.0010172365,0.94744766,0.19482462,0.029262448,0.21433108,0.205238,0.21709032,0.07226473,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29163664,20623734,40.154030000000006,116.2593686,0.021862675,-0.016479695,-0.037930526,-0.0008861453,-0.0013207048,0.0,-0.015540634,-3.6886588e-05,-0.020299032,-0.0043673236,-0.054529753,0.035205655,0.07656449,-0.012723487,0.00078944594,-0.025391102,0.00088427344,0.94744766,0.1943982,0.020299032,0.21464343,0.20629156,0.21565938,0.07219986,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29254570,20623734,40.154030000000006,116.2593686,0.019710077,-0.016235458,-0.0371117,-0.0008861453,-0.0013207048,0.0,-0.015959341,0.0021845696,-0.009171163,0.0067580887,-0.054529753,0.035205655,0.07656449,-0.0014058254,0.09747725,0.048310366,0.0002542091,0.94744766,0.19357938,0.009171163,0.2124585,0.20655298,0.21228273,0.071882285,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29358830,20623734,40.154030000000006,116.2593686,0.018479267,-0.01813088,-0.036618136,-0.0008861453,-0.0013207048,0.0,-0.018460166,0.00043470648,-0.014534089,0.00079404697,-0.054529753,0.035205655,0.07656449,-0.049948577,0.008037619,-0.08910944,0.00023910683,0.94744766,0.19308582,0.014534089,0.21274269,0.20755617,0.21029247,0.07188046,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29466719,20623734,40.154030000000006,116.2593686,0.018595949,-0.01993098,-0.03552916,-0.0008861453,-0.0013207048,0.0,-0.02253673,0.002881179,-0.014612788,0.0010444166,-0.054529753,0.035205655,0.07656449,0.025668995,-0.01656104,-0.18841694,0.00043424394,0.94744766,0.19199684,0.014612788,0.21281679,0.20735066,0.20818552,0.071734354,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29559298,20623734,40.154030000000006,116.2593686,0.018096535,-0.02172314,-0.034722984,-0.0008861453,-0.0013207048,0.0,-0.019381164,0.004651257,-0.014548332,0.001188284,-0.054529753,0.035205655,0.07656449,0.023433516,-0.08068685,-0.17654942,0.0007585665,0.94744766,0.19119066,0.014548332,0.22599608,0.21011193,0.21903972,0.07298697,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29663999,20623734,40.154030000000006,116.2593686,0.017677799,-0.023512093,-0.03403653,-0.0008861453,-0.0013207048,0.0,-0.019882577,0.0061294055,-0.0026793068,0.012454524,-0.054529753,0.035205655,0.07656449,-0.079547554,0.09649326,0.14071651,0.00023693473,0.94744766,0.19050421,0.0026793068,0.22608496,0.20982654,0.21638192,0.0728892,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29773222,20623734,40.154030000000006,116.2593686,0.018468075,-0.024881627,-0.030873159,-0.0008861453,-0.0013207048,0.0,-0.01978735,0.0032449863,0.010759194,0.026416935,-0.054529753,0.035205655,0.07656449,0.02769926,-0.027513463,0.17285348,0.00030555035,0.94744766,0.18734084,-0.010759194,0.22644183,0.21076253,0.21392062,0.07301601,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29866343,20623734,40.154030000000006,116.2593686,0.019390099,-0.025946885,-0.025982527,-0.0008861453,-0.0013207048,0.0,-0.01767625,-0.00020769954,0.006211274,0.023823561,-0.054529753,0.035205655,0.07656449,-0.04455678,-0.039592884,-0.14094582,0.00049066544,0.94744766,0.1824502,-0.006211274,0.22464024,0.21107952,0.20969746,0.07294594,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
