timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
27508578,0,32767,32767,32767,-208,-208,32767
27544319,0,32767,32767,32767,-358,-358,32767
27553947,0,32767,-2,32767,-120,-120,32767
27568555,0,32767,32767,32767,-242,-242,32767
27583667,0,32767,32767,32767,-297,-297,32767
27598652,0,32767,32767,32767,-301,-301,32767
27614297,0,32767,32767,32767,-306,-306,32767
27630421,0,32767,32767,32767,-318,-318,32767
27644008,0,32767,32767,32767,-298,-298,32767
27658672,0,32767,-2,32767,-282,-282,32767
27673762,0,32767,32767,32767,-297,-297,32767
27689394,0,32767,32767,32767,-307,-307,32767
27703593,0,32767,32767,32767,-298,-298,32767
27719587,0,32767,32767,32767,-302,-302,32767
27734972,0,32767,32767,32767,-314,-314,32767
27752344,0,32767,32767,32767,-328,-328,32767
27764682,0,32767,-1,32767,-297,-297,32767
27782298,0,32767,32767,32767,-299,-299,32767
27795605,0,32767,32767,32767,-310,-310,32767
27809600,0,32767,32767,32767,-274,-274,32767
27824833,0,32767,32767,32767,-292,-292,32767
27841135,0,32767,32767,32767,-315,-315,32767
27854497,0,32767,32767,32767,-296,-296,32767
27869718,0,32767,-2,32767,-286,-286,32767
27887306,0,32767,32767,32767,-329,-329,32767
27901114,0,32767,32767,32767,-314,-314,32767
27916203,0,32767,32767,32767,-289,-289,32767
27933302,0,32767,32767,32767,-322,-322,32767
27947404,0,32767,32767,32767,-312,-312,32767
27962727,0,32767,32767,32767,-294,-294,32767
27978724,0,32767,-3,32767,-313,-313,32767
27994297,0,32767,32767,32767,-315,-315,32767
28008427,0,32767,32767,32767,-297,-297,32767
28023571,0,32767,32767,32767,-293,-293,32767
28038433,0,32767,32767,32767,-300,-300,32767
28056300,0,32767,32767,32767,-328,-328,32767
28068718,0,32767,32767,32767,-303,-303,32767
28084438,0,32767,-2,32767,-281,-281,32767
28099755,0,32767,32767,32767,-310,-310,32767
28115389,0,32767,32767,32767,-309,-309,32767
28130435,0,32767,32767,32767,-307,-307,32767
28145790,0,32767,32767,32767,-304,-304,32767
28164387,0,32767,32767,32767,-339,-339,32767
28178304,0,32767,32767,32767,-326,-326,32767
28192351,0,32767,-3,32767,-280,-280,32767
28209305,0,32767,32767,32767,-310,-310,32767
28222843,0,32767,32767,32767,-305,-305,32767
28238495,0,32767,32767,32767,-291,-291,32767
28256299,0,32767,32767,32767,-334,-334,32767
28270332,0,32767,32767,32767,-319,-319,32767
28284194,0,32767,32767,32767,-279,-279,32767
28300745,0,32767,-3,32767,-304,-304,32767
28316303,0,32767,32767,32767,-322,-322,32767
28331301,0,32767,32767,32767,-306,-306,32767
28346297,0,32767,32767,32767,-299,-299,32767
28361298,0,32767,32767,32767,-299,-299,32767
28374591,0,32767,32767,32767,-283,-283,32767
28389950,0,32767,32767,32767,-287,-287,32767
28406184,0,32767,-2,32767,-316,-316,32767
28420464,0,32767,32767,32767,-305,-305,32767
28435367,0,32767,32767,32767,-292,-292,32767
28451098,0,32767,32767,32767,-306,-306,32767
28466279,0,32767,32767,32767,-309,-309,32767
28482306,0,32767,32767,32767,-313,-313,32767
28497387,0,32767,32767,32767,-311,-311,32767
28512416,0,32767,-2,32767,-301,-301,32767
28527708,0,32767,32767,32767,-304,-304,32767
28546314,0,32767,32767,32767,-339,-339,32767
28559408,0,32767,32767,32767,-317,-317,32767
28573983,0,32767,32767,32767,-276,-276,32767
28588528,0,32767,32767,32767,-291,-291,32767
28603743,0,32767,32767,32767,-298,-298,32767
28618796,0,32767,-1,32767,-302,-302,32767
28633647,0,32767,32767,32767,-299,-299,32767
28648530,0,32767,32767,32767,-298,-298,32767
28663620,0,32767,32767,32767,-300,-300,32767
28678716,0,32767,32767,32767,-302,-302,32767
28695181,0,32767,32767,32767,-315,-315,32767
28709278,0,32767,32767,32767,-305,-305,32767
28724662,0,32767,-2,32767,-295,-295,32767
28739865,0,32767,32767,32767,-306,-306,32767
28754837,0,32767,32767,32767,-302,-302,32767
28771338,0,32767,32767,32767,-315,-315,32767
28784699,0,32767,32767,32767,-298,-298,32767
28799497,0,32767,32767,32767,-281,-281,32767
28815311,0,32767,32767,32767,-307,-307,32767
28829507,0,32767,-2,32767,-301,-301,32767
28847305,0,32767,32767,32767,-320,-320,32767
28860964,0,32767,32767,32767,-314,-314,32767
28878305,0,32767,32767,32767,-310,-310,32767
28893108,0,32767,32767,32767,-322,-322,32767
28907109,0,32767,32767,32767,-288,-288,32767
28923303,0,32767,32767,32767,-302,-302,32767
28936937,0,32767,-2,32767,-298,-298,32767
28952140,0,32767,32767,32767,-288,-288,32767
28968167,0,32767,32767,32767,-312,-312,32767
28983297,0,32767,32767,32767,-311,-311,32767
28997117,0,32767,32767,32767,-290,-290,32767
29013118,0,32767,32767,32767,-299,-299,32767
29027781,0,32767,32767,32767,-306,-306,32767
29042406,0,32767,-3,32767,-293,-293,32767
29059342,0,32767,32767,32767,-316,-316,32767
29074297,0,32767,32767,32767,-318,-318,32767
29090335,0,32767,32767,32767,-310,-310,32767
29103338,0,32767,32767,32767,-291,-291,32767
29120333,0,32767,32767,32767,-300,-300,32767
29133740,0,32767,32767,32767,-304,-304,32767
29148575,0,32767,-2,32767,-282,-282,32767
29163664,0,32767,32767,32767,-299,-299,32767
29178330,0,32767,32767,32767,-298,-298,32767
29196298,0,32767,32767,32767,-326,-326,32767
29211296,0,32767,32767,32767,-329,-329,32767
29225375,0,32767,32767,32767,-291,-291,32767
29238573,0,32767,32767,32767,-273,-273,32767
29254570,0,32767,-1,32767,-292,-292,32767
29270348,0,32767,32767,32767,-318,-318,32767
29284303,0,32767,32767,32767,-298,-298,32767
29298733,0,32767,32767,32767,-284,-284,32767
