timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
27508578,-0.001914164,0.0019147688,-0.003919268,-0.0130643435,-0.035547554,0.063513875,0.0,0.0,0.0,-0.0015196519,0.0,0.0,0.0,0.0,0.0,0.27177638,0.2717764,0.14715873,0.27520093,0.2752009,4.0379705,0.0,0.0,0.0,0.090755805,0.0,0.0,0.0,0.0,0.0,0.0013127676,0.014951675,0.024260687,0.0,0.0,0.0,0.0,0.0,0.0
27734972,0.06305752,-0.0020558601,-0.032467697,0.058459654,0.07044069,-0.025721788,0.0,0.0,0.0,0.013978475,0.0,0.0,0.0,0.0,0.0,0.2719996,0.27199957,0.14711651,0.2753652,0.27536517,4.038952,0.0,0.0,0.0,0.09075593,0.0,0.0,0.0,0.0,0.0,0.001020678,0.012542662,0.021190658,0.0,0.0,0.0,0.0,0.0,0.0
27933302,0.044719037,-0.029177664,-0.14054993,-0.008804426,0.020259334,0.10075641,0.0,0.0,0.0,0.0063833324,0.0,0.0,0.0,0.0,0.0,0.27314815,0.27314818,0.14684871,0.27440628,0.27440625,4.039147,0.0,0.0,0.0,0.09075352,0.0,0.0,0.0,0.0,0.0,0.0008949962,0.013676469,0.023485808,0.0,0.0,0.0,0.0,0.0,0.0
28145790,0.0035216305,0.019279115,0.0118437745,0.06558092,-0.04860214,-0.08032,0.0,0.0,0.0,0.0067114024,0.0,0.0,0.0,0.0,0.0,0.27466124,0.27466136,0.14662126,0.27472055,0.27472055,4.0402036,0.0,0.0,0.0,0.09075551,0.0,0.0,0.0,0.0,0.0,0.0011562251,0.013514751,0.022275858,0.0,0.0,0.0,0.0,0.0,0.0
28346297,0.022172198,-0.0010811022,0.009920182,0.060163647,0.07157858,-0.06593233,0.0,0.0,0.0,0.007672714,0.0,0.0,0.0,0.0,0.0,0.2758242,0.2758243,0.14639366,0.27504435,0.27504432,4.040388,0.0,0.0,0.0,0.09075073,0.0,0.0,0.0,0.0,0.0,0.0014843734,0.016269129,0.023023993,0.0,0.0,0.0,0.0,0.0,0.0
28546314,0.009028259,-0.024549123,-0.02767591,0.024937324,0.032318074,-0.07524419,0.0,0.0,0.0,-0.01016572,0.0,0.0,0.0,0.0,0.0,0.27680984,0.27680993,0.14623968,0.27533323,0.27533326,4.041294,0.0,0.0,0.0,0.090752386,0.0,0.0,0.0,0.0,0.0,0.0010792569,0.009844458,0.015695952,0.0,0.0,0.0,0.0,0.0,0.0
28754837,0.045573525,0.0024402495,-0.07149934,-0.032391496,-0.039997365,0.04816377,0.0,0.0,0.0,-0.004632021,0.0,0.0,0.0,0.0,0.0,0.27714026,0.27714038,0.14613013,0.27562743,0.27562743,4.041587,0.0,0.0,0.0,0.09074946,0.0,0.0,0.0,0.0,0.0,0.0008607387,0.009762657,0.012112999,0.0,0.0,0.0,0.0,0.0,0.0
28952140,-0.009134628,0.0016368572,0.06838821,-0.012787448,-0.038497813,-0.054124355,0.0,0.0,0.0,0.003033158,0.0,0.0,0.0,0.0,0.0,0.27697012,0.27697024,0.14605191,0.2758499,0.2758499,4.0426245,0.0,0.0,0.0,0.09075046,0.0,0.0,0.0,0.0,0.0,0.00071416,0.00722105,0.008785311,0.0,0.0,0.0,0.0,0.0,0.0
29163664,0.0039255777,-0.00037948982,-0.018929202,0.024724178,0.03379857,-0.044355452,0.0,0.0,0.0,-0.003802842,0.0,0.0,0.0,0.0,0.0,0.27637297,0.27637306,0.14602134,0.27600923,0.27600923,4.043345,0.0,0.0,0.0,0.090751424,0.0,0.0,0.0,0.0,0.0,0.00039106494,0.004051522,0.009059375,0.0,0.0,0.0,0.0,0.0,0.0
29358830,-0.041247923,0.0031223823,-0.06769457,-0.043381028,0.013519634,-0.07159728,0.0,0.0,0.0,0.0014519054,0.0,0.0,0.0,0.0,0.0,0.27549008,0.27549022,0.14598888,0.2761114,0.2761114,4.0436172,0.0,0.0,0.0,0.090751976,0.0,0.0,0.0,0.0,0.0,0.00037765712,0.00860957,0.011352691,0.0,0.0,0.0,0.0,0.0,0.0
29559298,-0.008046384,-0.015623276,-0.005368501,0.01824177,0.045322664,-0.0484941,0.0,0.0,0.0,-0.00086388015,0.0,0.0,0.0,0.0,0.0,0.2749473,0.27494746,0.14598864,0.27611962,0.27611965,4.0438347,0.0,0.0,0.0,0.090752326,0.0,0.0,0.0,0.0,0.0,0.00049864454,0.0045803785,0.0071615297,0.0,0.0,0.0,0.0,0.0,0.0
29773222,-0.00061217137,0.014075042,-0.05087614,-0.051059328,-0.011164181,-0.06241846,0.0,0.0,0.0,0.006631899,0.0,0.0,0.0,0.0,0.0,0.27378276,0.27378294,0.14597476,0.27610523,0.27610525,4.044646,0.0,0.0,0.0,0.09075452,0.0,0.0,0.0,0.0,0.0,0.00054426945,0.0047297627,0.008357473,0.0,0.0,0.0,0.0,0.0,0.0
29974312,0.001559102,-0.0067669638,0.003995091,0.052921567,0.031181028,0.055660605,0.0,0.0,0.0,0.010862502,0.0,0.0,0.0,0.0,0.0,0.2726885,0.2726886,0.14601286,0.2762198,0.27621982,4.0448375,0.0,0.0,0.0,0.09075222,0.0,0.0,0.0,0.0,0.0,0.00035566324,0.0019546612,0.004628195,0.0,0.0,0.0,0.0,0.0,0.0
30169881,-0.033784933,0.009329753,-0.00638102,0.034163952,-0.021492567,0.051825166,0.0,0.0,0.0,0.0029739668,0.0,0.0,0.0,0.0,0.0,0.27147698,0.2714771,0.1460075,0.27617618,0.2761762,4.0447273,0.0,0.0,0.0,0.09074991,0.0,0.0,0.0,0.0,0.0,0.0004929177,0.00544876,0.006296106,0.0,0.0,0.0,0.0,0.0,0.0
30371308,-0.0381801,-0.022151537,-0.06241676,-0.00562069,-0.046082377,0.07302725,0.0,0.0,0.0,0.007996905,0.0,0.0,0.0,0.0,0.0,0.27035397,0.2703541,0.14603749,0.27614188,0.2761419,4.0446277,0.0,0.0,0.0,0.090745404,0.0,0.0,0.0,0.0,0.0,0.00073772547,0.006811017,0.008650677,0.0,0.0,0.0,0.0,0.0,0.0
30584104,-0.026369372,0.036141608,-0.029576208,0.0020148112,0.023671445,0.020337224,0.0,0.0,0.0,-0.009739499,0.0,0.0,0.0,0.0,0.0,0.269234,0.26923406,0.14607231,0.27605075,0.2760508,4.0450788,0.0,0.0,0.0,0.09074487,0.0,0.0,0.0,0.0,0.0,0.00050550146,0.0017543738,0.004664232,0.0,0.0,0.0,0.0,0.0,0.0
30783234,-0.047448434,0.03379669,0.013838174,-0.06785408,0.022709649,-0.12346274,0.0,0.0,0.0,-0.009726272,0.0,0.0,0.0,0.0,0.0,0.2682111,0.26821113,0.14612392,0.27586603,0.27586606,4.045725,0.0,0.0,0.0,0.09074424,0.0,0.0,0.0,0.0,0.0,0.00033504906,0.006168761,0.0073322025,0.0,0.0,0.0,0.0,0.0,0.0
