timestamp,load,ram_usage
27487400,0.30466968,0.77205986
28486412,0.36620617,0.77469176
29486447,0.33977026,0.77469176
30486412,0.3348257,0.77469176
31486416,0.33753496,0.77469176
32486412,0.3360207,0.77469176
33486410,0.3371367,0.77469176
34486452,0.33550924,0.77469176
35486410,0.3351801,0.77469176
36486412,0.33687133,0.77469176
37486410,0.33538765,0.77469176
38486435,0.33626533,0.77469176
39486412,0.33386666,0.77469176
40486412,0.33761603,0.77469176
41486412,0.336226,0.77469176
42486541,0.33662856,0.77469176
43486410,0.33333665,0.77469176
44486443,0.335347,0.77469176
45486417,0.33483535,0.77469176
46486413,0.33556098,0.77469176
47486410,0.33517098,0.77469176
48486444,0.335447,0.77469176
49486410,0.33436298,0.77469176
50486410,0.33753902,0.77469176
51486426,0.33697534,0.77469176
52486454,0.33796328,0.77469176
53486410,0.33089662,0.77469176
54486412,0.33388436,0.77469176
55486428,0.33320802,0.77469176
56486412,0.332969,0.77469176
57486412,0.330418,0.77469176
58486412,0.33429402,0.77469176
59486426,0.333143,0.77469176
60486412,0.33336502,0.77469176
61486410,0.3355657,0.77469176
62486412,0.33649635,0.77469176
63486413,0.334998,0.77469176
64486412,0.33185834,0.77469176
65486578,0.3307464,0.77469176
66486433,0.33444083,0.77469176
67486412,0.3330363,0.77469176
68486413,0.332451,0.77469176
70486421,0.330128,0.77469176
71486413,0.33409798,0.77469176
72486413,0.33042097,0.77469176
