timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
27402520,0.0,0.0,0.0
72238464,0.0,0.0,0.0
72434028,0.0,0.0,0.0
72645769,0.0,0.0,0.0
72845020,0.0,0.0,0.0
73041037,0.0,0.0,0.0
