timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
38684040,0.89574635,24.993435,101314.26,1.203781
38698604,0.94330806,24.993435,101313.66,1.2037739
38719214,1.1097742,24.993435,101311.67,1.2037503
38731308,0.94330806,24.993435,101313.67,1.203774
38745005,1.1177012,24.993435,101311.56,1.203749
38760426,0.9036733,24.993435,101314.15,1.2037797
38773974,1.091278,24.993435,101311.91,1.203753
38790678,0.95123506,24.993435,101313.58,1.2037729
38804862,0.95123506,24.993435,101313.58,1.2037729
38825313,1.083351,24.993435,101312.0,1.2037542
38835120,1.1256281,24.993435,101311.484,1.203748
38850671,1.0146507,24.993435,101312.805,1.2037637
38866215,1.0146507,24.993435,101312.805,1.2037637
38883098,0.8904617,24.993435,101314.3,1.2037815
38898302,0.95123506,24.993435,101313.58,1.2037729
38914298,1.0437162,24.993435,101312.47,1.2037597
38929297,1.0859933,24.993435,101311.97,1.2037538
38942687,0.9274542,24.993435,101313.87,1.2037764
38958034,0.8983887,24.993435,101314.22,1.2037805
38972857,1.1071318,24.993435,101311.695,1.2037505
38988290,0.93802345,24.993435,101313.734,1.2037748
39004052,1.0225776,24.993435,101312.71,1.2037627
39020846,0.89574635,24.993435,101314.25,1.2037809
39034885,0.959162,24.993435,101313.49,1.2037718
39050501,0.96708894,24.993435,101313.375,1.2037705
39065870,0.99351215,24.993435,101313.08,1.203767
39081303,1.0437162,24.993435,101312.46,1.2037597
39096511,1.067497,24.993435,101312.17,1.2037562
39112447,1.0357893,24.993435,101312.57,1.203761
39126673,1.0357893,24.993435,101312.57,1.203761
39143304,0.93009645,24.993435,101313.82,1.2037758
39156673,0.90631557,24.993435,101314.12,1.2037793
39173306,1.0357893,24.993435,101312.57,1.203761
39187009,1.0225776,24.993435,101312.734,1.2037629
39205354,0.9327388,24.993435,101313.8,1.2037755
39219306,1.0780663,24.993435,101312.05,1.2037547
39234297,0.9538774,24.993435,101313.555,1.2037727
39250346,1.0384315,24.993435,101312.516,1.2037603
39264302,0.9538774,24.993435,101313.55,1.2037725
39278214,1.0410739,24.993435,101312.5,1.2037601
39294611,1.0965626,24.993435,101311.81,1.2037519
39308486,1.1256281,24.993435,101311.484,1.203748
39324729,0.97501594,24.993435,101313.3,1.2037696
39338671,1.1018473,24.993435,101311.766,1.2037513
39353872,1.1018473,24.993435,101311.766,1.2037513
39369330,1.033147,24.993435,101312.61,1.2037613
39385493,0.96180433,24.993435,101313.44,1.2037712
39401145,1.0146507,24.993435,101312.82,1.2037638
39418302,0.9168849,24.993435,101313.99,1.2037778
39433297,1.0490009,24.993435,101312.41,1.203759
39446445,1.1150589,24.993435,101311.61,1.2037495
39461861,0.9908699,24.993435,101313.09,1.2037672
39479303,0.9697313,24.993435,101313.35,1.2037702
39492651,1.0463586,24.993435,101312.445,1.2037594
39507614,1.0569278,24.993435,101312.32,1.203758
39522720,0.98030055,24.993435,101313.234,1.2037688
39537611,1.0490009,24.993435,101312.39,1.2037588
39553049,0.9036733,24.993435,101314.14,1.2037796
39569304,0.95123506,24.993435,101313.58,1.2037729
39583593,1.1282704,24.993435,101311.445,1.2037475
39600324,1.0357893,24.993435,101312.56,1.2037609
39614829,0.92216957,24.993435,101313.94,1.2037772
39629506,0.96444666,24.993435,101313.414,1.203771
39644207,0.90631557,24.993435,101314.12,1.2037793
39659960,1.0410739,24.993435,101312.49,1.20376
39674898,1.0410739,24.993435,101312.49,1.20376
39690339,1.1256281,24.993435,101311.47,1.2037479
39707303,0.96444666,24.993435,101313.42,1.203771
39721526,0.95123506,24.993435,101313.58,1.2037729
39735965,1.1044896,24.993435,101311.74,1.2037511
39752303,0.89574635,24.993435,101314.25,1.2037809
39767383,1.0622125,24.993435,101312.25,1.2037572
39782061,1.0622125,24.993435,101312.25,1.2037572
39796661,0.92216957,24.993435,101313.914,1.203777
39811491,0.8983887,24.993435,101314.22,1.2037805
39829939,0.97501594,24.993435,101313.3,1.2037696
39842561,0.98558515,24.993435,101313.17,1.2037681
39862303,1.1150589,24.993435,101311.61,1.2037495
39872590,1.0939202,24.993435,101311.84,1.2037523
39888739,1.0939202,24.993435,101311.84,1.2037523
39904924,0.9036733,24.993435,101314.15,1.2037797
39922382,0.93802345,24.993435,101313.74,1.2037748
39935626,1.0172931,24.993435,101312.77,1.2037634
39951638,1.1018473,24.993435,101311.76,1.2037513
39967303,1.0648547,24.993435,101312.21,1.2037567
39981952,0.95123506,24.993435,101313.586,1.203773
39997333,0.89310396,24.993435,101314.29,1.2037814
40012015,0.99879676,24.993435,101313.016,1.2037662
40026369,0.92216957,24.993435,101313.94,1.2037772
40042133,0.92216957,24.993435,101313.93,1.2037771
40056689,1.0754241,24.993435,101312.07,1.203755
40071418,1.0754241,24.993435,101312.07,1.203755
40088382,0.959162,24.993435,101313.484,1.2037718
40102579,1.0648547,24.993435,101312.2,1.2037566
40118298,1.0172931,24.993435,101312.79,1.2037635
40132435,0.90895796,24.993435,101314.07,1.2037787
40147958,1.0939202,24.993435,101311.84,1.2037523
40164434,1.0939202,24.993435,101311.86,1.2037525
40177741,0.96708894,24.993435,101313.4,1.2037708
40194303,1.1150589,24.993435,101311.59,1.2037493
40209303,0.94330806,24.993435,101313.664,1.203774
40225324,0.93802345,24.993435,101313.74,1.2037748
40240543,0.9538774,24.993435,101313.55,1.2037725
40254034,1.0754241,24.993435,101312.07,1.203755
40269450,0.89310396,24.993435,101314.266,1.2037811
40285078,1.0886357,24.993435,101311.94,1.2037535
40300798,0.90103096,24.993435,101314.164,1.2037798
40315487,1.0199354,24.993435,101312.75,1.203763
40332331,1.0595702,24.993435,101312.29,1.2037576
40347300,0.95651966,24.993435,101313.52,1.2037723
40360897,1.0622125,24.993435,101312.234,1.2037569
40377381,1.1018473,24.993435,101311.77,1.2037514
40390805,0.9274542,24.993435,101313.84,1.2037761
40407302,0.9036733,24.993435,101314.13,1.2037795
40423304,1.0463586,24.993435,101312.43,1.2037593
40437302,1.0595702,24.993435,101312.28,1.2037575
40451789,1.0595702,24.993435,101312.28,1.2037575
