timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
38578195,0.0,0.0,0.0
78347522,0.0,0.0,0.0
78541852,0.0,0.0,0.0
78753041,0.0,0.0,0.0
78956427,0.0,0.0,0.0
79152373,0.0,0.0,0.0
