timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
38698604,0,32767,32767,32767,-283,-283,32767
38719214,0,32767,32767,32767,-352,-352,32767
38731308,0,32767,32767,32767,-327,-327,32767
38745005,0,32767,32767,32767,-258,-258,32767
38760426,0,32767,-4,32767,-291,-291,32767
38773974,0,32767,32767,32767,-289,-289,32767
38790678,0,32767,32767,32767,-302,-302,32767
38804862,0,32767,32767,32767,-309,-309,32767
38825313,0,32767,32767,32767,-347,-347,32767
38835120,0,32767,32767,32767,-303,-303,32767
38850671,0,32767,32767,32767,-253,-253,32767
38866215,0,32767,-2,32767,-311,-311,32767
38883098,0,32767,32767,32767,-324,-324,32767
38898302,0,32767,32767,32767,-321,-321,32767
38914298,0,32767,32767,32767,-312,-312,32767
38929297,0,32767,32767,32767,-309,-309,32767
38942687,0,32767,32767,32767,-284,-284,32767
38958034,0,32767,32767,32767,-288,-288,32767
38972857,0,32767,-2,32767,-302,-302,32767
38988290,0,32767,32767,32767,-302,-302,32767
39004052,0,32767,32767,32767,-312,-312,32767
39020846,0,32767,32767,32767,-326,-326,32767
39034885,0,32767,32767,32767,-308,-308,32767
39050501,0,32767,32767,32767,-297,-297,32767
39065870,0,32767,32767,32767,-310,-310,32767
39081303,0,32767,-2,32767,-308,-308,32767
39096511,0,32767,32767,32767,-307,-307,32767
39112447,0,32767,32767,32767,-311,-311,32767
39126673,0,32767,32767,32767,-301,-301,32767
39143304,0,32767,32767,32767,-309,-309,32767
39156673,0,32767,32767,32767,-300,-300,32767
39173306,0,32767,32767,32767,-300,-300,32767
39187009,0,32767,-2,32767,-304,-304,32767
39205354,0,32767,32767,32767,-320,-320,32767
39219306,0,32767,32767,32767,-323,-323,32767
39234297,0,32767,32767,32767,-289,-289,32767
39250346,0,32767,32767,32767,-310,-310,32767
39264302,0,32767,32767,32767,-301,-301,32767
39278214,0,32767,32767,32767,-279,-279,32767
39294611,0,32767,-2,32767,-303,-303,32767
39308486,0,32767,32767,32767,-302,-302,32767
39324729,0,32767,32767,32767,-301,-301,32767
39338671,0,32767,32767,32767,-302,-302,32767
