timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
35197562,inf,0,1,1,1,0
36217553,inf,0,1,1,1,0
37217553,inf,0,1,1,1,0
38218695,inf,0,1,1,1,0
39237567,inf,0,1,1,1,0
40257563,inf,0,1,1,1,0
41277553,inf,0,1,1,1,0
42277555,inf,0,1,1,1,0
43277573,inf,0,1,1,1,0
43857560,inf,0,1,1,1,1
44397555,inf,0,1,0,1,1
44417556,inf,0,1,0,0,1
44857557,inf,0,0,0,0,0
45877570,inf,0,0,0,0,0
46897553,inf,0,0,0,0,0
47897556,inf,0,0,0,0,0
48917554,inf,0,0,0,0,0
49917555,inf,0,0,0,0,0
50917559,inf,0,0,0,0,0
51937554,inf,0,0,0,0,0
52957854,inf,0,0,0,0,0
53977553,inf,0,0,0,0,0
54977555,inf,0,0,0,0,0
55997555,inf,0,0,0,0,0
57017568,inf,0,0,0,0,0
58037553,inf,0,0,0,0,0
59037557,inf,0,0,0,0,0
59357561,inf,1,0,0,0,0
59817555,inf,0,0,0,0,0
60817555,inf,0,0,0,0,0
61837554,inf,0,0,0,0,0
63857554,inf,0,0,0,0,0
64857560,inf,0,0,0,0,0
65877556,inf,0,0,0,0,0
66897556,inf,0,0,0,0,0
66917550,inf,0,0,1,0,0
66977555,inf,0,0,1,1,0
67017550,inf,0,1,1,1,0
