timestamp,load,ram_usage
34357407,0.2700711,0.70646906
35357413,0.34427702,0.77205986
36357408,0.34386736,0.77469176
37357409,0.34031564,0.77469176
38357406,0.33997303,0.77469176
39357411,0.3369363,0.77469176
40357413,0.34149635,0.77469176
41357603,0.34043062,0.77469176
42357406,0.33901083,0.77469176
43357409,0.34169233,0.77469176
44357409,0.3388993,0.77469176
45357409,0.33561897,0.77469176
46357408,0.34005868,0.77469176
47357921,0.3348965,0.77469176
48357408,0.3369769,0.77469176
49357406,0.3403467,0.77469176
50357418,0.33795434,0.77469176
51357408,0.33932132,0.77469176
52357408,0.335913,0.77469176
53357410,0.33801532,0.77469176
54357408,0.33757567,0.77469176
55357408,0.339073,0.77469176
56357422,0.33860695,0.77469176
57357416,0.34148663,0.77469176
58357408,0.33698767,0.77469176
59357409,0.339405,0.77469176
60357406,0.35364807,0.77469176
61357409,0.35533428,0.77469176
62357410,0.34635305,0.77469176
63357426,0.35299206,0.77469176
64357406,0.35896105,0.77469176
65357408,0.36036426,0.77469176
66357417,0.36170155,0.77469176
67357413,0.34613436,0.77469176
