timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
35281283,-1.0183583,-1.0360137,0.0,0.0
35300487,-0.47798425,-0.4862695,0.0,0.0
35313345,-0.6061691,-0.61667633,0.0,0.0
35328358,-0.8689244,-0.883995,0.0,0.0
35342595,0.58356667,0.59368,0.0,0.0
35358336,-0.69062614,-0.7025991,0.0,0.0
35371969,0.3843428,0.39100856,0.0,0.0
35388438,0.9076543,0.92339706,0.0,0.0
35403324,-0.80002934,-0.81390494,0.0,0.0
35418580,-0.7423651,-0.7552359,0.0,0.0
35433022,-0.2676669,-0.27230886,0.0,0.0
35449397,-0.2676669,-0.27230886,0.0,0.0
35465465,-0.72234625,-0.734873,0.0,0.0
35479953,0.57733285,0.58734375,0.0,0.0
35502399,0.30713895,0.31246403,0.0,0.0
35511294,0.087835304,0.08935842,0.0,0.0
35526395,0.9587261,0.9753489,0.0,0.0
35541349,-1.0273979,-1.0452029,0.0,0.0
35556697,-0.84311986,-0.85773236,0.0,0.0
35572077,-0.100054696,-0.10178958,0.0,0.0
35589382,-0.8584868,-0.8733715,0.0,0.0
35603550,-0.37210953,-0.37855905,0.0,0.0
35617418,-0.88350993,-0.8988312,0.0,0.0
35632156,-0.7194278,-0.731905,0.0,0.0
35651307,-0.6015274,-0.61195844,0.0,0.0
35663241,-0.7402591,-0.75309384,0.0,0.0
35678427,-0.7402591,-0.75309384,0.0,0.0
35693233,-0.3422654,-0.34819764,0.0,0.0
35709158,0.8753781,0.89055204,0.0,0.0
35724426,0.78960556,0.8032968,0.0,0.0
35739294,0.49762276,0.5062526,0.0,0.0
35756308,0.87803733,0.8932563,0.0,0.0
35769409,-0.44813174,-0.45590183,0.0,0.0
35785298,0.34886247,0.3549121,0.0,0.0
35799859,-0.7377653,-0.75055265,0.0,0.0
35813594,-0.7377653,-0.75055265,0.0,0.0
35829354,-0.50541955,-0.514179,0.0,0.0
35844202,-0.27726632,-0.2820749,0.0,0.0
35859041,0.7114377,0.72376883,0.0,0.0
35874786,-0.42366725,-0.43101418,0.0,0.0
35891308,-0.8687936,-0.88385314,0.0,0.0
35903912,-0.6090329,-0.6195936,0.0,0.0
35920305,-0.66265535,-0.6741417,0.0,0.0
35935471,0.40911838,0.4162143,0.0,0.0
35949601,0.9352918,0.9515122,0.0,0.0
35964759,0.19954962,0.20300834,0.0,0.0
35980234,0.8271332,0.8414717,0.0,0.0
35996298,-0.6214764,-0.6322503,0.0,0.0
36010811,-0.9842337,-1.001303,0.0,0.0
36027305,-0.18716694,-0.19041203,0.0,0.0
36040341,-0.92492306,-0.9409561,0.0,0.0
36055912,-0.58644587,-0.59661084,0.0,0.0
36071693,-0.9022062,-0.917843,0.0,0.0
36087215,-0.7631916,-0.776425,0.0,0.0
36101983,-0.8323675,-0.8468038,0.0,0.0
36116951,0.41687614,0.42410317,0.0,0.0
36133353,0.5718485,0.5817615,0.0,0.0
36149304,-0.507652,-0.51645434,0.0,0.0
36162432,0.75988966,0.7730662,0.0,0.0
36179304,0.38096005,0.38756418,0.0,0.0
36192557,0.7179381,0.730387,0.0,0.0
36208346,0.851604,0.8663631,0.0,0.0
36222585,-0.54260856,-0.552014,0.0,0.0
36238410,0.26038164,0.26489782,0.0,0.0
36253482,0.26038164,0.26489782,0.0,0.0
36268699,-0.51397246,-0.5228842,0.0,0.0
36282745,-0.4960391,-0.5046364,0.0,0.0
36298871,-0.37580395,-0.382317,0.0,0.0
36314313,-0.37580395,-0.382317,0.0,0.0
36331306,-0.61015767,-0.6207382,0.0,0.0
36345010,-0.8594271,-0.8743238,0.0,0.0
36359982,0.55041826,0.55995953,0.0,0.0
36374824,0.48759583,0.49605107,0.0,0.0
36390372,-0.843892,-0.85852754,0.0,0.0
36405327,0.40038016,0.40731955,0.0,0.0
36421276,0.91983205,0.9357823,0.0,0.0
36436117,-0.92910403,-0.94520754,0.0,0.0
36451024,0.8248471,0.8391434,0.0,0.0
36466713,-0.84138805,-0.8559697,0.0,0.0
36481212,0.45202175,0.4598576,0.0,0.0
36497811,0.8030055,0.81692624,0.0,0.0
36512605,0.47890255,0.48720846,0.0,0.0
36529383,0.91802937,0.93395025,0.0,0.0
36542744,-0.80957854,-0.8236122,0.0,0.0
36558499,-1.0088412,-1.0263252,0.0,0.0
36574051,-0.82789874,-0.8422486,0.0,0.0
36587779,-0.82789874,-0.8422486,0.0,0.0
36603077,0.5444145,0.5538562,0.0,0.0
36618705,0.5444145,0.5538562,0.0,0.0
36633928,-0.7432559,-0.75614446,0.0,0.0
36648173,1.016834,1.0344596,0.0,0.0
36663601,-0.7354835,-0.74822956,0.0,0.0
36679142,1.0296155,1.0474672,0.0,0.0
36694147,0.59782743,0.6081889,0.0,0.0
36708850,0.5024155,0.511128,0.0,0.0
36724037,0.5024155,0.511128,0.0,0.0
36739101,-0.5753742,-0.58534825,0.0,0.0
36754660,0.9679155,0.9846998,0.0,0.0
36772306,-0.7987204,-0.81256837,0.0,0.0
36784522,0.6489138,0.6601603,0.0,0.0
36801304,1.0002915,1.0176389,0.0,0.0
36814933,0.94283134,0.9591823,0.0,0.0
36830530,0.5883625,0.5985616,0.0,0.0
36845639,0.8247653,0.83906984,0.0,0.0
36861456,-0.9345418,-0.95074046,0.0,0.0
36876172,0.7119927,0.7243336,0.0,0.0
36892076,0.7232466,0.7357832,0.0,0.0
36907923,-0.8122383,-0.8263235,0.0,0.0
36925300,-0.32986936,-0.33558908,0.0,0.0
36937786,0.847023,0.86171204,0.0,0.0
36954308,0.7173511,0.7297834,0.0,0.0
36969072,0.7629594,0.77618754,0.0,0.0
36983931,-0.9829403,-0.999983,0.0,0.0
36999121,-0.9829403,-0.999983,0.0,0.0
37015471,0.36845863,0.3748458,0.0,0.0
37029098,0.33931264,0.3451973,0.0,0.0
37045684,-0.15864398,-0.161395,0.0,0.0
37060641,-0.7935726,-0.807326,0.0,0.0
37076298,0.8867907,0.9021686,0.0,0.0
37092308,0.7039442,0.7161508,0.0,0.0
37107114,-0.88212997,-0.89741945,0.0,0.0
37121859,0.32819304,0.33388424,0.0,0.0
37136989,-0.96053225,-0.9771867,0.0,0.0
37151369,0.31751806,0.32302472,0.0,0.0
37167344,0.732085,0.7447813,0.0,0.0
37181606,0.11156993,0.11350486,0.0,0.0
37197021,-0.89081746,-0.90626335,0.0,0.0
37211511,0.42101583,0.42831236,0.0,0.0
37227297,0.96579176,0.98253393,0.0,0.0
37242085,0.61910176,0.62983924,0.0,0.0
37257292,-0.87594754,-0.8911332,0.0,0.0
37274310,0.5057896,0.51455855,0.0,0.0
