timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
35160000,0.0,0.0,0.0
66648207,0.0,0.0,0.0
66846469,0.0,0.0,0.0
67042529,0.0,0.0,0.0
67258585,0.0,0.0,0.0
67457165,0.0,0.0,0.0
