timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
2470403682,0.0,0.0,0.0
2502236035,0.0,0.0,0.0
2502430041,0.0,0.0,0.0
2502630431,0.0,0.0,0.0
2502842475,0.0,0.0,0.0
2503039057,0.0,0.0,0.0
