timestamp,load,ram_usage
2470500152,0.4469989,0.77205986
2471487409,0.5719799,0.77469176
2472487409,0.5434675,0.77469176
2473487430,0.5376377,0.77469176
2474487449,0.5389508,0.77469176
2475487409,0.53756857,0.77469176
2476487406,0.53979063,0.77469176
2478487418,0.5307404,0.77469176
2479487410,0.52256817,0.77469176
2480487408,0.49900252,0.77469176
2481487408,0.53989303,0.77469176
2482487406,0.5387571,0.77469176
2483487422,0.5395549,0.77469176
2484487549,0.5381042,0.77469176
2485487412,0.48311865,0.77469176
2486487409,0.332026,0.77469176
2487487408,0.33245033,0.77469176
2488487408,0.331293,0.77469176
2489487446,0.3332677,0.77469176
2490487550,0.33090365,0.77469176
2491487408,0.32999784,0.77469176
2492487408,0.33405203,0.77469176
2493487410,0.26558053,0.77469176
2494487409,0.332093,0.77469176
2495487429,0.33631128,0.77469176
2496487408,0.34375423,0.77469176
2497487409,0.34736598,0.77469176
2498487408,0.34961534,0.77469176
2499487408,0.349903,0.77469176
2500487420,0.34895915,0.77469176
2501487437,0.34732485,0.77469176
2502487408,0.34264332,0.77469176
