timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
2469967138,inf,0,1,1,1,0
2470967154,inf,0,1,1,1,0
2471967158,inf,0,1,1,1,0
2472987143,inf,0,1,1,1,0
2473987189,inf,0,1,1,1,0
2475007142,inf,0,1,1,1,0
2476007158,inf,0,1,1,1,0
2478027443,inf,0,1,1,1,0
2479047166,inf,0,1,1,1,0
2479347147,inf,0,1,1,1,1
2479847156,inf,0,1,0,1,1
2479867209,inf,0,1,0,0,1
2480347143,inf,0,0,0,0,0
2481347150,inf,0,0,0,0,0
2482347158,inf,0,0,0,0,0
2483367184,inf,0,0,0,0,0
2484387152,inf,0,0,0,0,0
2485407307,inf,0,0,0,0,0
2486427151,inf,0,0,0,0,0
2487427189,inf,0,0,0,0,0
2488447152,inf,0,0,0,0,0
2489467141,inf,0,0,0,0,0
2490467141,inf,0,0,0,0,0
2491467159,inf,0,0,0,0,0
2492467191,inf,0,0,0,0,0
2493487134,inf,0,0,0,0,0
2494487143,inf,0,0,0,0,0
2494707409,inf,1,0,0,0,0
2495067141,inf,0,0,0,0,0
2496067707,inf,0,0,0,0,0
2497087187,inf,0,0,0,0,0
2498107143,inf,0,0,0,0,0
2499127215,inf,0,0,0,0,0
2500147161,inf,0,0,0,0,0
2501147187,inf,0,0,0,0,0
2502167142,inf,0,0,0,0,0
2502327138,inf,0,1,0,0,0
2502487138,inf,0,1,1,0,0
2502547187,inf,0,1,1,1,0
