timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
28565164,0.0,0.0,0.0
73340892,0.0,0.0,0.0
73536844,0.0,0.0,0.0
73737139,0.0,0.0,0.0
73937490,0.0,0.0,0.0
74152409,0.0,0.0,0.0
