timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
28269152,inf,0,1,1,1,0
29269161,inf,0,1,1,1,0
30289189,inf,0,1,1,1,0
31289378,inf,0,1,1,1,0
32310121,inf,0,1,1,1,0
33329177,inf,0,1,1,1,0
34349157,inf,0,1,1,1,0
35369156,inf,0,1,1,1,0
36369160,inf,0,1,1,1,0
37369168,inf,0,1,1,1,0
37529159,inf,0,1,1,1,1
38029457,inf,0,1,0,1,1
38049167,inf,0,1,0,0,1
38549162,inf,0,0,0,0,0
39569157,inf,0,0,0,0,0
40569160,inf,0,0,0,0,0
41589157,inf,0,0,0,0,0
42589170,inf,0,0,0,0,0
43609157,inf,0,0,0,0,0
44629169,inf,0,0,0,0,0
45629177,inf,0,0,0,0,0
46649449,inf,0,0,0,0,0
47669155,inf,0,0,0,0,0
48669159,inf,0,0,0,0,0
49689165,inf,0,0,0,0,0
50709157,inf,0,0,0,0,0
51729157,inf,0,0,0,0,0
52729159,inf,0,0,0,0,0
53749165,inf,0,0,0,0,0
54769155,inf,0,0,0,0,0
55769168,inf,0,0,0,0,0
56789157,inf,0,0,0,0,0
57769163,inf,0,0,0,0,1
58769163,inf,0,0,0,0,1
58949542,inf,0,0,0,0,0
59971460,inf,0,0,0,0,0
60989155,inf,0,0,0,0,0
61889181,inf,0,0,0,0,1
62889748,inf,0,0,0,0,0
63729157,inf,0,0,0,0,1
63769156,inf,0,0,0,0,0
63789157,inf,0,0,0,0,1
63889155,inf,0,0,0,0,0
63929178,inf,0,0,0,0,1
63949159,inf,0,0,0,0,0
64009155,inf,0,0,0,0,1
65009155,inf,0,0,0,0,1
66009163,inf,0,0,0,0,1
66149157,inf,0,0,0,0,0
66469157,inf,0,0,0,0,1
66889157,inf,0,0,0,0,0
67909155,inf,0,0,0,0,0
68909155,inf,0,0,0,0,0
69909157,inf,0,0,0,0,0
70909163,inf,0,0,0,0,0
71929170,inf,0,0,0,0,0
72949155,inf,0,0,0,0,0
73609152,inf,0,0,1,0,0
73649164,inf,0,0,1,1,0
73709152,inf,0,1,1,1,0
