timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
28566408,40.154030314298076,116.25936854636636,0.9713373,0.057187337,0.012439353,-0.029770948,0.000548839,1,1,0
73658302,40.15403725566558,116.25935775656123,16.550665,0.82903224,-0.90456235,-15.609098,0.073822774,1,1,0
73923362,40.15403791703795,116.25936078277022,16.118135,0.90257347,-0.64737153,-15.176569,0.26569355,1,1,0
74033451,40.154037978840975,116.25936199109205,15.694584,0.90944564,-0.5446789,-14.753017,0.30920875,1,1,0
