timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
28693356,28693302,0.010116019,0.010115819,-0.0015041837,-0.0,0.0,0.0,0.0,-1.0
28811481,28811427,0.0012644919,-0.011816367,0.0009711433,-0.0,0.0,0.0,0.0,-1.0
28911604,28911550,0.009835863,-0.007257933,-0.00032888702,-0.0,0.0,0.0,0.0,-1.0
29016365,29016302,-0.010780396,-0.015849533,-0.00039696234,-0.0,0.0,0.0,0.0,-1.0
29117386,29117312,-0.0027371373,-0.00095309905,-0.0016138174,-0.0,0.0,0.0,0.0,-1.0
29217607,29217553,0.0029396634,-0.004804911,6.5343454e-05,-0.0,0.0,0.0,0.0,-1.0
29319456,29319403,0.012586702,0.0014340447,-0.002853842,-0.0,0.0,0.0,0.0,-1.0
29420356,29420302,0.009157867,0.003803879,-0.0026093915,-0.0,0.0,0.0,0.0,-1.0
29520535,29520483,0.004060898,0.0044138813,-0.0027645817,-0.0,0.0,0.0,0.0,-1.0
29623465,29623411,-0.0025809812,0.008158321,-0.0010218135,0.0,0.0,0.0,0.0,-1.0
29723692,29723639,0.012102969,-0.0022433435,-0.00083996024,0.0,0.0,0.0,0.0,-1.0
29825395,29825343,0.012496155,-0.010686731,0.0013233954,0.0,0.0,0.0,0.0,-1.0
29928360,29928306,-0.00014621642,-0.0018420324,-0.00086590985,0.0,0.0,0.0,0.0,-1.0
30026352,30026300,0.002227535,-0.007237571,-0.0006029035,0.0,0.0,0.0,0.0,-1.0
30131396,30131342,0.009076942,-0.0035822247,0.0017581495,0.0,0.0,0.0,0.0,-1.0
30231359,30231307,0.0046649952,-0.009829542,0.0010658597,0.0,0.0,0.0,0.0,-1.0
30335368,30335316,0.015932525,-0.0050100125,0.00089155504,0.0,0.0,0.0,0.0,-1.0
30353599,30353547,-0.001123337,0.002561763,0.001379857,0.0,0.0,0.0,0.0,-1.0
30535364,30535302,0.015732808,-0.0003553482,-0.00023568851,0.0,0.0,0.0,0.0,-1.0
30636467,30636413,0.013349502,-0.009935386,0.0013802651,0.0,0.0,0.0,0.0,-1.0
30740390,30740338,0.00025714387,-0.013900532,-0.0013555516,0.0,0.0,0.0,0.0,-1.0
30841355,30841303,0.0032413912,0.010374432,0.000600202,0.0,0.0,0.0,0.0,-1.0
30941529,30941302,-0.0027722104,-0.0017311405,-0.00042397444,0.0,0.0,0.0,0.0,-1.0
31042221,31042169,-0.0022313436,0.00044860612,0.0006154243,0.0,0.0,0.0,0.0,-1.0
31145391,31145337,0.007308446,-0.00031154405,0.001545323,0.0,0.0,0.0,0.0,-1.0
31247358,31247305,0.0020162784,-0.009476389,-0.0006362045,0.0,0.0,0.0,0.0,-1.0
31347366,31347302,0.00021195179,0.0043718023,-0.0008958119,0.0,0.0,0.0,0.0,-1.0
31450350,31450296,-0.004853811,-0.008432166,-0.0013898643,0.0,0.0,0.0,0.0,-1.0
31552359,31552302,0.0023822146,-0.0013380641,0.00070377806,0.0,0.0,0.0,0.0,-1.0
31653390,31653338,0.010094764,-0.0069877305,-0.00018119098,0.0,0.0,0.0,0.0,-1.0
31754393,31754341,0.016293798,-0.003636695,-0.0010177383,0.0,0.0,0.0,0.0,-1.0
31855357,31855305,0.012873614,-0.006247659,0.0013751616,0.0,0.0,0.0,0.0,-1.0
31956365,31956303,0.016284749,0.0023896534,0.0010983946,0.0,0.0,0.0,0.0,-1.0
32059442,32059384,0.003810227,0.0024304488,-0.0014492614,0.0,0.0,0.0,0.0,-1.0
