timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
28693302,0.3843428,0.39100856,0.0,0.0
28711505,-0.73866266,-0.7514661,0.0,0.0
28714840,0.9076543,0.92339706,0.0,0.0
28717326,-0.80002934,-0.81390494,0.0,0.0
28721454,-0.80002934,-0.81390494,0.0,0.0
28725337,-0.8358432,-0.8503291,0.0,0.0
28729109,-0.8358432,-0.8503291,0.0,0.0
28733303,-0.8358432,-0.8503291,0.0,0.0
28737303,-0.7423651,-0.7552359,0.0,0.0
28741470,-0.7423651,-0.7552359,0.0,0.0
28746324,-0.2676669,-0.27230886,0.0,0.0
28749362,-0.2676669,-0.27230886,0.0,0.0
28757296,-0.8476588,-0.8623519,0.0,0.0
28760475,-0.8476588,-0.8623519,0.0,0.0
28765342,0.69024086,0.7022055,0.0,0.0
28769383,0.69024086,0.7022055,0.0,0.0
28773312,0.69024086,0.7022055,0.0,0.0
28777310,-0.7741104,-0.78753597,0.0,0.0
28781416,-0.7741104,-0.78753597,0.0,0.0
28790473,-0.72234625,-0.734873,0.0,0.0
28808298,0.92347115,0.93948805,0.0,0.0
28811427,0.92347115,0.93948805,0.0,0.0
28816303,0.30713895,0.31246403,0.0,0.0
28822300,0.30713895,0.31246403,0.0,0.0
28836815,0.4441956,0.45189416,0.0,0.0
28841514,0.4441956,0.45189416,0.0,0.0
28845316,0.9587261,0.9753489,0.0,0.0
28849334,0.9587261,0.9753489,0.0,0.0
28854332,0.9587261,0.9753489,0.0,0.0
28858302,-1.0273979,-1.0452029,0.0,0.0
28863296,-1.0273979,-1.0452029,0.0,0.0
28867305,0.9921384,1.0093359,0.0,0.0
28871412,0.9921384,1.0093359,0.0,0.0
28875338,-0.84311986,-0.85773236,0.0,0.0
28879375,-0.84311986,-0.85773236,0.0,0.0
28882770,-0.84311986,-0.85773236,0.0,0.0
28887302,-0.100054696,-0.10178958,0.0,0.0
28891410,-0.100054696,-0.10178958,0.0,0.0
28895307,-0.100054696,-0.10178958,0.0,0.0
28900314,-0.76186836,-0.77508056,0.0,0.0
28907299,-0.8584868,-0.8733715,0.0,0.0
28911550,-0.8584868,-0.8733715,0.0,0.0
28916302,-0.37210953,-0.37855905,0.0,0.0
