timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
43314229,36663240,40.154030000000006,116.2593677,0.015391636,0.040536433,-0.008265868,-0.0010213003,1.6059734e-05,0.0,0.0031209139,0.0015318893,0.0024011214,-0.021821002,-0.016454313,-0.00991332,0.042877093,-0.007009502,0.09632452,0.1736931,0.0029408655,1.1027696,0.14436872,-0.0024011214,0.22255753,0.21842207,0.19110334,0.08234565,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43421953,36663240,40.154030000000006,116.2593677,0.01895462,0.042573836,-0.01030769,-0.0010213003,1.6059734e-05,0.0,0.0031177884,0.0016524687,0.0038695324,-0.019633556,-0.016454313,-0.00991332,0.042877093,0.010050155,0.041812506,-0.19285864,0.0028252185,1.1027696,0.14641054,-0.0038695324,0.22237624,0.21921955,0.1895545,0.08219578,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43527986,36663240,40.154030000000006,116.2593677,0.023192959,0.04639698,-0.012445034,-0.0010213003,1.6059734e-05,0.0,0.007510127,0.00531274,0.006488169,-0.016250033,-0.016454313,-0.00991332,0.042877093,0.06267857,-0.06867075,0.081037164,0.002851292,1.1027696,0.14854789,-0.006488169,0.22256392,0.21881829,0.18833399,0.08190625,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43620082,36663240,40.154030000000006,116.2593677,0.027841758,0.04890163,-0.012938343,-0.0010213003,1.6059734e-05,0.0,0.010916322,0.00454307,0.006243069,-0.014947679,-0.016454313,-0.00991332,0.042877093,-0.07054894,0.060763776,-0.086528674,0.0025088869,1.1027696,0.1490412,-0.006243069,0.21951132,0.21848248,0.18568777,0.08135541,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43726961,36663240,40.154030000000006,116.2593677,0.034665875,0.051753588,-0.013907311,-0.0010213003,1.6059734e-05,0.0,0.02067409,0.0058969436,-0.0013451821,-0.020929433,-0.016454313,-0.00991332,0.042877093,0.07877887,-0.004276203,-0.026773933,0.002311838,1.1027696,0.15001017,0.0013451821,0.21862471,0.21891697,0.18425597,0.08111429,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43833890,36663240,40.154030000000006,116.2593677,0.042181663,0.054877974,-0.016161729,-0.0010213003,1.6059734e-05,0.0,0.020782731,0.0069546686,0.0033142236,-0.016175002,-0.016454313,-0.00991332,0.042877093,0.011559158,-0.03805448,0.037813418,0.0021727504,1.1027696,0.15226458,-0.0033142236,0.21855551,0.21963939,0.18283108,0.080992796,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
43940792,36663240,40.154030000000006,116.2593677,0.04921015,0.057814386,-0.015960678,-0.0010213003,1.6059734e-05,0.0,0.02576134,0.0040245946,0.0042824117,-0.012834784,-0.016454313,-0.00991332,0.042877093,0.020091688,-0.030129822,0.12352969,0.0022687158,1.1027696,0.15206353,-0.0042824117,0.21852021,0.21904387,0.18171602,0.08068547,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44031977,36663240,40.154030000000006,116.2593677,0.054472707,0.058185056,-0.013796449,-0.0010213003,1.6059734e-05,0.0,0.029809922,0.005458733,0.0004426969,-0.01296561,-0.016454313,-0.00991332,0.042877093,-0.043573707,0.0077261855,-0.08159464,0.0019585502,1.1027696,0.1498993,-0.0004426969,0.21531874,0.21724132,0.18029407,0.07945613,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44139410,36663240,40.154030000000006,116.2593677,0.060454603,0.058802187,-0.011955649,-0.0010213003,1.6059734e-05,0.0,0.036801122,0.003843749,-0.0050514545,-0.015185126,-0.016454313,-0.00991332,0.042877093,0.09195759,-0.0025216318,-0.13258894,0.0017834388,1.1027696,0.1480585,0.0050514545,0.21551473,0.21803038,0.18082276,0.07857981,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44246180,36663240,40.154030000000006,116.2593677,0.065137334,0.060522165,-0.011048811,-0.0010213003,1.6059734e-05,0.0,0.03584627,0.006760845,-0.0025087274,-0.010370082,-0.016454313,-0.00991332,0.042877093,0.008486176,0.08623188,-0.09080188,0.001730979,1.1027696,0.14715166,0.0025087274,0.21527973,0.21733217,0.18161857,0.07752598,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44338987,36663240,40.154030000000006,116.2593677,0.06646668,0.061928257,-0.010911532,-0.0010213003,1.6059734e-05,0.0,0.031223314,0.007941964,0.0061834753,-0.0010902841,-0.016454313,-0.00991332,0.042877093,-0.041180495,-0.0100206705,0.1557254,0.0016862173,1.1027696,0.14701438,-0.0061834753,0.21323761,0.21724148,0.18030243,0.07657522,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44446303,36663240,40.154030000000006,116.2593677,0.06541586,0.062386315,-0.011499536,-0.0010213003,1.6059734e-05,0.0,0.029971449,0.0065426547,0.0037856577,-0.0038333992,-0.016454313,-0.00991332,0.042877093,-0.024307063,0.0193986,0.08295804,0.0015246945,1.1027696,0.1476024,-0.0037856577,0.21352868,0.2167301,0.18092151,0.075779565,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44550559,36663240,40.154030000000006,116.2593677,0.06336965,0.062284496,-0.010726179,-0.0010213003,1.6059734e-05,0.0,0.025386993,0.0065525435,0.007394558,0.0009772992,-0.016454313,-0.00991332,0.042877093,-0.050303806,0.07432946,0.18843009,0.0018136683,1.1027696,0.14682904,-0.007394558,0.21351169,0.21738404,0.18157029,0.075205,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44641439,36663240,40.154030000000006,116.2593677,0.061638724,0.0628472,-0.008694279,-0.0010213003,1.6059734e-05,0.0,0.024207331,0.005237069,0.0027793415,-0.0017757043,-0.016454313,-0.00991332,0.042877093,0.06833275,0.024813706,-0.1406662,0.0018645474,1.1027696,0.14479713,-0.0027793415,0.21176895,0.21740647,0.18075722,0.07455878,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
44748327,36663240,40.154030000000006,116.2593677,0.060251098,0.06513425,-0.007668589,-0.0010213003,1.6059734e-05,0.0,0.024122465,0.010848874,-0.0017379369,-0.0047633247,-0.016454313,-0.00991332,0.042877093,0.029731866,0.08228805,0.044040106,0.001897581,1.1027696,0.14377144,0.0017379369,0.21186192,0.21681336,0.18156442,0.07401135,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
