timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
42378138,inf,0,1,1,1,0
43378162,inf,0,1,1,1,0
44398141,inf,0,1,1,1,0
45398141,inf,0,1,1,1,0
46398170,inf,0,1,1,1,0
47418145,inf,0,1,1,1,0
48418150,inf,0,1,1,1,0
49438143,inf,0,1,1,1,0
50458162,inf,0,1,1,1,0
51478143,inf,0,1,1,1,0
51938143,inf,0,1,1,1,1
52458143,inf,0,1,0,1,1
52478142,inf,0,1,0,0,1
52938143,inf,0,0,0,0,0
53958165,inf,0,0,0,0,0
54978143,inf,0,0,0,0,0
55998150,inf,0,0,0,0,0
56998771,inf,0,0,0,0,0
58018163,inf,0,0,0,0,0
59038143,inf,0,0,0,0,0
60038156,inf,0,0,0,0,0
61058141,inf,0,0,0,0,0
62058141,inf,0,0,0,0,0
63058163,inf,0,0,0,0,0
64078141,inf,0,0,0,0,0
65078141,inf,0,0,0,0,0
66078305,inf,0,0,0,0,0
67098151,inf,0,0,0,0,0
67879691,inf,1,0,0,0,0
68018148,inf,0,0,0,0,0
69038143,inf,0,0,0,0,0
70058183,inf,0,0,0,0,0
71078143,inf,0,0,0,0,0
72098149,inf,0,0,0,0,0
73118146,inf,0,0,0,0,0
74118163,inf,0,0,0,0,0
75138149,inf,0,0,0,0,0
75538138,inf,0,0,1,0,0
75598138,inf,0,0,1,1,0
75638138,inf,0,1,1,1,0
