timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
43012070,0.0,0.0,0.0
75288198,0.0,0.0,0.0
75487639,0.0,0.0,0.0
75685786,0.0,0.0,0.0
75900479,0.0,0.0,0.0
76096856,0.0,0.0,0.0
