timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
43314229,0,32767,32767,32767,-276,-276,32767
43336200,0,32767,32767,32767,-349,-349,32767
43346581,0,32767,-2,32767,-323,-323,32767
43361079,0,32767,32767,32767,-248,-248,32767
43376049,0,32767,32767,32767,-295,-295,32767
43393338,0,32767,32767,32767,-323,-323,32767
43408062,0,32767,32767,32767,-320,-320,32767
43421953,0,32767,32767,32767,-286,-286,32767
43437296,0,32767,32767,32767,-292,-292,32767
43451481,0,32767,-1,32767,-295,-295,32767
43467057,0,32767,32767,32767,-298,-298,32767
43482041,0,32767,32767,32767,-306,-306,32767
43497380,0,32767,32767,32767,-303,-303,32767
43514297,0,32767,32767,32767,-322,-322,32767
43527986,0,32767,32767,32767,-306,-306,32767
43543103,0,32767,32767,32767,-289,-289,32767
43558385,0,32767,-2,32767,-304,-304,32767
43573932,0,32767,32767,32767,-308,-308,32767
43589111,0,32767,32767,32767,-308,-308,32767
43604513,0,32767,32767,32767,-306,-306,32767
43620082,0,32767,32767,32767,-309,-309,32767
43646302,0,32767,32767,32767,-418,-418,32767
43650952,0,32767,32767,32767,-309,-309,32767
43666519,0,32767,-2,32767,-202,-202,32767
43683324,0,32767,32767,32767,-324,-324,32767
43696977,0,32767,32767,32767,-304,-304,32767
43712039,0,32767,32767,32767,-287,-287,32767
43726961,0,32767,32767,32767,-300,-300,32767
43742438,0,32767,32767,32767,-304,-304,32767
43759407,0,32767,32767,32767,-325,-325,32767
43773341,0,32767,-4,32767,-309,-309,32767
43788104,0,32767,32767,32767,-287,-287,32767
43803565,0,32767,32767,32767,-302,-302,32767
43820259,0,32767,32767,32767,-321,-321,32767
43833890,0,32767,32767,32767,-303,-303,32767
43848456,0,32767,32767,32767,-282,-282,32767
43863972,0,32767,32767,32767,-301,-301,32767
43880095,0,32767,-1,32767,-316,-316,32767
43894785,0,32767,32767,32767,-308,-308,32767
43913350,0,32767,32767,32767,-333,-333,32767
43926170,0,32767,32767,32767,-314,-314,32767
43940792,0,32767,32767,32767,-274,-274,32767
43956022,0,32767,32767,32767,-299,-299,32767
43970901,0,32767,32767,32767,-302,-302,32767
43985469,0,32767,-1,32767,-294,-294,32767
44002107,0,32767,32767,32767,-312,-312,32767
44015903,0,32767,32767,32767,-305,-305,32767
44031977,0,32767,32767,32767,-298,-298,32767
44047957,0,32767,32767,32767,-320,-320,32767
44062559,0,32767,32767,32767,-306,-306,32767
44080302,0,32767,32767,32767,-324,-324,32767
44095475,0,32767,-1,32767,-329,-329,32767
44109340,0,32767,32767,32767,-290,-290,32767
44124929,0,32767,32767,32767,-295,-295,32767
44139410,0,32767,32767,32767,-301,-301,32767
44154689,0,32767,32767,32767,-297,-297,32767
44169666,0,32767,32767,32767,-302,-302,32767
44185286,0,32767,32767,32767,-306,-306,32767
44203038,0,32767,-2,32767,-334,-334,32767
44216024,0,32767,32767,32767,-308,-308,32767
44231510,0,32767,32767,32767,-285,-285,32767
44246180,0,32767,32767,32767,-301,-301,32767
44262497,0,32767,32767,32767,-309,-309,32767
44278329,0,32767,32767,32767,-322,-322,32767
44292564,0,32767,32767,32767,-301,-301,32767
44308153,0,32767,-2,32767,-298,-298,32767
44323339,0,32767,32767,32767,-308,-308,32767
44338987,0,32767,32767,32767,-308,-308,32767
44355302,0,32767,32767,32767,-320,-320,32767
44371297,0,32767,32767,32767,-323,-323,32767
44384204,0,32767,32767,32767,-289,-289,32767
44400012,0,32767,32767,32767,-288,-288,32767
44414519,0,32767,-2,32767,-303,-303,32767
44429446,0,32767,32767,32767,-294,-294,32767
44446303,0,32767,32767,32767,-318,-318,32767
44459447,0,32767,32767,32767,-300,-300,32767
44476311,0,32767,32767,32767,-300,-300,32767
44490134,0,32767,32767,32767,-307,-307,32767
44505505,0,32767,32767,32767,-292,-292,32767
44521762,0,32767,-2,32767,-316,-316,32767
44538349,0,32767,32767,32767,-328,-328,32767
44550559,0,32767,32767,32767,-288,-288,32767
44567113,0,32767,32767,32767,-288,-288,32767
44582297,0,32767,32767,32767,-317,-317,32767
44595938,0,32767,32767,32767,-288,-288,32767
44611145,0,32767,32767,32767,-289,-289,32767
44625981,0,32767,-1,32767,-300,-300,32767
44641439,0,32767,32767,32767,-303,-303,32767
44657534,0,32767,32767,32767,-316,-316,32767
44671898,0,32767,32767,32767,-304,-304,32767
44686924,0,32767,32767,32767,-294,-294,32767
44701361,0,32767,32767,32767,-295,-295,32767
44716730,0,32767,32767,32767,-298,-298,32767
44732339,0,32767,-3,32767,-310,-310,32767
44748327,0,32767,32767,32767,-316,-316,32767
44763336,0,32767,32767,32767,-310,-310,32767
44776347,0,32767,32767,32767,-280,-280,32767
44791944,0,32767,32767,32767,-286,-286,32767
44808323,0,32767,32767,32767,-320,-320,32767
44824304,0,32767,32767,32767,-324,-324,32767
44838425,0,32767,-2,32767,-301,-301,32767
44855308,0,32767,32767,32767,-310,-310,32767
44868400,0,32767,32767,32767,-300,-300,32767
44883879,0,32767,32767,32767,-285,-285,32767
44899288,0,32767,32767,32767,-308,-308,32767
44914826,0,32767,32767,32767,-310,-310,32767
44930582,0,32767,32767,32767,-313,-313,32767
44945710,0,32767,-3,32767,-309,-309,32767
44962306,0,32767,32767,32767,-318,-318,32767
44977307,0,32767,32767,32767,-316,-316,32767
44990556,0,32767,32767,32767,-282,-282,32767
45007297,0,32767,32767,32767,-299,-299,32767
45022304,0,32767,32767,32767,-318,-318,32767
45038330,0,32767,32767,32767,-311,-311,32767
45051138,0,32767,-2,32767,-288,-288,32767
45065948,0,32767,32767,32767,-276,-276,32767
45084297,0,32767,32767,32767,-331,-331,32767
45097303,0,32767,32767,32767,-314,-314,32767
45111495,0,32767,32767,32767,-272,-272,32767
45129297,0,32767,32767,32767,-319,-319,32767
45141187,0,32767,32767,32767,-297,-297,32767
45156040,0,32767,-2,32767,-268,-268,32767
45171223,0,32767,32767,32767,-301,-301,32767
45186726,0,32767,32767,32767,-307,-307,32767
45201944,0,32767,32767,32767,-307,-307,32767
45218347,0,32767,32767,32767,-316,-316,32767
45233010,0,32767,32767,32767,-311,-311,32767
45249303,0,32767,32767,32767,-310,-310,32767
45262536,0,32767,-2,32767,-295,-295,32767
45278482,0,32767,32767,32767,-291,-291,32767
45295304,0,32767,32767,32767,-328,-328,32767
45308498,0,32767,32767,32767,-300,-300,32767
45323875,0,32767,32767,32767,-285,-285,32767
45338745,0,32767,32767,32767,-303,-303,32767
45355035,0,32767,32767,32767,-312,-312,32767
45369446,0,32767,-2,32767,-307,-307,32767
45384354,0,32767,32767,32767,-293,-293,32767
45400328,0,32767,32767,32767,-309,-309,32767
45416906,0,32767,32767,32767,-326,-326,32767
45432303,0,32767,32767,32767,-320,-320,32767
45447297,0,32767,32767,32767,-303,-303,32767
45461226,0,32767,32767,32767,-289,-289,32767
45476493,0,32767,-1,32767,-292,-292,32767
45491878,0,32767,32767,32767,-306,-306,32767
45506510,0,32767,32767,32767,-301,-301,32767
45522291,0,32767,32767,32767,-304,-304,32767
45537401,0,32767,32767,32767,-309,-309,32767
45553535,0,32767,32767,32767,-313,-313,32767
45568324,0,32767,32767,32767,-309,-309,32767
45583345,0,32767,-2,32767,-298,-298,32767
45598429,0,32767,32767,32767,-301,-301,32767
45613837,0,32767,32767,32767,-305,-305,32767
45628575,0,32767,32767,32767,-301,-301,32767
45645305,0,32767,32767,32767,-315,-315,32767
45659004,0,32767,32767,32767,-305,-305,32767
45673747,0,32767,32767,32767,-284,-284,32767
45689835,0,32767,-2,32767,-308,-308,32767
45703759,0,32767,32767,32767,-300,-300,32767
45720724,0,32767,32767,32767,-309,-309,32767
45737297,0,32767,32767,32767,-335,-335,32767
45750805,0,32767,32767,32767,-301,-301,32767
45766248,0,32767,32767,32767,-290,-290,32767
45782311,0,32767,32767,32767,-315,-315,32767
45797798,0,32767,-1,32767,-315,-315,32767
45813339,0,32767,32767,32767,-310,-310,32767
45829371,0,32767,32767,32767,-316,-316,32767
45842554,0,32767,32767,32767,-292,-292,32767
45857517,0,32767,32767,32767,-282,-282,32767
45872565,0,32767,32767,32767,-300,-300,32767
45887723,0,32767,32767,32767,-302,-302,32767
45902781,0,32767,-1,32767,-302,-302,32767
45918190,0,32767,32767,32767,-304,-304,32767
45935304,0,32767,32767,32767,-326,-326,32767
45949579,0,32767,32767,32767,-314,-314,32767
45964580,0,32767,32767,32767,-292,-292,32767
45982306,0,32767,32767,32767,-328,-328,32767
