timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
43314229,-0.0036520066,0.0047219614,-0.0056862407,12905,-12905,-0.023286693,0.099706054,-9.62175,14722
43336200,-0.0036520066,0.0047219614,-0.0056862407,21971,-21971,-0.012072142,-0.017745119,-9.676998,12905
43346581,-0.0057341857,0.006265049,0.0074889674,10381,-10381,-0.012072142,-0.017745119,-9.676998,21971
43361079,0.004555157,0.00022616888,0.0037261897,14498,-14498,0.062268604,-0.01651672,-9.636812,10381
43376049,0.004555157,0.00022616888,0.0037261897,14970,-14970,-0.09884911,0.028131925,-9.916282,14498
43393338,-0.005049629,0.0033602975,0.00012048589,17289,-17289,-0.09884911,0.028131925,-9.916282,14970
43408062,0.00013681928,-0.0062325336,-0.0011687916,14724,-14724,-0.017490335,-0.07043909,-9.624984,17289
43421953,-0.008034838,0.0017040729,-0.0074118553,13891,-13891,-0.0060631814,0.047814865,-9.988539,14724
43437296,0.0015044385,0.006333664,0.0031092567,15343,-15343,-0.08112913,0.055241406,-9.970621,13891
43451481,0.0015044385,0.006333664,0.0031092567,14185,-14185,0.062361382,0.09277713,-9.802958,15343
43467057,0.0070641716,0.002769345,-0.007961145,15576,-15576,0.062361382,0.09277713,-9.802958,14185
43482041,0.0070641716,0.002769345,-0.007961145,14984,-14984,0.005168084,-0.070166595,-9.6672535,15576
43497380,-0.008883071,0.009379252,-0.00081941695,15339,-15339,0.005168084,-0.070166595,-9.6672535,14984
43514297,-0.008581326,-0.008349049,0.009348191,16917,-16917,-0.045102097,0.09267091,-9.745167,15339
43527986,-0.008581326,-0.008349049,0.009348191,13689,-13689,0.04805623,-0.061423972,-9.716068,16917
43543103,0.0062470683,-0.006796619,-0.0063438984,15117,-15117,0.04805623,-0.061423972,-9.716068,13689
43558385,0.00042692607,0.0018895522,0.0009049026,15282,-15282,-0.08948385,-0.060441766,-9.827929,15117
43573932,0.0064553586,-0.0027832268,-0.00886877,15547,-15547,0.035407297,-0.06856643,-9.764472,15282
43589111,0.0044107,0.0066760825,-0.0009558205,15179,-15179,0.0022460755,-0.06639253,-9.965901,15547
43604513,0.001421975,0.006570445,0.0034977305,15402,-15402,0.0935433,0.060326893,-9.606549,15179
43620082,-0.008409662,0.0019234347,-0.0052278624,15569,-15569,-0.08450503,0.06634164,-9.8823395,15402
43646302,-0.008409662,0.0019234347,-0.0052278624,26220,-26220,0.06365897,0.0033853583,-9.89671,15569
43650952,0.00987464,-0.0045907497,0.007806946,4650,-4650,0.06365897,0.0033853583,-9.89671,26220
43666519,0.00987464,-0.0045907497,0.007806946,15567,-15567,0.034216702,-0.021395605,-9.865118,4650
43683324,-0.006477848,0.0030992555,0.0025725414,16805,-16805,0.034216702,-0.021395605,-9.865118,15567
43696977,-0.004185482,0.008342414,-0.0028775542,13653,-13653,0.004121129,0.06053722,-9.847418,16805
43712039,-0.004185482,0.008342414,-0.0028775542,15062,-15062,0.06555351,0.0034446216,-9.8228855,13653
43726961,-0.0029936228,-0.0076951347,-0.00661048,14922,-14922,0.06555351,0.0034446216,-9.8228855,15062
43742438,-9.992447e-05,0.0076062414,-0.004547437,15477,-15477,-0.086897895,0.003141061,-9.669293,14922
43759407,0.009022241,0.0027917665,-0.0031615428,16969,-16969,-0.08788892,-0.08368314,-9.798082,15477
43773341,0.008004407,0.0019133401,-0.008779304,13934,-13934,-0.09463742,0.06887336,-9.902276,16969
43788104,0.0042639477,8.3425926e-05,0.009095435,14763,-14763,0.06388505,0.04804854,-9.616783,13934
43803565,0.0037123815,-0.0040399604,0.0073127,15461,-15461,-0.05291127,0.04818168,-9.683284,14763
43820259,-0.00048599497,0.0025303264,-0.009439166,16694,-16694,-0.022221519,0.004274988,-9.728842,15461
43833890,-0.005448163,0.0052048503,0.00634153,13631,-13631,-7.763361e-05,-0.03327293,-9.75876,16694
43848456,-0.008302062,0.0046642446,-0.0014579996,14566,-14566,-0.002242921,-0.0076692025,-9.860812,13631
43863972,-0.005235021,0.008912105,-0.0065464335,15516,-15516,0.09793672,0.07579798,-9.978875,14566
