timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
26514942,-0.0035622136,-0.007523329,0.001965122,14633,-14633,-0.06633522,-0.08486267,-9.911938,6408
26544144,0.0032790187,0.0043384866,0.006997578,29202,-29202,0.015983472,-0.04447084,-9.79698,14633
26547845,0.0032790187,0.0043384866,0.006997578,3701,-3701,0.07842194,9.692185e-05,-9.687199,29202
26560801,-0.004185482,0.008342414,-0.0028775542,12956,-12956,0.07842194,9.692185e-05,-9.687199,3701
26576408,-0.0029936228,-0.0076951347,-0.00661048,15607,-15607,0.06555351,0.0034446216,-9.8228855,12956
26591354,-9.992447e-05,0.0076062414,-0.004547437,14946,-14946,-0.086897895,0.003141061,-9.669293,15607
26607209,0.009022241,0.0027917665,-0.0031615428,15855,-15855,-0.08788892,-0.08368314,-9.798082,14946
26625882,0.008004407,0.0019133401,-0.008779304,18673,-18673,-0.09463742,0.06887336,-9.902276,15855
26639307,-0.0075061424,0.0060403454,0.0047104834,13425,-13425,0.06388505,0.04804854,-9.616783,18673
26653423,-0.009743338,0.0058913524,-0.0040252684,14116,-14116,0.058579586,-0.015097984,-9.846306,13425
26667411,-0.002215044,-0.002182253,-0.00064026297,13988,-13988,0.06163966,0.09678136,-9.830814,14116
26683551,-0.004101891,0.004464957,0.0033147237,16140,-16140,0.023692157,0.038263913,-9.887683,13988
26698217,-0.005448163,0.0052048503,0.00634153,14666,-14666,0.05797584,0.040790547,-9.987132,16140
26713581,-0.008302062,0.0046642446,-0.0014579996,15364,-15364,-0.002242921,-0.0076692025,-9.860812,14666
26729943,-0.005235021,0.008912105,-0.0065464335,16362,-16362,0.09793672,0.07579798,-9.978875,15364
26743646,0.0012905492,-0.0037407835,0.008349166,13703,-13703,0.041936446,-0.031343367,-9.661915,16362
26760001,0.0075854193,0.005478173,0.0034611316,16355,-16355,-0.030628158,-0.07663374,-9.694746,13703
26775240,0.0077369157,-0.0020099818,0.0023517,15239,-15239,-0.020868229,-0.028441736,-9.919226,16355
26789658,-0.0048997723,-0.0011273404,-0.0007307799,14418,-14418,0.07778504,-0.07997792,-9.674709,15239
