timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
26107261,inf,0,1,1,1,0
27127377,inf,0,1,1,1,0
28127540,inf,0,1,1,1,0
29147331,inf,0,1,1,1,0
30167258,inf,0,1,1,1,0
31167259,inf,0,1,1,1,0
32167363,inf,0,1,1,1,0
33187333,inf,0,1,1,1,0
34207260,inf,0,1,1,1,0
35228522,inf,0,1,1,1,0
35367260,inf,0,1,1,1,1
35887260,inf,0,1,0,1,1
35907260,inf,0,1,0,0,1
36367260,inf,0,0,0,0,0
37387260,inf,0,0,0,0,0
38407260,inf,0,0,0,0,0
39407401,inf,0,0,0,0,0
40427371,inf,0,0,0,0,0
41447258,inf,0,0,0,0,0
42447258,inf,0,0,0,0,0
43447367,inf,0,0,0,0,0
44467262,inf,0,0,0,0,0
45487329,inf,0,0,0,0,0
46507374,inf,0,0,0,0,0
47527260,inf,0,0,0,0,0
48527340,inf,0,0,0,0,0
49547259,inf,0,0,0,0,0
50547260,inf,0,0,0,0,0
51567258,inf,0,0,0,0,0
52567465,inf,0,0,0,0,0
53587258,inf,0,0,0,0,0
54587260,inf,0,0,0,0,0
55607327,inf,0,0,0,0,0
56627260,inf,0,0,0,0,0
57647336,inf,0,0,0,0,0
58667260,inf,0,0,0,0,0
59687258,inf,0,0,0,0,0
60687260,inf,0,0,0,0,0
61687524,inf,0,0,0,0,0
62707334,inf,0,0,0,0,0
63727258,inf,0,0,0,0,0
64727258,inf,0,0,0,0,0
65727330,inf,0,0,0,0,0
66407255,inf,0,0,1,0,0
66467255,inf,0,0,1,1,0
66507255,inf,0,1,1,1,0
66947482,inf,1,1,1,1,0
