timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
26407516,0.0,0.0,0.0
66154248,0.0,0.0,0.0
66352505,0.0,0.0,0.0
66551064,0.0,0.0,0.0
66764068,0.0,0.0,0.0
66962095,0.0,0.0,0.0
