timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
28251131,nan,nan,nan,0.004158522,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28342138,nan,nan,nan,0.004054857,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28463659,nan,nan,nan,0.0040568607,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28556638,nan,nan,nan,0.0035978353,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28644694,nan,nan,nan,0.0036376282,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28766233,nan,nan,nan,0.0034128362,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28855451,nan,nan,nan,0.003224053,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28947423,nan,nan,nan,0.00295123,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29071228,nan,nan,nan,0.002539995,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29163473,nan,nan,nan,0.002276712,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29256451,nan,nan,nan,0.0022501303,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29378190,nan,nan,nan,0.0019711563,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29469975,nan,nan,nan,0.0014932291,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29560142,nan,nan,nan,0.0012026908,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29650928,nan,nan,nan,0.0009795126,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29774125,nan,nan,nan,0.0006002049,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29866478,nan,nan,nan,0.0005325244,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29986876,nan,nan,nan,-6.5031e-05,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30079133,nan,nan,nan,-0.0005461095,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30171131,nan,nan,nan,-0.0005472925,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30291922,nan,nan,nan,-0.0007030009,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30386471,nan,nan,nan,-0.000735195,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30472189,nan,nan,nan,-0.00081074424,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
