timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
36196517,inf,0,1,1,1,0
37196518,inf,0,1,1,1,0
38196518,inf,0,1,1,1,0
39196537,inf,0,1,1,1,0
40216554,inf,0,1,1,1,0
41236529,inf,0,1,1,1,0
42236540,inf,0,1,1,1,0
43256573,inf,0,1,1,1,0
44276583,inf,0,1,1,1,0
45296511,inf,0,1,1,1,0
45596533,inf,0,1,1,1,1
46116535,inf,0,1,0,1,1
46136520,inf,0,1,0,0,1
46616540,inf,0,0,0,0,0
47636535,inf,0,0,0,0,0
48656522,inf,0,0,0,0,0
49656525,inf,0,0,0,0,0
50676518,inf,0,0,0,0,0
51676518,inf,0,0,0,0,0
52676706,inf,0,0,0,0,0
53696518,inf,0,0,0,0,0
54696526,inf,0,0,0,0,0
55716520,inf,0,0,0,0,0
56716527,inf,0,0,0,0,0
57736541,inf,0,0,0,0,0
58756534,inf,0,0,0,0,0
59756550,inf,0,0,0,0,0
60776518,inf,0,0,0,0,0
61776518,inf,0,0,0,0,0
62776689,inf,0,0,0,0,0
63796518,inf,0,0,0,0,0
64796518,inf,0,0,0,0,0
65796518,inf,0,0,0,0,0
66796522,inf,0,0,0,0,0
67796522,inf,0,0,0,0,0
68816523,inf,0,0,0,0,0
69836518,inf,0,0,0,0,0
70836518,inf,0,0,0,0,0
71856515,inf,0,0,1,0,0
71916515,inf,0,0,1,1,0
71956515,inf,0,1,1,1,0
