timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
37038373,0.999998,0.0005029365,0.0005685396,0.0018692611,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37107296,0.99999785,0.00046575218,0.0005201482,0.0019327861,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37156305,0.9999979,0.00037106374,0.00047719936,0.0019775105,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37210302,0.999998,0.00031562877,0.00048510608,0.0019309807,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37265314,0.999998,0.0003146932,0.0004428077,0.001969925,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37315311,0.9999981,0.00031976632,0.000492555,0.0018693194,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37369315,0.99999815,0.00034113837,0.0004473174,0.0018467427,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37421305,0.9999982,0.00037043935,0.00051081734,0.0018120225,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37473365,0.99999815,0.00030131786,0.00057740195,0.001798259,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37523470,0.9999982,0.00027750607,0.0007113515,0.0017877045,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37579354,0.99999803,0.0003310669,0.00080230134,0.0018113788,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37632302,0.99999785,0.00039297168,0.00086875766,0.0018110645,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37684302,0.99999785,0.0004312126,0.0009302913,0.001839943,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37736321,0.99999774,0.00043708878,0.0010135154,0.0018548799,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37788323,0.9999978,0.00044781304,0.0010770605,0.0018110021,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37838614,0.9999976,0.00050628267,0.001115708,0.0018231542,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37892302,0.9999977,0.0004620169,0.0011440178,0.0017752777,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
37944303,0.99999756,0.00045362354,0.0012318817,0.0017960971,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38000307,0.9999976,0.0004255551,0.0012561872,0.0017665462,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38049302,0.99999774,0.00044296068,0.001289917,0.0016927657,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38105296,0.9999975,0.00048462118,0.001322905,0.0017353029,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38154302,0.99999756,0.00049392466,0.0013412443,0.0017059827,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38210320,0.99999756,0.0005178654,0.0013297837,0.0017147288,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38262303,0.9999976,0.0005404226,0.0013265165,0.0016513278,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38312444,0.9999977,0.00058383605,0.0012649097,0.0016868514,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38366302,0.99999756,0.00053084746,0.0012458349,0.0017358318,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38417382,0.99999774,0.00050669524,0.0012033619,0.0017410245,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38466305,0.99999774,0.0005555213,0.0012348399,0.0016561677,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38466305,0.99999785,0.00056828174,0.0012162873,0.0016392883,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38466305,0.99999785,0.0005809593,0.0011976985,0.0016222615,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38466305,0.99999785,0.00059324905,0.0011791178,0.0016052255,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38466305,0.999998,0.0006054858,0.0011605143,0.0015880982,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38734302,0.9999986,-0.0004560563,0.0014088085,0.0007542409,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38784303,0.9999988,-0.00043946566,0.0013600615,0.0007265869,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38840303,0.9999987,-0.00037026772,0.0014166665,0.0006873886,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38892304,0.99999857,-0.0003758721,0.0014570963,0.0007828191,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38944303,0.9999986,-0.00036312127,0.0014450962,0.00076983223,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
38997316,0.99999857,-0.00036656088,0.0014894342,0.00071645953,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39050304,0.99999857,-0.00043071352,0.0014598309,0.00071201014,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39100388,0.99999857,-0.0005169076,0.0014467909,0.0007663973,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39152345,0.9999985,-0.00058227073,0.0014348521,0.0007689978,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39206296,0.9999985,-0.00064504595,0.0014221051,0.0008329811,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39259302,0.9999985,-0.0006806038,0.0013954734,0.00080647337,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39312320,0.9999985,-0.00072689174,0.0013254302,0.00084314105,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39362319,0.9999985,-0.00074645143,0.001368464,0.00084206625,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39413512,0.9999984,-0.00080387783,0.0013455877,0.0008677328,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39470302,0.99999857,-0.00076840096,0.0012873561,0.0008628105,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39517309,0.99999857,-0.00071458233,0.0012407147,0.0009130787,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39574306,0.9999987,-0.00074661354,0.0011866014,0.00082573586,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39625479,0.9999988,-0.00069879304,0.001152775,0.00085189176,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39680305,0.9999988,-0.00069217064,0.0012036839,0.0007898467,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39732312,0.9999988,-0.0006935188,0.0012320676,0.0007347232,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39782380,0.9999989,-0.0006459235,0.001164211,0.00062938215,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39834296,0.9999989,-0.00063279923,0.0011329235,0.00063852075,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39890296,0.99999905,-0.0005978035,0.0011418248,0.00058266794,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39940296,0.9999991,-0.00063918764,0.0011364459,0.00048029434,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
39992296,0.9999992,-0.0005952493,0.0010729762,0.0003986455,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40044307,0.99999934,-0.00061991793,0.0009933108,0.00031777946,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40098341,0.99999934,-0.0006149636,0.000991564,0.00033299442,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40149296,0.99999946,-0.00055217434,0.0009067118,0.00030340327,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40200790,0.99999946,-0.00050622877,0.00084081595,0.00030388404,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40256307,0.99999946,-0.00046477607,0.0008781027,0.00030025918,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40308350,0.99999946,-0.00051905535,0.0008609006,0.00028396695,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40361301,0.9999996,-0.000477796,0.0008273796,0.00026728943,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40410838,0.9999996,-0.000482565,0.0008282147,0.0002666225,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40464350,0.9999996,-0.00043899976,0.0008390861,0.00032035323,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40518330,0.99999946,-0.0005301603,0.0007809791,0.0003914415,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40572321,0.99999946,-0.0006080265,0.000768033,0.00036614918,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40623323,0.9999996,-0.0006152875,0.0006976637,0.0003694607,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40676305,0.9999996,-0.0006071523,0.00063777465,0.0003785787,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40730301,0.9999996,-0.0006204931,0.0005501348,0.00030373322,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40781480,0.9999997,-0.0006339677,0.00054201967,0.00027808276,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40835302,0.9999997,-0.0005778504,0.00053780305,0.00026138392,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40884302,0.9999997,-0.00047293713,0.00054996816,0.00024805794,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40940302,0.9999998,-0.00044595805,0.0005550804,0.00024345265,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
40990446,0.9999997,-0.00046293787,0.0005209525,0.00022366275,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41041302,0.9999998,-0.00047271987,0.00046908527,0.00018149732,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41094316,0.9999998,-0.0003813411,0.0004262394,0.00023359465,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41150337,0.9999998,-0.00038052193,0.00048608455,0.00018433962,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41200852,0.9999998,-0.00037629597,0.0005128702,0.00020277173,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41253348,0.9999998,-0.0004022949,0.00048435558,0.00023532577,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41304341,0.9999998,-0.0004095036,0.00047809858,0.00023911163,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41360302,0.9999998,-0.00038487324,0.00050892116,0.00021174007,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41412296,0.9999998,-0.00039532516,0.00049284345,0.0002259173,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41464296,0.9999998,-0.00032574558,0.00048408034,0.00016244574,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41517302,0.9999998,-0.00026544923,0.00057878747,0.0001616639,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41569299,0.9999998,-0.00026506934,0.0005998326,0.00017929538,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41621319,0.9999998,-0.00033749288,0.00054446294,0.00028744226,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41674340,0.9999997,-0.00032265007,0.000560774,0.0003361829,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41726310,0.9999998,-0.000259703,0.00057752035,0.00029026042,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41779305,0.9999998,-0.00025567668,0.000591591,0.0002805329,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41830302,0.9999998,-0.00022146516,0.0005662138,0.00023682357,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41884302,0.9999998,-0.00018511886,0.00056924607,0.00012819166,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41936564,0.9999998,-0.00012298493,0.0005642357,0.00014689598,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
41990296,0.9999998,-6.1014216e-05,0.00054757315,0.00015053427,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42042328,0.9999998,-8.774556e-05,0.00057327055,0.00012388245,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42094338,0.9999998,-8.865845e-05,0.0005725331,0.00013043686,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42146302,0.9999998,-8.218354e-05,0.0006199124,0.00012074379,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42196662,0.9999998,-6.3431626e-06,0.00061415246,0.0001132047,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42251302,0.9999998,-4.809698e-05,0.0005940395,0.00015814502,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42305338,0.9999998,-3.7446545e-05,0.0006351987,0.00016297918,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42355325,0.9999998,-1.3042197e-05,0.0007247283,0.00013891982,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42407305,0.9999998,5.7770554e-05,0.0007061345,0.000108867716,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42461305,0.9999998,7.584326e-05,0.0006724644,5.3952932e-05,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42512338,0.9999998,0.00010709241,0.00065022876,7.170566e-05,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42564329,0.9999998,8.50978e-05,0.000643868,0.00012389256,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42620304,0.9999998,7.954164e-05,0.0006835209,0.000104582155,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42672321,0.9999998,8.624146e-05,0.00075026543,0.00011354759,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42724302,0.9999997,9.224547e-05,0.00079197733,8.949446e-05,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42776342,0.9999997,9.319489e-05,0.00080569077,0.000101271056,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42828324,0.9999997,7.301978e-05,0.00083321426,0.00011636925,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42880302,0.9999997,0.00010894574,0.0008778345,9.297241e-05,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42933327,0.9999996,0.00018484706,0.00090379175,0.00013658224,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
42983347,0.9999996,0.00021073925,0.0008470617,0.0001502509,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43039304,0.9999996,0.00017801241,0.0009323841,0.00020598143,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43090304,0.99999946,0.00017257486,0.0010111883,0.00019415031,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43142296,0.99999946,0.00026931067,0.0009704252,0.00026679068,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43194302,0.9999996,0.00022266482,0.00092886813,0.00030396078,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43247296,0.99999946,0.00017765623,0.0010201944,0.00028564892,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43300798,0.99999946,0.0002404718,0.0010034901,0.0002689757,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43354311,0.99999934,0.0002227512,0.0010540321,0.00036857245,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43407296,0.99999934,0.00019943409,0.00103739,0.00047806097,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43460302,0.99999934,0.00025132694,0.0010382024,0.0004319556,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43512317,0.99999934,0.00037065448,0.0010595295,0.0004510068,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
43562296,0.9999992,0.00038972526,0.0010623413,0.00046054868,1.0,2.7544762e-11,1.2009313e-11,0.00016201571,3
