timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
36900722,0.0,0.0,0.0
71589563,0.0,0.0,0.0
71786460,0.0,0.0,0.0
71983857,0.0,0.0,0.0
72196186,0.0,0.0,0.0
72394114,0.0,0.0,0.0
