timestamp,load,ram_usage
36357405,0.399736,0.70646906
37357408,0.53224194,0.77205986
38357445,0.54781973,0.77469176
39357408,0.4653051,0.77469176
40357427,0.55209064,0.77469176
41357442,0.54254645,0.77469176
42357408,0.53874576,0.77469176
43357410,0.5447575,0.77469176
44357409,0.52331305,0.77469176
45357408,0.47597545,0.77469176
46357408,0.547584,0.77469176
47357409,0.540415,0.77469176
48357439,0.5383084,0.77469176
49357442,0.5415129,0.77469176
50357409,0.5173156,0.77469176
51357408,0.3346097,0.77469176
52357650,0.3330317,0.77469176
53357408,0.3364098,0.77469176
54357408,0.332111,0.77469176
55357406,0.33427966,0.77469176
56358498,0.33484137,0.77469176
57357406,0.33419228,0.77469176
58357408,0.33253932,0.77469176
59357408,0.33752602,0.77469176
60357408,0.33673602,0.77469176
61357409,0.33433503,0.77469176
62357406,0.3382457,0.77469176
63357442,0.33496934,0.77469176
64357406,0.3341617,0.77469176
65357408,0.33504164,0.77469176
66357421,0.34048003,0.77469176
67357406,0.3552447,0.77469176
68357409,0.3558463,0.77469176
69357406,0.35038602,0.77469176
70357613,0.33487904,0.77469176
71357414,0.33662397,0.77469176
72357408,0.32816297,0.77469176
