timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
28248153,inf,0,1,1,1,0
29248169,inf,0,1,1,1,0
30268168,inf,0,1,1,1,0
31288156,inf,0,1,1,1,0
32288174,inf,0,1,1,1,0
33308178,inf,0,1,1,1,0
34328159,inf,0,1,1,1,0
35348158,inf,0,1,1,1,0
36368156,inf,0,1,1,1,0
37368156,inf,0,1,1,1,0
37788158,inf,0,1,1,1,1
38208158,inf,0,1,0,1,1
38228156,inf,0,1,0,0,1
38788158,inf,0,0,0,0,0
39808174,inf,0,0,0,0,0
40828158,inf,0,0,0,0,0
41848156,inf,0,0,0,0,0
42848158,inf,0,0,0,0,0
43848160,inf,0,0,0,0,0
44868156,inf,0,0,0,0,0
45868156,inf,0,0,0,0,0
46868158,inf,0,0,0,0,0
47888158,inf,0,0,0,0,0
48909064,inf,0,0,0,0,0
49928670,inf,0,0,0,0,0
50948638,inf,0,0,0,0,0
51968604,inf,0,0,0,0,0
52988157,inf,0,0,0,0,0
53988158,inf,0,0,0,0,0
55008156,inf,0,0,0,0,0
57028160,inf,0,0,0,0,0
58049316,inf,0,0,0,0,0
59068158,inf,0,0,0,0,0
60088158,inf,0,0,0,0,0
61108156,inf,0,0,0,0,0
62108348,inf,0,0,0,0,0
63128158,inf,0,0,0,0,0
64148157,inf,0,0,0,0,0
65148157,inf,0,0,0,0,0
66148170,inf,0,0,0,0,0
67168158,inf,0,0,0,0,0
68188156,inf,0,0,0,0,0
69188156,inf,0,0,0,0,0
70188157,inf,0,0,0,0,0
71188158,inf,0,0,0,0,0
72208156,inf,0,0,0,0,0
73208165,inf,0,0,0,0,0
74228153,inf,0,0,0,0,0
74308153,inf,0,0,1,0,0
74368153,inf,0,0,1,1,0
74408161,inf,0,1,1,1,0
