timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
28955362,28955308,-0.004187478,-0.0014006958,-0.0015122878,-0.0,0.0,0.0,0.0,-1.0
29062334,29062280,-0.0070370752,0.0015318255,0.000349704,-0.0,0.0,0.0,0.0,-1.0
29169011,29168957,-0.0020326753,0.00066883257,-0.0029533065,-0.0,0.0,0.0,0.0,-1.0
29274803,29274749,0.0025816034,0.0012407649,-0.0010539502,-0.0,0.0,0.0,0.0,-1.0
29367624,29367556,0.00091152935,-0.0022529303,-0.00048029245,-0.0,0.0,0.0,0.0,-1.0
29471814,29471760,-0.0014511512,-0.0042141224,-0.0029757973,-0.0,0.0,0.0,0.0,-1.0
29577345,29577262,-0.0027128493,-0.0009780095,-0.001022431,-0.0,0.0,0.0,0.0,-1.0
29668459,29668405,-0.004334932,-0.0033104604,-0.0008475186,-0.0,0.0,0.0,0.0,-1.0
29776056,29775999,0.00025453552,-0.0032388298,-0.0033725293,-0.0,0.0,0.0,0.0,-1.0
29884356,29884302,0.0005367253,-0.002649835,0.00014813691,-0.0,0.0,0.0,0.0,-1.0
29975188,29975134,-0.0005495712,0.00021301606,0.00058010785,0.0,0.0,0.0,0.0,-1.0
30082177,30082123,0.0015387037,-0.0017942473,0.001078286,0.0,0.0,0.0,0.0,-1.0
30187835,30187781,-0.0029390957,-0.005886296,0.00030115707,0.0,0.0,0.0,0.0,-1.0
30279270,30279199,-0.003728107,-0.0032059413,-0.0012786601,0.0,0.0,0.0,0.0,-1.0
30386567,30386510,-0.000110024936,-0.003434226,-0.0016129846,0.0,0.0,0.0,0.0,-1.0
30493150,30493096,-0.0029921546,-0.0040643928,-0.0011485387,0.0,0.0,0.0,0.0,-1.0
30585175,30585112,-0.0006887502,-0.0028725495,-0.0018884629,0.0,0.0,0.0,0.0,-1.0
30691763,30691709,-0.0008095117,-0.004827928,0.00070312223,0.0,0.0,0.0,0.0,-1.0
30797371,30797317,-0.0026303614,-0.00010043374,0.0007289251,0.0,0.0,0.0,0.0,-1.0
30889245,30889164,0.0004073083,-0.0014165845,-0.0014182129,0.0,0.0,0.0,0.0,-1.0
30996361,30996307,-0.0028349156,0.0024865519,-0.001201383,0.0,0.0,0.0,0.0,-1.0
31099461,31099407,-0.00071096607,-0.0012230541,0.0011956723,0.0,0.0,0.0,0.0,-1.0
31190698,31190631,-0.0025237482,1.3075303e-05,-0.0012037781,0.0,0.0,0.0,0.0,-1.0
31296742,31296688,0.00062866847,-0.00082734076,0.000730297,0.0,0.0,0.0,0.0,-1.0
31402496,31402390,0.000841587,-0.0048956648,-0.0010634991,0.0,0.0,0.0,0.0,-1.0
31494379,31494325,0.00306434,-0.0029817843,0.0011462789,0.0,0.0,0.0,0.0,-1.0
31602325,31602247,0.003219983,-0.0023477029,-0.0014808769,0.0,0.0,0.0,0.0,-1.0
31708242,31708188,0.00023929306,-0.0014496221,0.00080354075,0.0,0.0,0.0,0.0,-1.0
31801356,31801302,0.0029927823,-0.001323387,-0.0013187632,0.0,0.0,0.0,0.0,-1.0
31908384,31908331,0.00054126873,-0.0026510132,0.00035802316,0.0,0.0,0.0,0.0,-1.0
32012904,32012850,0.0039418647,0.00059446355,-0.0016315322,0.0,0.0,0.0,0.0,-1.0
32117581,32117491,0.005405939,-0.0037934142,-6.623743e-06,0.0,0.0,0.0,0.0,-1.0
32210008,32209954,0.0021494564,-0.0025228872,-0.001850989,0.0,0.0,0.0,0.0,-1.0
32314181,32314072,0.00015335844,-0.0042069578,0.0006078113,0.0,0.0,0.0,0.0,-1.0
32421610,32421557,-0.00017735153,-0.0027907114,-0.00039024962,0.0,0.0,0.0,0.0,-1.0
32512493,32512439,0.0019697868,-0.0060114013,-0.0016217616,0.0,0.0,0.0,0.0,-1.0
32619351,32619297,-0.0029985174,-0.003141989,-0.00090780045,0.0,0.0,0.0,0.0,-1.0
32725948,32725870,-0.0038135047,-0.0010400116,-0.00068286475,0.0,0.0,0.0,0.0,-1.0
32818024,32817970,-0.00046592474,-0.004904278,0.0010423135,0.0,0.0,0.0,0.0,-1.0
32923510,32923456,-0.0020124507,-0.0039073853,-0.0016123609,0.0,0.0,0.0,0.0,-1.0
33018392,33018338,-0.00032828315,-0.0025508224,-0.0017886302,0.0,0.0,0.0,0.0,-1.0
33125363,33125309,0.0008259536,-0.002016101,0.0005534784,0.0,0.0,0.0,0.0,-1.0
33230358,33230304,0.0017143027,-0.00043555652,0.0016861679,0.0,0.0,0.0,0.0,-1.0
33336525,33336471,-0.0029327911,-0.0055438695,-0.001378285,0.0,0.0,0.0,0.0,-1.0
33427787,33427733,-0.0020494233,-0.0006535796,0.0017249248,0.0,0.0,0.0,0.0,-1.0
33535356,33535302,-0.00028358493,-0.0011619027,-0.0011219583,0.0,0.0,0.0,0.0,-1.0
33639556,33639503,-0.0036981408,-0.005937878,0.0002638646,0.0,0.0,0.0,0.0,-1.0
33730170,33730116,-0.00016177415,-0.0068112933,-0.0007632736,0.0,0.0,0.0,0.0,-1.0
33836152,33836091,0.002118919,-0.001186047,-0.0015262213,0.0,0.0,0.0,0.0,-1.0
33943249,33943168,-0.0014204727,-0.002688712,0.0011427997,0.0,0.0,0.0,0.0,-1.0
34035357,34035304,-0.00069866586,-0.0028346302,-0.0012893652,0.0,0.0,0.0,0.0,-1.0
34140631,34140577,-0.000105850224,-0.0047844714,0.00045180996,0.0,0.0,0.0,0.0,-1.0
34247441,34247361,0.000294921,-0.003905207,-0.0014679526,0.0,0.0,0.0,0.0,-1.0
34339266,34339203,-0.00087079953,-0.004132008,-0.0019251866,0.0,0.0,0.0,0.0,-1.0
34444637,34444583,-0.0033178963,-0.003906921,0.00049293874,0.0,0.0,0.0,0.0,-1.0
34551356,34551302,-0.00069985556,-0.0013218842,0.0018497898,0.0,0.0,0.0,0.0,-1.0
34640372,34640292,0.000939383,-0.0012311817,-0.00043777662,0.0,0.0,0.0,0.0,-1.0
34747350,34747296,-0.00095700484,-0.0026439116,-0.0015295496,0.0,0.0,0.0,0.0,-1.0
34854357,34854303,-0.0012362481,0.00073156273,-0.0016856187,0.0,0.0,0.0,0.0,-1.0
