timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
28836109,0.0,0.0,0.0
74043184,0.0,0.0,0.0
74240159,0.0,0.0,0.0
74437844,0.0,0.0,0.0
74654191,0.0,0.0,0.0
74852464,0.0,0.0,0.0
