timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
30422174,0.0,0.0,0.0
62868473,0.0,0.0,0.0
63070404,0.0,0.0,0.0
63272486,0.0,0.0,0.0
63476086,0.0,0.0,0.0
63680688,0.0,0.0,0.0
