timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
30422732,40.15403022304763,116.25936838708566,0.94528025,-0.008556713,-0.043591462,-0.020142032,0.004086629,1,1,0
