timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
30147340,inf,0,1,1,1,0
31167260,inf,0,1,1,1,0
32167323,inf,0,1,1,1,0
33187262,inf,0,1,1,1,0
34187262,inf,0,1,1,1,0
35187394,inf,0,1,1,1,0
36207262,inf,0,1,1,1,0
37207355,inf,0,1,1,1,0
38227262,inf,0,1,1,1,0
39247372,inf,0,1,1,1,0
39407320,inf,0,1,1,1,1
39907359,inf,0,1,0,1,1
39927443,inf,0,1,0,0,1
40407304,inf,0,0,0,0,0
41427262,inf,0,0,0,0,0
42447262,inf,0,0,0,0,0
43447339,inf,0,0,0,0,0
44447349,inf,0,0,0,0,0
45467358,inf,0,0,0,0,0
46487335,inf,0,0,0,0,0
47487340,inf,0,0,0,0,0
48488133,inf,0,0,0,0,0
49507262,inf,0,0,0,0,0
50507354,inf,0,0,0,0,0
51507373,inf,0,0,0,0,0
52527313,inf,0,0,0,0,0
53527565,inf,0,0,0,0,0
54547317,inf,0,0,0,0,0
55547357,inf,0,0,0,0,0
56567260,inf,0,0,0,0,0
57567260,inf,0,0,0,0,0
58567322,inf,0,0,0,0,0
59567369,inf,0,0,0,0,0
60587308,inf,0,0,0,0,0
61607314,inf,0,0,0,0,0
62627372,inf,0,0,0,0,0
63127260,inf,0,0,1,0,0
63187260,inf,0,0,1,1,0
63227257,inf,0,1,1,1,0
